"receptor_set","brain_map","adj_r2","moran_p","regression_coef","fdrp"
"A4B2","7-8.9y",0.268761658712975,0.0001999600079984,0.521662171001875,0.00126641338398987
"A4B2","9-10.9y",0.108756818452158,0.000999800039992002,0.335952273229193,0.0113977204559088
"A4B2","11-13.9y",0.27081769471931,0.000599880023995201,0.523620073947151,0.0113977204559088
"M1","Full",0.0128736007295024,0.428314337132573,0.13199458440176,0.452109578084383
"M1","7-8.9y",0.0148802628749078,0.386722655468906,0.139355606868925,0.408207247439401
"M1","9-10.9y",0.000572003888954953,0.63247350529894,0.0719559786064254,0.706882152981169
"M1","11-13.9y",0.0311085341020653,0.281143771245751,0.188609309772692,0.399462964549947
"VAChT","Full",0.162566179298493,0.0027994401119776,0.40795259691461,0.0106378724255149
"VAChT","7-8.9y",0.189930117801225,0.000999800039992002,0.44007176543493,0.00474905018996201
"VAChT","9-10.9y",0.0656617144830489,0.0411917616476705,0.264513555168576,0.103529294141172
"VAChT","11-13.9y",-0.00428160364893704,0.877824435112977,0.0186124198945327,0.939256593125819
"NET","Full",0.0557942702994562,0.165966806638672,0.245245690639688,0.222128907551823
"NET","7-8.9y",0.0572514776400346,0.234153169366127,0.248185295448213,0.296594014530427
"NET","9-10.9y",0.0276653437408355,0.185762847430514,0.179293470623973,0.235299606745318
"NET","11-13.9y",0.0625812302320307,0.294341131773645,0.258652532167888,0.399462964549947
"CB1","Full",0.100297422901161,0.0275944811037792,0.323177223403043,0.0476631946338005
"CB1","7-8.9y",0.153481511712217,0.0113977204559088,0.396714656359814,0.0240618542958075
"CB1","9-10.9y",0.0131773842515707,0.172165566886623,0.13313509645994,0.233653269346131
"CB1","11-13.9y",0.0931847455633661,0.0459908018396321,0.312031437043814,0.109333688817792
"H3","Full",0.145371326177614,0.00799840031993601,0.386406142760399,0.018996200759848
"H3","7-8.9y",0.205823535455169,0.0031993601279744,0.457693494416242,0.00868397749021624
"H3","9-10.9y",0.032395721397048,0.0717856428714257,0.191975850796988,0.151547468284121
"H3","11-13.9y",0.0612652679287223,0.212957408518296,0.256107857036764,0.337182563487303
"MOR","Full",0.124747366161764,0.00739852029594081,0.358860402437375,0.018996200759848
"MOR","7-8.9y",0.200199993029627,0.0021995600879824,0.451537049805952,0.00696527361194428
"MOR","9-10.9y",0.0204347471806814,0.125374925014997,0.157952121763872,0.202626141438379
"MOR","11-13.9y",0.101234050978102,0.0517896420715857,0.324616434496195,0.109333688817792
