"receptor_set","brain_map","adj_r2","moran_p","regression_coef","fdrp"
"D1","Full",0.253601713453878,0.0001999600079984,0.506992442640106,0.00126641338398987
"D1","7-8.9y",0.275675941952257,0.0001999600079984,0.528217607466156,0.00126641338398987
"D1","9-10.9y",0.113847138754769,0.00699860027994401,0.343410530550864,0.0265946810637872
"D1","11-13.9y",0.0435001233877732,0.0805838832233553,0.21887886357652,0.153109378124375
"D2","Full",0.0199814132002358,0.378124375124975,0.156517180801176,0.443393674206335
"D2","7-8.9y",0.0489462903405248,0.288142371525695,0.230930782551261,0.342169066186763
"D2","9-10.9y",-0.00451013796473987,0.926614677064587,0.0109060080715177,0.926614677064587
"D2","11-13.9y",-0.00461210758428821,0.979004199160168,-0.00417627807863469,0.979004199160168
"DAT","Full",0.134368710571562,0.0251949610077984,0.37196477636282,0.0476631946338005
"DAT","7-8.9y",0.153142114692694,0.0391921615676865,0.396288639242569,0.0676955517987312
"DAT","9-10.9y",0.0548897200768091,0.0435912817436513,0.243403095684704,0.103529294141172
"DAT","11-13.9y",-0.00401124346692794,0.884423115376925,0.0248100071923106,0.939256593125819
"mGluR5","Full",0.256089758746305,0.0021995600879824,0.509429010304773,0.0104479104179164
"mGluR5","7-8.9y",0.262178895689674,0.0017996400719856,0.515343567869591,0.00683863227354529
"mGluR5","9-10.9y",0.142753595343312,0.00599880023995201,0.383019633445079,0.0265946810637872
"mGluR5","11-13.9y",0.201731305629518,0.0101979604079184,0.453221759415039,0.0645870825834833
"NMDA","Full",0.197026079192955,0.0001999600079984,0.448025021446162,0.00126641338398987
"NMDA","7-8.9y",0.220466478114798,0.0001999600079984,0.473348495816928,0.00126641338398987
"NMDA","9-10.9y",0.0907524846837987,0.0011997600479904,0.308127514836864,0.0113977204559088
"NMDA","11-13.9y",0.0672743472512372,0.00659868026394721,0.267530600396846,0.0626874625074985
"GABAa","Full",0.18564623494792,0.00519896020795841,0.435199973891713,0.0164633739918683
"GABAa","7-8.9y",0.148389393341714,0.0225954809038192,0.390274091099392,0.0429314137172566
"GABAa","9-10.9y",0.166665855582151,0.0033993201359728,0.412923849027393,0.0215290275278278
"GABAa","11-13.9y",0.106916773890223,0.0395920815836833,0.333215192921864,0.109333688817792
"5HT1a","Full",0.00768719063011836,0.61627674465107,0.110725158475295,0.61627674465107
"5HT1a","7-8.9y",0.0241429571713212,0.546890621875625,0.169233549377917,0.546890621875625
"5HT1a","9-10.9y",-0.00439958395700213,0.873225354929014,-0.0151322686441863,0.921737874647293
"5HT1a","11-13.9y",-0.00421486464727039,0.889822035592881,-0.0203187997429426,0.939256593125819
"5HT1b","Full",0.0685969742683233,0.0435912817436513,0.269979914272161,0.0690195294274478
"5HT1b","7-8.9y",0.06156987285041,0.105178964207159,0.25669911501276,0.166533359994668
"5HT1b","9-10.9y",0.0752364820076296,0.0177964407118576,0.281954012278336,0.0563553955875492
"5HT1b","11-13.9y",0.132922308264702,0.0471905618876225,0.370024401892904,0.109333688817792
"5HT2a","Full",0.0501217347747153,0.149170165966807,0.233450324414639,0.218017934874564
"5HT2a","7-8.9y",0.0368244543659356,0.198360327934413,0.203133087778491,0.289911248519527
"5HT2a","9-10.9y",0.0634081844667834,0.127974405118976,0.260238882149852,0.202626141438379
"5HT2a","11-13.9y",0.152917874914323,0.0207958408318336,0.396006918092841,0.0980203959208158
"5HT4","Full",0.0499102442955062,0.175364927014597,0.232999008797452,0.222128907551823
"5HT4","7-8.9y",0.0452145592694848,0.214357128574285,0.22274310803272,0.290913245922244
"5HT4","9-10.9y",0.0405431923426325,0.165166966606679,0.212048702626905,0.233653269346131
"5HT4","11-13.9y",0.073371474876938,0.122375524895021,0.278642517236814,0.211375906636854
"5HT6","Full",0.128639195603659,0.017996400719856,0.364217906179147,0.0379924015196961
"5HT6","7-8.9y",0.151452158804294,0.00759848030393921,0.394160522527918,0.0180463907218556
"5HT6","9-10.9y",0.0535996858689861,0.097380523895221,0.240750862177429,0.18502299540092
"5HT6","11-13.9y",0.128392696745526,0.0257948410317936,0.363880914947223,0.0980203959208158
"5HTT","Full",0.0166245983761063,0.396720655868826,0.145451992954913,0.443393674206335
"5HTT","7-8.9y",0.0252648254065809,0.383123375324935,0.17250128280858,0.408207247439401
"5HTT","9-10.9y",0.0021224433984004,0.577884423115377,0.0819814459748115,0.68623775244951
"5HTT","11-13.9y",0.0226447996314866,0.342931413717256,-0.164768748999953,0.434379790708525
"A4B2","Full",0.235525837015731,0.0001999600079984,0.488926128802497,0.00126641338398987
