"bmap","receptor","BF10_cmi_su","BF10_su_cmi","agbin"
"math_gmv","D1",853006.616437047,4251.43009210221,"Full"
"math_gmv","D2",3.74187587226337,0.71368719187622,"Full"
"math_gmv","DAT",36.648565806908,7973.40346169283,"Full"
"math_gmv","mGluR5",62329146.4869137,0.886144471946406,"Full"
"math_gmv","NMDA",93413.3619908746,175.844267509622,"Full"
"math_gmv","GABAa",557511.517190002,0.0708238769741863,"Full"
"math_gmv","5HT1a",0.88940842918434,2.02235155952229,"Full"
"math_gmv","5HT1b",14.5070076646331,0.00681399805523254,"Full"
"math_gmv","5HT2a",0.150705667997694,0.00513307985126791,"Full"
"math_gmv","5HT4",1.37773042626666,0.0101715318705193,"Full"
"math_gmv","5HT6",7518.40762211447,0.0265466467889984,"Full"
"math_gmv","5HTT",0.00172178739244961,373.146079885548,"Full"
"math_gmv","A4B2",26090484.3057534,0.0145757336238454,"Full"
"math_gmv","M1",1.50231076183646,0.255235167251502,"Full"
"math_gmv","VAChT",0.0021226366710114,162377036.290679,"Full"
"math_gmv","NET",3.10242332815257,63.4950847632274,"Full"
"math_gmv","CB1",873.073848524529,0.0333296909149409,"Full"
"math_gmv","H3",1.63916930407562,362004.765189013,"Full"
"math_gmv","MOR",5928.92972277495,0.286928201175969,"Full"
