"bmap","receptor","BF10_cmi_su","BF10_su_cmi","agbin"
"read_gmv","D1",29380.8690822205,0.0100300739857384,"7-8.9y"
"read_gmv","D2",0.0786198373472591,0.067314587368408,"7-8.9y"
"read_gmv","DAT",3.81396726176283,0.692972342921294,"7-8.9y"
"read_gmv","mGluR5",425829.332605162,0.00028205492512431,"7-8.9y"
"read_gmv","NMDA",35.0260100774741,1.33035102063771,"7-8.9y"
"read_gmv","GABAa",19.9365895325027,0.330662959430995,"7-8.9y"
"read_gmv","5HT1a",3.20978687712978,0.122697161889032,"7-8.9y"
"read_gmv","5HT1b",32.3859270363668,0.0594755276226136,"7-8.9y"
"read_gmv","5HT2a",1.00065393471263,0.00836951531633571,"7-8.9y"
"read_gmv","5HT4",0.30499439748899,0.00272876830491457,"7-8.9y"
"read_gmv","5HT6",636.321764902295,0.0029525421598837,"7-8.9y"
"read_gmv","5HTT",0.203957068834036,0.856283132242778,"7-8.9y"
"read_gmv","A4B2",2603089535.31843,9.31668630937355e-07,"7-8.9y"
"read_gmv","M1",0.166337655984112,0.357567143945639,"7-8.9y"
"read_gmv","VAChT",6.20934098672395,1.02417175246928,"7-8.9y"
"read_gmv","NET",1.45542584271975,1.23497752225723,"7-8.9y"
"read_gmv","CB1",245.167874594139,1.62634440192361e-07,"7-8.9y"
"read_gmv","H3",28478.1850330656,0.000596615431086791,"7-8.9y"
"read_gmv","MOR",129009605.255487,4.29061933842985e-10,"7-8.9y"
