"bmap","receptor","BF10_cmi_su","BF10_su_cmi","agbin"
"read_gmv","D1",9.92268976865239,12.0010198990618,"9-10.9y"
"read_gmv","D2",0.497065251233941,0.883434215117745,"9-10.9y"
"read_gmv","DAT",0.00654916635536173,2.94514904719923,"9-10.9y"
"read_gmv","mGluR5",4473.10108771041,0.146605343985251,"9-10.9y"
"read_gmv","NMDA",0.0556732494007365,72.7740895323226,"9-10.9y"
"read_gmv","GABAa",16.614221311643,6.93549337020133,"9-10.9y"
"read_gmv","5HT1a",0.621927797545696,0.686154786402522,"9-10.9y"
"read_gmv","5HT1b",7.4879752613161,0.0666142561113938,"9-10.9y"
"read_gmv","5HT2a",2.20879566254905,0.000101817388487963,"9-10.9y"
"read_gmv","5HT4",4.76329412468592,0.000152821707663237,"9-10.9y"
"read_gmv","5HT6",9.88816893101954,0.209892546945743,"9-10.9y"
"read_gmv","5HTT",0.00919597360640124,0.260790138407502,"9-10.9y"
"read_gmv","A4B2",2774.40333411904,0.0138935748737547,"9-10.9y"
"read_gmv","M1",0.704284882812873,0.55217861812013,"9-10.9y"
"read_gmv","VAChT",0.000617909377901263,17.3235476042757,"9-10.9y"
"read_gmv","NET",0.160403268661714,10.3785525220262,"9-10.9y"
"read_gmv","CB1",0.031110977024908,0.0157648702587478,"9-10.9y"
"read_gmv","H3",2.21505301245087,0.807261065531558,"9-10.9y"
"read_gmv","MOR",1.76878685781587,0.00146252600580522,"9-10.9y"
