"receptor_set","brain_map","adj_r2","moran_p","regression_coef","fdrp"
"5HT1b","7-8.9y",0.055886384071223,0.271145770845831,0.245432552978771,0.396289972774676
"5HT1b","9-10.9y",0.0407645669465071,0.105578884223155,0.212567652125537,0.182363527294541
"5HT1b","11-13.9y",0.0772764885299625,0.130373925214957,0.285532258441091,0.262147570485903
"5HT2a","Full",0.0877397060100981,0.0431913617276545,0.303222147110877,0.102579484103179
"5HT2a","7-8.9y",0.0576462918003289,0.0919816036792642,0.248975773152563,0.201781865849052
"5HT2a","9-10.9y",0.106131160293818,0.0221955608878224,0.332039713794454,0.115876824635073
"5HT2a","11-13.9y",0.173099231555461,0.0121975604879024,0.420606507528141,0.115876824635073
"5HT4","Full",0.0969835130254794,0.0653869226154769,0.3180328274328,0.128034393121376
"5HT4","7-8.9y",0.0684053996144753,0.133173365326935,0.269626523712083,0.230026721928342
"5HT4","9-10.9y",0.105010100019634,0.0365926814637073,0.330355077816124,0.115876824635073
"5HT4","11-13.9y",0.105143205294686,0.0555888822235553,0.330555546505553,0.171508555431771
"5HT6","Full",0.0938960276961793,0.0175964807038592,0.313163890061727,0.0477618761961893
"5HT6","7-8.9y",0.108251337686344,0.00759848030393921,0.335202593257418,0.0217099437255406
"5HT6","9-10.9y",0.0343076343444687,0.101179764047191,0.196870082993594,0.182363527294541
"5HT6","11-13.9y",0.0726139427440414,0.0549890021995601,0.277286154019019,0.171508555431771
"5HTT","Full",-0.00203705066138116,0.792841431713657,-0.0507999173201231,0.792841431713657
"5HTT","7-8.9y",-0.00462525520180024,0.991801639672066,0.00208668856673687,0.991801639672066
"5HTT","9-10.9y",0.00588926049656369,0.504099180163967,-0.102325050589509,0.684134601651098
"5HTT","11-13.9y",0.124335062954189,0.0489902019596081,-0.358288131599027,0.171508555431771
"A4B2","Full",0.272800818380697,0.0001999600079984,0.525501633378138,0.00379924015196961
"A4B2","7-8.9y",0.309270296912939,0.0001999600079984,0.558975297398981,0.00126641338398987
"A4B2","9-10.9y",0.113916982855761,0.00399920015996801,0.343511738856187,0.0379924015196961
"A4B2","11-13.9y",0.238794162886983,0.000799840031993601,0.492241834759606,0.0151969606078784
"M1","Full",0.00295774090030954,0.570285942811438,0.0869045780657557,0.637378406671607
"M1","7-8.9y",0.00280041450560664,0.541491701659668,0.0859988622047443,0.571574573974094
"M1","9-10.9y",-0.00126884232767477,0.657068586282743,0.0578385667428489,0.832286875958142
"M1","11-13.9y",0.00650114296622151,0.490501899620076,0.10525910275563,0.665681149484389
"VAChT","Full",0.0300084977141014,0.191161767646471,0.185683883622349,0.279390275790996
"VAChT","7-8.9y",0.0521604017264846,0.0955808838232354,0.237756863502383,0.201781865849052
"VAChT","9-10.9y",-0.0028100238731672,0.73625274945011,0.0425584360201164,0.874300139972006
"VAChT","11-13.9y",0.0287385517400286,0.235552889422116,-0.182248212470245,0.376441378390988
"NET","Full",0.0275277692499508,0.457108578284343,0.1789111737744,0.620361641957323
"NET","7-8.9y",0.0270509219342299,0.532693461307738,0.177579723613591,0.571574573974094
"NET","9-10.9y",0.0103305636509148,0.413117376524695,0.122029718911766,0.603786934920708
"NET","11-13.9y",0.0205821175245996,0.577884423115377,0.158415794627998,0.722910973360883
"CB1","Full",0.143307089172833,0.0127974405118976,0.383738169551993,0.0405252282876758
"CB1","7-8.9y",0.201740156764815,0.00539892021595681,0.45323147899712,0.0205158968206359
"CB1","9-10.9y",0.0354973883487314,0.0753849230153969,0.199855199694228,0.179039192161568
"CB1","11-13.9y",0.0666361340110148,0.0803839232153569,0.266340665282856,0.190911817636473
"H3","Full",0.0991560097491401,0.147570485902819,0.3214146302565,0.254894475650324
"H3","7-8.9y",0.15646424251582,0.109178164367127,0.400439139034942,0.20743851229754
"H3","9-10.9y",0.0115205234109531,0.355928814237153,0.12679009571805,0.563553955875492
"H3","11-13.9y",0.0137095416634923,0.628274345130974,0.135109803430452,0.722910973360883
"MOR","Full",0.228998071627576,0.0013997200559888,0.482235498388277,0.00949810037992401
"MOR","7-8.9y",0.316377490559601,0.0001999600079984,0.565267922939634,0.00126641338398987
"MOR","9-10.9y",0.075314917174999,0.0245950809838032,0.282092429453251,0.115876824635073
"MOR","11-13.9y",0.101538226136888,0.0631873625274945,0.325082455655434,0.171508555431771
