"","xcoef_std_m1","xcoef_std_m2","xcoef_std_m3","xloading_m1","xloading_m2","xloading_m3"
"SFG_L_7_1",-0.0914871995423337,-0.0146238791127685,-0.0324799612596168,-0.506236455692276,-0.506988131800015,-0.301076057000041
"SFG_R_7_1",-0.0897171092423761,-0.0381880339853698,-0.0401721022843862,-0.486543811638011,-0.54450993302089,-0.300137848755837
"SFG_L_7_2",-0.0988934494218842,-0.0277695122249561,-0.0206974720279627,-0.513031625294886,-0.521937495784623,-0.290740243171814
"SFG_R_7_2",-0.069547358537263,-0.0143161803945379,-0.0236302412218302,-0.501099951902861,-0.514014887184352,-0.305947670812832
"SFG_L_7_3",-0.0222709561672363,-0.0148509345462879,-0.0480127366178455,-0.401448209195574,-0.522738213159904,-0.336819060976188
"SFG_R_7_3",-0.0630939230513421,-0.00486812809423,-0.0765195588543695,-0.452464908005578,-0.504239257919196,-0.360229553782659
"SFG_L_7_4",-0.0835195823702954,-0.041602461602949,-0.0121627006841189,-0.509941995931485,-0.54043150707387,-0.259204274220226
"SFG_R_7_4",-0.0669257719732387,-0.0504199741666093,-0.00978363824588639,-0.475093835154451,-0.548993391073183,-0.245042926863189
"SFG_L_7_5",-0.11112448848463,-0.0543678468719309,-0.0165510413909215,-0.508913961660786,-0.574947675250765,-0.239436711016316
"SFG_R_7_5",-0.0864568107205372,-0.0615713107090933,-0.0141933438398759,-0.484367207851133,-0.584101656336851,-0.233143277480091
"SFG_L_7_6",-0.0973806920156325,0.0249059912300852,-0.0946336557220652,-0.468555824455572,-0.434870998438332,-0.361717377754303
"SFG_R_7_6",-0.115664755745389,0.029673439664083,-0.145922566833456,-0.458685782575105,-0.44508949035888,-0.381786307653586
"SFG_L_7_7",-0.0237520971103376,-0.00881740126277506,-0.166236372435653,-0.318735550869197,-0.442979915394378,-0.382994000001693
"SFG_R_7_7",0.00823838857341341,-0.0348394466715647,-0.137429797992082,-0.292175296831429,-0.468779392285017,-0.385857153869873
"MFG_L_7_1",-0.0873267518818527,0.00915199964725781,-0.0742675688904774,-0.460247676076549,-0.463463380519812,-0.349067275674361
"MFG_R_7_1",-0.123694936887245,0.0259569643182625,-0.0990790158570546,-0.497052168440226,-0.453312960391348,-0.370464105312445
"MFG_L_7_2",-0.090103074819936,-0.0548481591738738,-0.0584065286015428,-0.478895189791115,-0.544614908239911,-0.348922670911716
"MFG_R_7_2",-0.0606388806737485,-0.0444586661169321,-0.0440552181280505,-0.470115971604015,-0.543576222408871,-0.341541597739607
"MFG_L_7_3",0.00485918918494572,-0.00847361770049243,-0.076330584877834,-0.343609240963084,-0.472773506084986,-0.386896805146853
"MFG_R_7_3",-0.0845523701196259,-0.0040398043787449,-0.111103472395907,-0.435658638501154,-0.486084519458636,-0.399503677190078
"MFG_L_7_4",-0.0442474014528656,-0.0217403380770505,-0.124277463591721,-0.417786772613328,-0.5157346563538,-0.404141471420078
"MFG_R_7_4",-0.0891684477759385,-0.0165144694721233,-0.137061245442015,-0.453388428396307,-0.525876822854443,-0.415953002845481
"MFG_L_7_5",-0.146283019218807,-0.0384537123891786,-0.0120504048124778,-0.534926467244372,-0.515157190805031,-0.287000006059187
"MFG_R_7_5",-0.0736136400531973,-0.0300896724656707,-0.057396478750207,-0.461340451199346,-0.521990154468252,-0.337958953055074
"MFG_L_7_6",-0.0963071785200483,-0.0539271564851504,-0.00860956073567105,-0.515411695094256,-0.545795481952899,-0.277731737631984
"MFG_R_7_6",-0.0774691347549972,-0.0583042634511076,0.00514411484034973,-0.498885301413506,-0.56224380151517,-0.251662194549767
"MFG_L_7_7",0.0511828221148277,-0.112558771612519,0.0159673236353921,-0.223821040785411,-0.586424786544876,-0.259393285123847
"MFG_R_7_7",0.0247130996782723,-0.183987211373636,0.0183104003386468,-0.249645628520939,-0.625573146094494,-0.273257132989973
"IFG_L_6_1",-0.00251983291957724,-0.032649925885662,-0.0480970249828964,-0.372393071366581,-0.55605569685477,-0.384643993112677
