"","xcoef_std_m1","xcoef_std_m2","xcoef_std_m3","xloading_m1","xloading_m2","xloading_m3"
"SFG_L_7_1",-0.0978401995166488,-0.0504770241869499,0.0119850104515247,-0.557212727943575,-0.572368478631407,-0.200859458208944
"SFG_R_7_1",-0.0988202728674263,-0.0794906227072483,0.0142862324844695,-0.540471612643953,-0.607003414521521,-0.199425795833376
"SFG_L_7_2",-0.104614788671607,-0.048786529389045,-0.00594719957132384,-0.559964915124704,-0.547698186114104,-0.232414224069043
"SFG_R_7_2",-0.0743627566429956,-0.0401813197088832,-0.00780633737786555,-0.548440794986762,-0.551916360356705,-0.239500447997211
"SFG_L_7_3",-0.0269969963632337,-0.0518744091363387,-0.0882995363073973,-0.448729243124763,-0.57369093183777,-0.366810632938933
"SFG_R_7_3",-0.0689174324415066,-0.0599975734900458,-0.10077389993854,-0.499095623254951,-0.563224244563409,-0.353331613485426
"SFG_L_7_4",-0.0894228774113273,-0.0509885831260377,0.0432353174946981,-0.560442320582339,-0.567922422553093,-0.131866863488691
"SFG_R_7_4",-0.0736861497525349,-0.0600794798259733,0.0525429476825949,-0.525672708510986,-0.569711142953847,-0.1136668373647
"SFG_L_7_5",-0.119963078696215,-0.0748401528508498,0.0554723730310085,-0.56684912352153,-0.628161362021234,-0.107755932802219
"SFG_R_7_5",-0.0954284381514528,-0.0783625918736081,0.0692213610101635,-0.541594924700898,-0.624967250047677,-0.0850216294958116
"SFG_L_7_6",-0.105897714712916,-0.0665203073119324,-0.029706433193921,-0.516835129173133,-0.545587725553614,-0.255342527809356
"SFG_R_7_6",-0.126067174718272,-0.0874031469329739,-0.040858246758473,-0.506752444775186,-0.551922887140386,-0.260737205833502
"SFG_L_7_7",-0.032418582848786,-0.110353619851202,-0.262969703106095,-0.362275631528168,-0.536122581083113,-0.408496638153327
"SFG_R_7_7",0.00196527548742416,-0.0938573257852269,-0.191111283195763,-0.33475080666449,-0.538173992861265,-0.383732518537862
"MFG_L_7_1",-0.0861905911881419,-0.00603209411849071,-0.14764560075596,-0.496059309321871,-0.468423510146478,-0.344455875311907
"MFG_R_7_1",-0.125736587660698,-0.0229865633253877,-0.102088068950092,-0.536002856117873,-0.487375570893014,-0.310625772475889
"MFG_L_7_2",-0.0952512807185908,-0.0524187401619463,0.129478458332763,-0.525866378010359,-0.558124785406278,-0.0751190972632128
"MFG_R_7_2",-0.0644689336670258,-0.0404322349672707,0.100430690149016,-0.516540272726716,-0.552532500392574,-0.0672501094884587
"MFG_L_7_3",0.00752102091096231,-0.0109768561681243,-0.21793849981719,-0.37709898456763,-0.475529210705613,-0.460010550262236
"MFG_R_7_3",-0.0825854743594939,-0.0174281821906341,-0.249462678390051,-0.471401123016334,-0.491557443059024,-0.436410963702111
"MFG_L_7_4",-0.0417111170687968,-0.0162061664556446,-0.125755789950478,-0.455833518127746,-0.512121458417655,-0.311065525638643
"MFG_R_7_4",-0.0882131736065692,-0.0262345798745203,-0.136569974869325,-0.494138991937932,-0.535757803303889,-0.32252927123669
"MFG_L_7_5",-0.149520908651616,-0.0250537028911342,0.0729752106789048,-0.577000771475279,-0.50305516902307,-0.147863524069512
"MFG_R_7_5",-0.0780029417567891,-0.0460988183168716,0.0242829049624814,-0.50593037857429,-0.539099153737633,-0.181364308213712
"MFG_L_7_6",-0.100240980214355,-0.0351061655146265,0.112139785759458,-0.561350006805011,-0.53433918914286,-0.0465251415912289
"MFG_R_7_6",-0.0811696797421465,-0.0346265622407369,0.0941468505226499,-0.544827996001822,-0.537498949632669,-0.0692058926736065
"MFG_L_7_7",0.0557994297525076,-0.014318629046667,-0.170381100408701,-0.259756616298856,-0.508760647315292,-0.360975991547455
"MFG_R_7_7",0.0278607420265189,-0.0500778316386351,-0.228693994841719,-0.287601478695386,-0.538028206594296,-0.3739744762413
"IFG_L_6_1",-0.00479619486643167,-0.0323423914992262,0.0540538873247134,-0.419657487789997,-0.576255969641838,-0.0674461185340692
"IFG_R_6_1",-0.0233004446008983,-0.031645541161424,0.052341889860031,-0.464341183289003,-0.575418587243686,-0.0791244995006533
"IFG_L_6_2",0.000334977356218847,-0.0172147898127144,-0.0331214081271867,-0.401519002732434,-0.522235286424813,-0.254066861569327
"IFG_R_6_2",-0.0184585998006889,-0.0162201413553562,-0.0340138124062466,-0.438863547892786,-0.534687365523321,-0.256481737164945
"IFG_L_6_3",0.0222269051014516,-0.0424421010042137,0.00382386269984077,-0.305441526411573,-0.581436936419565,-0.145065969587317
"IFG_R_6_3",-0.00513508817584684,-0.0548676653118428,0.0148600389718547,-0.367356059817375,-0.6191601057532,-0.116511144090893
"IFG_L_6_4",0.0126635802200048,-0.012166139377147,-0.0641928133605729,-0.32651592582848,-0.49868089241903,-0.290576217875453
"IFG_R_6_4",-0.0189025950800473,-0.0247548208838368,-0.0543005483365002,-0.380689232443851,-0.54078546533783,-0.244049242698833
"IFG_L_6_5",0.00868825675600121,-0.0544786147863745,-0.0211578022982858,-0.366090470115406,-0.628365688316251,-0.210201355492751
"IFG_R_6_5",-0.0182311719111773,-0.0771447286647156,-0.0263495953453966,-0.406050125161426,-0.655152075750112,-0.197897909878294
"IFG_L_6_6",0.0284823381778549,-0.0529256520293431,0.0154904530301274,-0.275696530796816,-0.6437826980293,-0.107157360476629
"IFG_R_6_6",0.0232369400775234,-0.0483263467730062,0.0227821952686684,-0.297300351915626,-0.648201140019651,-0.0951430240338577
"OrG_L_6_1",0.0552061372044786,-0.0875012707119562,-0.000447109036496639,-0.149580268338955,-0.645934773738324,-0.149223847540244
"OrG_R_6_1",0.0410927921897017,-0.142885979132743,0.0358389672426477,-0.198843876372983,-0.704821739079909,-0.111739093474149
"OrG_L_6_2",0.0032448563334597,-0.0334504749876022,-0.0568379725531985,-0.345996599721986,-0.55857931174905,-0.253609841481542
"OrG_R_6_2",-0.0295984448984371,-0.0266845526617259,-0.0702385805403186,-0.391386453956528,-0.549946004400995,-0.273215246473877
"OrG_L_6_3",0.00439508569076775,-0.0719078480040804,-0.0627988529436047,-0.313245110212962,-0.596821782814678,-0.223963230195998
"OrG_R_6_3",-0.0499844815321223,-0.128852941249207,-0.0983664848102523,-0.333430521664413,-0.649953704598416,-0.225687177523813
"OrG_L_6_4",0.081461475650923,-0.107739380542769,0.0528718214274188,-0.0696149300385013,-0.588623346388129,-0.0479567197086379
"OrG_R_6_4",0.107206120351401,-0.113764074390718,0.0599834752848889,-0.0852291271969042,-0.585359190758619,-0.0721751750466692
"OrG_L_6_5",0.0516991607061319,-0.207499411109646,-0.0028163098043824,-0.200506005515539,-0.705385050828621,-0.143538810809472
"OrG_R_6_5",0.0474762995649132,-0.169686159605312,-0.0111269983461095,-0.146018544680208,-0.687245245173905,-0.126153121573172
"OrG_L_6_6",0.000484041808478779,-0.0359942566101672,-0.052773056328897,-0.363821213401319,-0.581647970070339,-0.250649763929494
"OrG_R_6_6",-0.0341054049624421,-0.0396495313445413,-0.0492408263355577,-0.420672901588098,-0.599766561552555,-0.237184403780996
"PrG_L_6_1",-0.0496304977248237,-0.0668647711742638,0.134747497312526,-0.467470761553352,-0.627577124792696,-0.0506211053132012
"PrG_R_6_1",0.0087416477726311,-0.0664216671056129,0.0732271968183818,-0.382781272339724,-0.66834821898233,-0.0553813573886169
"PrG_L_6_2",-0.128176560368279,-0.0284606691286633,0.115131001994204,-0.592754948701299,-0.54460159795009,-0.0482853237456411
"PrG_R_6_2",-0.137221954670114,-0.0671396764560968,0.15357544728634,-0.561382148015749,-0.586970149689372,-0.0504538937125604
"PrG_L_6_3",-0.0909223954216742,-0.0530207000437005,0.0615196641581594,-0.515005723047349,-0.609714647421148,-0.083343676069604
"PrG_R_6_3",-0.0841662672700777,-0.04911499128872,0.0692734019217152,-0.532015107962126,-0.608837665415686,-0.076226214651704
"PrG_L_6_4",-0.0586629612126782,-0.0139916988954594,0.0354251302695246,-0.54082924787793,-0.49467801003473,-0.0321214991132509
"PrG_R_6_4",-0.075433522857433,-0.046197066722477,0.0554790471956233,-0.521008173486414,-0.602074697064484,-0.023212065015388
"PrG_L_6_5",0.0543095364469543,-0.0776041695293574,0.00457178182179038,-0.219189441883781,-0.699078358786561,-0.143768335386475
"PrG_R_6_5",0.0458092711026374,-0.0708147913072553,0.0140370677635817,-0.245446480945098,-0.694073802255662,-0.119350572421276
"PrG_L_6_6",-0.00275628938980148,-0.0831139996263325,0.141620444979874,-0.422342847424407,-0.617545564026825,-0.0526879807088608
"PrG_R_6_6",0.0212200434088232,-0.077934209440675,0.10805834044265,-0.393880781297107,-0.620151466995625,-0.0715381859629094
"PCL_L_2_1",-0.0481938185594445,-0.0461784072917144,0.00562628462842269,-0.470534354457557,-0.683469555315708,-0.119424096971992
"PCL_R_2_1",-0.0336056914058668,-0.0749143485360106,0.011686414398758,-0.403629772397649,-0.752690051825641,-0.0906576217312624
"PCL_L_2_2",-0.0899088053691432,-0.0700433797042168,0.0510442771351462,-0.505157569994465,-0.65990404223023,-0.044492257177167
"PCL_R_2_2",-0.100457357937031,-0.0974195509037669,0.0697951060792921,-0.488622942552271,-0.680502062528867,-0.0307747098799588
"STG_L_6_1",-0.000440782235912524,-0.0326488181950277,-0.0641675836333706,-0.381257941225453,-0.425303018559841,-0.258494396070631
"STG_R_6_1",-0.0182572599760656,-0.0422378659139497,-0.0650117730240341,-0.406996638374815,-0.449483537472547,-0.256740460823118
"STG_L_6_2",0.0346995127683628,-0.0657025391736965,-0.0448529153327485,-0.238404829830215,-0.663877310814655,-0.2608746851369
"STG_R_6_2",0.0460786606677656,-0.0604179557375786,-0.0359699259585258,-0.184131440102152,-0.702005521728525,-0.257859859906279
"STG_L_6_3",0.093699595177041,-0.126050710178369,-0.0774896686817584,-0.199350475256163,-0.721097462675146,-0.256836928592013
"STG_R_6_3",0.0814244993850841,-0.129130667568643,-0.0632071786582245,-0.238343974939882,-0.723330530959739,-0.238105682401501
"STG_L_6_4",-0.0253103161464125,-0.0285569752126787,-0.0330700663873287,-0.39699230506929,-0.589275012176256,-0.243992108832789
"STG_R_6_4",-0.0020231528681852,-0.0565438043233516,-0.0321880535056135,-0.353869436974227,-0.650513668820054,-0.22498454540113
"STG_L_6_5",-0.0261143176596271,-0.0378591024173596,-0.0339556518256539,-0.427342937582239,-0.493471210795371,-0.230353517831614
"STG_R_6_5",-0.0464356244082452,-0.0664480690416012,-0.0321881268592424,-0.452390690637649,-0.531565268917625,-0.208733324279621
"STG_L_6_6",-0.00650848120721446,-0.0262626775870571,-0.0705801844422443,-0.383165776046018,-0.537385477211089,-0.296559128153772
"STG_R_6_6",0.00687125832766499,-0.0286079724780243,-0.0171543348148767,-0.341025265651901,-0.645820152030659,-0.244345670141626
"MTG_L_4_1",-0.0346628063169829,0.00396152066812788,-0.0552636906089881,-0.448674686684339,-0.528092965905547,-0.314676164733358
"MTG_R_4_1",-0.028505266021026,-0.0212629343973567,-0.0526430455404372,-0.413220521487111,-0.595452710920984,-0.272445298035241
"MTG_L_4_2",-0.0646219841959164,0.00493493675401899,-0.101362355397364,-0.496992979897389,-0.434967665202389,-0.325315140986494
"MTG_R_4_2",-0.103345094898784,-0.0282244651406626,-0.128883885639672,-0.516871136075533,-0.459500117741058,-0.308358754348178
"MTG_L_4_3",-0.0611298670123093,0.0274184297332244,-0.0330808282714741,-0.455997873303205,-0.455637465001956,-0.238392826929294
"MTG_R_4_3",-0.0252338428795313,0.00550379284315743,-0.0349022194530815,-0.394219463968441,-0.51727296507199,-0.237177890109221
"MTG_L_4_4",-0.0268324209519519,0.000958221938019194,-0.10571757159145,-0.395289368269754,-0.527126590242509,-0.334640514808566
"MTG_R_4_4",-0.00373401595441847,-0.0829497840785923,-0.127893756695208,-0.37691653864766,-0.618607956217179,-0.292151491554183
"ITG_L_7_1",-0.0040378261771344,-0.0145632327621086,-0.03013013466979,-0.365664121046433,-0.583523125647505,-0.289790641092872
"ITG_R_7_1",-0.00790212964768707,-0.0111553154910634,-0.0168677350139482,-0.429020753458691,-0.522115630396019,-0.275032706401355
"ITG_L_7_2",-0.0143725208392035,0.000582582206586609,-0.00210129436647976,-0.391265232856112,-0.484754823594963,-0.168716286027428
"ITG_R_7_2",-0.00471867147461945,0.006997962418168,0.000425667637076678,-0.353608791467407,-0.446706844787025,-0.17055096708919
"ITG_L_7_3",-0.0369340803498591,8.80822392884003e-05,-0.0813873685003004,-0.474556730500186,-0.41030084107574,-0.34533389509539
"ITG_R_7_3",-0.0329638183542563,-0.0185091813989287,-0.0623584043647654,-0.474230233885839,-0.436107759587769,-0.315943264734132
"ITG_L_7_4",-0.0323387557620538,0.00804890866656127,-0.0739297119176988,-0.467937485568429,-0.451097357882096,-0.378851401880689
"ITG_R_7_4",-0.0446936270850151,-0.0177229325601039,-0.0588751658846796,-0.489156576269229,-0.484154435462472,-0.305664943363855
"ITG_L_7_5",-0.0339420358674234,0.0116051557852067,-0.0210117314504216,-0.436166109706396,-0.477628513874594,-0.221202756867699
"ITG_R_7_5",-0.00683972253732305,0.00221100516414054,-0.0156430642462409,-0.379507034185789,-0.491449383390931,-0.217960923826182
"ITG_L_7_6",-0.0230007415196131,0.00184003744155564,-0.042151359111088,-0.368764668238408,-0.513420439419175,-0.254754961862059
"ITG_R_7_6",-0.00479998259747426,-0.00845357680118432,-0.0138391441647969,-0.321096546807373,-0.5425809785963,-0.20350505121423
"ITG_L_7_7",-0.0283075163104279,-0.00571316888214683,-0.0714430625055339,-0.386489911720481,-0.533566186008043,-0.305446323181861
"ITG_R_7_7",0.00553415088167415,-0.0404391607206954,-0.00527659576852167,-0.287417728430728,-0.603076449247505,-0.16787454988355
"FuG_L_3_1",-0.0108328428749529,-0.0860026914037535,-0.12749527774271,-0.406327348437768,-0.604061667691447,-0.31695221107171
"FuG_R_3_1",-0.0266086178827436,-0.132155286982689,-0.0854636345590163,-0.411414148839871,-0.619040578107467,-0.253276398954915
"FuG_L_3_2",-0.0479989219503506,-0.0652645017802671,0.017563884792573,-0.415866824137091,-0.624324241605312,-0.130259624146777
"FuG_R_3_2",-0.0368662879476389,-0.0291971022562989,0.00301741639030079,-0.380084708749749,-0.576944503241579,-0.143363537434193
"FuG_L_3_3",-0.0139463123640635,-0.0396499815214639,0.0333228891945217,-0.339690966599552,-0.569504583289061,-0.121309953131823
"FuG_R_3_3",0.0293047252426381,-0.0349730189929532,0.0644149747679143,-0.296629578262324,-0.576126971092474,-0.105014016640485
"PhG_L_6_1",0.00251550045051608,-0.0113577507020127,-0.0160561016744656,-0.350700309239147,-0.517040382166511,-0.287048006371323
"PhG_R_6_1",0.000812993743791182,-0.015521219451432,-0.00473745715042664,-0.335765415842802,-0.543344253029199,-0.191942520217313
"PhG_L_6_2",-0.000906244045507162,-0.0194437547564587,0.00504179998878541,-0.231254738433139,-0.629429283620283,-0.0751447669333327
"PhG_R_6_2",0.00456112509396581,-0.023285271166374,0.007623090792126,-0.183840659741907,-0.619304462607801,-0.0603360684327836
"PhG_L_6_3",0.00569263314591096,-0.0235923293064943,0.000588939339996714,-0.184372691001861,-0.686974999309354,-0.104448740999262
"PhG_R_6_3",0.00848589309248649,-0.0194204382295332,0.00611404121116732,-0.120963960068269,-0.638935560236274,-0.0469004959587257
"PhG_L_6_4",-0.00634250970528482,-0.0148917271310078,0.00128784254258675,-0.351801221611132,-0.569053619713228,-0.145514690221526
"PhG_R_6_4",-0.00467299887801957,-0.0101535884163619,0.00328840533746974,-0.335926882113294,-0.518675851207828,-0.114596479955199
"PhG_L_6_5",0.0042154852352173,-0.00456959325174288,-0.00662587924553982,-0.305689825969711,-0.461021287155657,-0.257454893297238
"PhG_R_6_5",-0.00637590338614749,-0.0133686289161811,-0.00275447193377789,-0.398444353681535,-0.48371442162095,-0.183537233628743
"PhG_L_6_6",-0.0077164209691551,-0.0131727768018025,0.000384619628532155,-0.385356585701518,-0.631644672408644,-0.14312402829902
"PhG_R_6_6",-0.00151424519861585,-0.0225579320308805,0.00741472000538309,-0.262222488301914,-0.65749220977976,-0.0721282298825342
"pSTS_L_2_1",-0.00603985494360596,-0.0097440225129577,-0.0160803539827523,-0.330814252365282,-0.523527121229425,-0.220099679200313
"pSTS_R_2_1",0.0200185545996517,-0.0214178995195309,-0.0104416175542489,-0.26036322941007,-0.553359081091953,-0.207118573436013
"pSTS_L_2_2",-0.0136807860879948,0.0019905823342295,-0.0125077131693438,-0.370408833660602,-0.477163557996984,-0.224636225982724
"pSTS_R_2_2",0.00665481345686144,-0.0127826835909059,-0.00890695819018482,-0.30805021891353,-0.563402554264474,-0.223148382952906
"SPL_L_5_1",-0.0726752168785967,-0.00868565443852285,-0.0240415129721764,-0.531496275858254,-0.532520724153305,-0.22534118896666
"SPL_R_5_1",-0.105418963498528,-0.0190132839949171,-0.0220033790566879,-0.534460213798544,-0.549129453006482,-0.204025705193075
"SPL_L_5_2",-0.0560504976017722,-0.016920772859909,-0.033541924590181,-0.466706150675009,-0.539912188269545,-0.237778613429789
"SPL_R_5_2",-0.0825850661942311,-0.00594272494368568,-0.050739640897657,-0.51120856560255,-0.524399837261525,-0.263183283045062
"SPL_L_5_3",-0.0475520095827442,-0.00558985660584106,-0.0196683812767462,-0.428011226359806,-0.506508615707608,-0.20983863878677
"SPL_R_5_3",-0.0387518986218807,-0.0205869831509191,-0.00755480624762247,-0.432050286562208,-0.555122544615684,-0.184670931374281
"SPL_L_5_4",-0.090962818376499,-0.0147195863566454,-0.0125039364854873,-0.545938902942247,-0.565668662063489,-0.190263523199704
"SPL_R_5_4",-0.0796257790054884,-0.0314905095615701,-0.00546284719996878,-0.522851878330813,-0.600271032203906,-0.170030270868666
"SPL_L_5_5",-0.0344289162365765,-0.00879919639895273,-0.0325201291148391,-0.431798450727383,-0.53545192655894,-0.251758747804521
"SPL_R_5_5",-0.0384077872959949,-0.0187979876893648,-0.039265278354887,-0.421783574296202,-0.547101805249101,-0.256176797740026
