2.786636420407515757e+01,7.179674138258846927e-01,5.848495808834528731e+01,2.035945878268828668e+00,4.460260621748873833e-01,3.821601160851030965e+00,1.047333446442704208e+01,1.322880257076469501e+00,1.259056625458543621e+01,-4.290355630061077896e-01,2.532068780474188330e+01,7.460639073268721404e+02,2.417544813915691648e+01,3.689875531626109595e+00,4.319384438580292640e-01,2.806994446121284170e+01,4.130473545878695502e-02,6.334005743908798003e+00,-6.876067828266073378e-02
2.628680143093350807e+01,6.502816942558934388e-01,5.507244611397767642e+01,1.966426989040778839e+00,4.321945725707073693e-01,3.852501545794964510e+00,1.091092692421894839e+01,1.293700268084978511e+00,1.199182214634444676e+01,-4.383890896736016285e-01,2.471063020094385720e+01,7.266503126124880509e+02,2.179073874124179255e+01,3.477565840342306647e+00,2.637159594210897184e-01,2.776254848846155454e+01,4.208556876842588917e-02,6.681935802125885893e+00,-6.779501134691499897e-02
2.642452307718797044e+01,5.880386421748127201e-01,5.817803510215470197e+01,2.085816451698628615e+00,4.402038673824058557e-01,3.182031177223250129e+00,1.077991338338715188e+01,1.283729064770149586e+00,1.047446797718530576e+01,-4.959480598188408806e-01,2.375827480137132852e+01,7.101303203044834618e+02,1.864588142111650981e+01,3.216528581942061038e+00,-1.320292048174396271e-01,2.656266552158664851e+01,-4.262170172206217189e-03,6.624050132585027839e+00,-1.019420167104322789e-01
2.717342524423875005e+01,7.798617120384396806e-01,5.569385671085388623e+01,1.950830771624379123e+00,4.178239787302222563e-01,2.949880113241140744e+00,1.087762593680065137e+01,1.301515633066897548e+00,1.216717299170278288e+01,-5.011735333557444383e-01,2.456506663355333941e+01,7.013067703838496527e+02,1.967591427107732471e+01,3.671694387690580097e+00,1.012088172463113805e-01,2.822121316309573302e+01,-2.104035666824297449e-02,6.409660665123171341e+00,-1.092443989314604152e-01
2.942464286580453958e+01,5.680161908699106199e-01,5.637346295532750418e+01,2.121399279444002861e+00,4.319803866961480221e-01,3.451460869697712486e+00,1.053265036097199570e+01,1.370972900757009283e+00,9.665596950319269354e+00,-4.346988458797335642e-01,2.171413562948053411e+01,6.650054431516232398e+02,1.981669250069205290e+01,3.692115673699329914e+00,-7.447626606827514872e-02,2.668236490370790293e+01,-3.097810653159201177e-02,5.967801353064799308e+00,-1.143260542230365162e-01
2.989615146132467771e+01,5.177790116596245884e-01,5.675376977912556242e+01,2.073630864154272224e+00,3.701589126533927354e-01,3.208291836425658072e+00,1.056622147243836807e+01,1.331370493743560424e+00,1.087101993382144371e+01,-4.610114847304449537e-01,2.245016784378976382e+01,6.612681987270452737e+02,1.880461783149571175e+01,3.633436897040000169e+00,7.631662847039309694e-02,2.782215283663280303e+01,-5.979313393863398135e-02,5.897874694134172202e+00,-1.223923546274643392e-01
2.491478320627167520e+01,3.080599274877194316e-01,5.012813874854415985e+01,1.793599154421540609e+00,3.621851474036584251e-01,3.221054400479207214e+00,1.051513858593028594e+01,1.238568194025421842e+00,9.262128645055687670e+00,-5.643601950542307399e-01,2.208215121707400641e+01,7.008703385985030536e+02,1.815249684545564435e+01,3.031061840677483410e+00,-2.382892887579157737e-01,2.450816873164306386e+01,3.700616482517107841e-02,6.276197632713367724e+00,-9.024040232797087002e-02
2.504376629516527331e+01,4.320511474705792665e-01,5.100534262850604961e+01,1.837817091038491002e+00,3.923872863322093729e-01,3.184121835320988581e+00,1.070451155646019714e+01,1.257089163591883274e+00,1.081135720140997769e+01,-5.366553784764001023e-01,2.266086110201748838e+01,6.736519088978761829e+02,1.922954671749149469e+01,3.376369482871279804e+00,-3.142167939559986078e-01,2.534114024107267227e+01,1.677919411756729692e-02,5.972599156211158444e+00,-1.137600405371241991e-01
2.596361517976155397e+01,3.341747308249054527e-01,5.010960305649598467e+01,1.815141653022912749e+00,3.605935780336407270e-01,4.730983856631842066e+00,1.033775480315678941e+01,1.308286591302750823e+00,1.248696389585122546e+01,-5.280815109018708320e-01,2.641163213804819776e+01,7.231218259043110947e+02,2.218717566533579344e+01,3.542447160074295720e+00,2.630503934600027516e-01,2.661997943031998304e+01,1.477400104788683666e-01,6.431677479428014266e+00,-1.499282681042647669e-02
2.474491147163494986e+01,2.313197511047704602e-01,4.731306732177734631e+01,1.778021759680651792e+00,3.494201261244754275e-01,4.854407578652057964e+00,1.071317324779366942e+01,1.276419803239805750e+00,1.152757766195839295e+01,-5.333581524130359686e-01,2.505382970932426900e+01,6.978785574776785552e+02,2.021561802170609923e+01,3.315780165555175962e+00,-5.592363950338333917e-02,2.525080853879853393e+01,1.270868598039278374e-01,6.388781952118558038e+00,-3.695347103020776847e-02
