"ROI","GMV_structural_phenotype","NMDA"
90,0.522115630396019,6.57170478425793
91,0.484754823594963,6.30743010654652
92,0.446706844787025,5.34196452247571
93,0.41030084107574,6.3664798141158
94,0.436107759587769,6.2022229426639
95,0.451097357882096,6.57720705810897
96,0.484154435462472,6.59689784746399
97,0.477628513874594,6.31432068967732
98,0.491449383390931,6.16293812303266
99,0.513420439419175,6.50553278671256
100,0.5425809785963,5.78507081087695
101,0.533566186008043,5.89688514604982
102,0.603076449247505,5.58510611826193
103,0.604061667691447,6.58174008271942
104,0.619040578107467,6.2953035275284
105,0.624324241605312,6.84816662387953
106,0.576944503241579,6.67926949481623
107,0.569504583289061,6.78016966234663
108,0.576126971092474,6.6326384995715
109,0.517040382166511,5.89812790283314
110,0.543344253029199,6.19278791848807
111,0.629429283620283,4.74771635242502
112,0.619304462607801,5.18542420319724
113,0.686974999309354,6.31424114804879
114,0.638935560236274,6.43793952572459
115,0.569053619713228,4.05440120426527
116,0.518675851207828,4.74711820172803
117,0.461021287155657,5.87078455343734
118,0.48371442162095,5.57604911974553
119,0.631644672408644,5.6935121527663
120,0.65749220977976,5.85773962488386
121,0.523527121229425,7.31206594848163
122,0.553359081091953,7.32478891485492
123,0.477163557996984,7.20061188594252
124,0.563402554264474,7.07668571816933
125,0.532520724153305,6.3750345262307
126,0.549129453006482,6.02337161592563
127,0.539912188269545,6.21501103233389
128,0.524399837261525,5.9083394311765
129,0.506508615707608,6.46143435332536
130,0.555122544615684,6.11859769900602
131,0.565668662063489,6.36201232196665
132,0.600271032203906,5.99376739743433
133,0.53545192655894,6.57276598743075
134,0.547101805249101,6.33143653114921
135,0.485048775029583,5.78238764755897
136,0.488066062023964,5.69539348405776
137,0.404863377749078,6.53512091636996
138,0.449992331361391,6.25167742622979
139,0.465002601707415,6.3750306670115
140,0.49966369625594,6.39253368977396
141,0.43958029999963,5.65282875854815
142,0.486161381634129,5.3498575484844
143,0.451145256534695,6.56264788523068
144,0.490049643993407,6.38734277552143
145,0.671644807978807,6.60119794850838
146,0.667106094508542,6.46426084174151
147,0.638672345247785,6.38226881506139
148,0.623085899931003,6.55698457866386
149,0.691797946360829,6.85594796162516
150,0.726240066078751,6.48102767689376
151,0.687809438858168,7.49189630101321
152,0.707928782278473,7.14394375477373
153,0.724151497297737,7.55854400453679
154,0.724436175553746,7.22290173818779
155,0.61191953306098,6.30035876916041
156,0.637328699530764,5.9945465611831
157,0.737420998968237,6.12307303574108
158,0.742062588150165,6.13693638056907
159,0.527677123784161,6.17497035714132
160,0.612249005776475,5.97882076340086
161,0.592162358771097,6.00985974917567
162,0.611238721254412,5.97159168795598
163,0.740304614482304,7.07800112963362
164,0.729796562176888,7.15240943977746
165,0.675944703343638,6.88277210621807
166,0.656103052129322,7.0631741604778
167,0.632794076975136,7.38095502351757
168,0.668729420194402,7.42104779641539
169,0.68018924917093,6.98113961322057
170,0.673227908702153,6.85044509764993
171,0.737835910388962,7.24505000292768
172,0.740811097870579,7.21893825063155
173,0.706622159438221,7.31799600812849
174,0.703548337565444,7.33063932149286
175,0.712332280604703,7.05779298662244
176,0.713585277208212,7.08845264330486
177,0.639204774983876,5.52543804084392
178,0.702923244596298,5.77941340436561
179,0.666670758574179,6.74072223629758
180,0.665625548758572,6.49618750020021
181,0.642933586092331,6.05285507068789
182,0.64371448553934,6.05458171630837
183,0.663541505001727,6.41477904901202
184,0.67541629110889,6.65453791125113
185,0.698842100442428,6.85656783320959
186,0.717304263671736,6.81578407732349
187,0.728560899137164,6.76545292069817
188,0.694325905483303,6.95890780393036
189,0.562415849757948,6.83930980325749
190,0.353559921349051,6.72705795846263
191,0.582259670262788,7.13875130075493
192,0.581804200131377,7.21443042087159
193,0.474511280898059,6.35379062549396
194,0.417764847875261,6.69924062478726
195,0.658676204187967,7.00488760722815
196,0.611232415343571,7.12029671737862
197,0.657804081468079,6.92500986559351
198,0.680779566979005,6.87864368694289
199,0.473347419144172,5.91498370387054
200,0.344013682714874,5.75229755717849
201,0.495090448733545,6.28630605289374
202,0.460293112790753,6.03535125700449
203,0.471882209948485,5.17664175448915
204,0.299526936012102,5.09181144261714
205,0.471235245559229,6.01822869492424
206,0.369055829622363,5.94139904470227
207,0.517122459175397,5.64497936594026
208,0.505091467769744,5.59808251234811
209,0.516874309620644,6.73162611366936
210,0.487723051991224,6.52583311742698
211,0.598120597908515,5.67012007115625
212,0.5905588412344,6.06860008201329
213,0.543602864062314,6.76232586943834
214,0.569084063760893,6.26408131322819
215,0.612662083102285,6.51238341112124
216,0.603407757261888,6.421866160121
217,0.654243314470132,6.99150969784844
218,0.662972920025861,6.97887076277491
