"ROI","GMV_structural_phenotype","NMDA"
1,0.572368478631407,6.3340057439088
2,0.607003414521521,6.68193580212589
3,0.547698186114104,6.62405013258503
4,0.551916360356705,6.40966066512317
5,0.57369093183777,5.9678013530648
6,0.563224244563409,5.89787469413417
7,0.567922422553093,6.27619763271337
8,0.569711142953847,5.97259915621116
9,0.628161362021234,6.43167747942801
10,0.624967250047677,6.38878195211856
11,0.545587725553614,6.60151322055358
12,0.551922887140386,6.87882435413555
13,0.536122581083113,6.0093334464687
14,0.538173992861265,6.04668258649514
15,0.468423510146478,6.48880438426278
16,0.487375570893014,6.60930031875471
17,0.558124785406278,6.53964731618262
18,0.552532500392574,6.45987542780764
19,0.475529210705613,6.13116188447588
20,0.491557443059024,6.11439213065801
21,0.512121458417655,6.43559851679268
22,0.535757803303889,6.2168892217859
23,0.50305516902307,6.48187969608236
24,0.539099153737633,5.92578397777598
25,0.53433918914286,6.5356464672857
26,0.537498949632669,6.44371939620481
27,0.508760647315292,5.58042235279041
28,0.538028206594296,5.36427862854123
29,0.576255969641838,6.7955886316221
30,0.575418587243686,6.86138871867372
31,0.522235286424813,6.43960701741268
32,0.534687365523321,6.36167015994687
33,0.581436936419565,6.21970109402163
34,0.6191601057532,5.48057871881068
35,0.49868089241903,6.31237905610453
36,0.54078546533783,5.87992893177974
37,0.628365688316251,7.30717070457138
38,0.655152075750112,7.3256723810819
39,0.6437826980293,6.36015207093087
40,0.648201140019651,6.4280632770542
41,0.645934773738324,6.42607215461028
42,0.704821739079909,6.8568432224059
43,0.55857931174905,6.5095425968104
44,0.549946004400995,6.18540936062179
45,0.596821782814678,6.96976617870342
46,0.649953704598416,6.754890595599
47,0.588623346388129,5.92664752791084
48,0.585359190758619,5.56074139240767
49,0.705385050828621,6.49198070815198
50,0.687245245173905,6.73506296806731
51,0.581647970070339,6.72634416131585
52,0.599766561552555,6.60019601688545
53,0.627577124792696,6.48977441862597
54,0.66834821898233,5.93515938964719
55,0.54460159795009,6.52128203467282
56,0.586970149689372,6.50487479431897
57,0.609714647421148,6.3597928990998
58,0.608837665415686,6.30924600400222
59,0.49467801003473,6.10748302016422
60,0.602074697064484,5.94218129549898
61,0.699078358786561,6.63052644817138
62,0.694073802255662,6.12771769513005
63,0.617545564026825,6.50180320857678
64,0.620151466995625,6.40597198070481
65,0.683469555315708,6.30235917892844
66,0.752690051825641,6.41418950526017
67,0.65990404223023,6.43779086723156
68,0.680502062528867,6.53809697821748
69,0.425303018559841,6.40852514795367
70,0.449483537472547,6.5841537214719
71,0.663877310814655,7.16224010704455
72,0.702005521728525,7.85851002984078
73,0.721097462675146,6.91290223370051
74,0.723330530959739,6.70516069121817
75,0.589275012176256,5.74853593871906
76,0.650513668820054,5.00547125639048
77,0.493471210795371,6.35331973030693
78,0.531565268917625,6.24822883007979
79,0.537385477211089,6.36441820744118
80,0.645820152030659,6.82331743359478
81,0.528092965905547,5.69093169654409
82,0.595452710920984,5.57073051449536
83,0.434967665202389,6.29067801570962
84,0.459500117741058,6.23374228747242
85,0.455637465001956,5.50355068668195
86,0.51727296507199,5.30401520672249
87,0.527126590242509,6.9974111260659
88,0.618607956217179,6.97968947637097
89,0.583523125647505,6.54137986977931
