"ROI","GMV_structural_phenotype","NMDA"
1,0.506988131800015,6.3340057439088
2,0.54450993302089,6.68193580212589
3,0.521937495784623,6.62405013258503
4,0.514014887184352,6.40966066512317
5,0.522738213159904,5.9678013530648
6,0.504239257919196,5.89787469413417
7,0.54043150707387,6.27619763271337
8,0.548993391073183,5.97259915621116
9,0.574947675250765,6.43167747942801
10,0.584101656336851,6.38878195211856
11,0.434870998438332,6.60151322055358
12,0.44508949035888,6.87882435413555
13,0.442979915394378,6.0093334464687
14,0.468779392285017,6.04668258649514
15,0.463463380519812,6.48880438426278
16,0.453312960391348,6.60930031875471
17,0.544614908239911,6.53964731618262
18,0.543576222408871,6.45987542780764
19,0.472773506084986,6.13116188447588
20,0.486084519458636,6.11439213065801
21,0.5157346563538,6.43559851679268
22,0.525876822854443,6.2168892217859
23,0.515157190805031,6.48187969608236
24,0.521990154468252,5.92578397777598
25,0.545795481952899,6.5356464672857
26,0.56224380151517,6.44371939620481
27,0.586424786544876,5.58042235279041
28,0.625573146094494,5.36427862854123
29,0.55605569685477,6.7955886316221
30,0.564496337836939,6.86138871867372
31,0.514752242468231,6.43960701741268
32,0.51936020249349,6.36167015994687
33,0.521217054550289,6.21970109402163
34,0.558216627606231,5.48057871881068
35,0.487956050072086,6.31237905610453
36,0.531859774706499,5.87992893177974
37,0.5618475179882,7.30717070457138
38,0.576155016531639,7.3256723810819
39,0.567622363786781,6.36015207093087
40,0.598283814650198,6.4280632770542
41,0.596427703507829,6.42607215461028
42,0.611897569466792,6.8568432224059
43,0.519890142055507,6.5095425968104
44,0.541206432970384,6.18540936062179
45,0.516231040679308,6.96976617870342
46,0.559535674839525,6.754890595599
47,0.54452649857475,5.92664752791084
48,0.610933713926273,5.56074139240767
49,0.494498477547012,6.49198070815198
50,0.481256046977762,6.73506296806731
51,0.540678214034845,6.72634416131585
52,0.563889173297459,6.60019601688545
53,0.66170589799219,6.48977441862597
54,0.65797497505815,5.93515938964719
55,0.578848871131662,6.52128203467282
56,0.605335249140684,6.50487479431897
57,0.60402697556399,6.3597928990998
58,0.603727659040136,6.30924600400222
59,0.480060445379917,6.10748302016422
60,0.546702760173898,5.94218129549898
61,0.614235469799413,6.63052644817138
62,0.627765042267254,6.12771769513005
63,0.634609040363034,6.50180320857678
64,0.643769128648443,6.40597198070481
65,0.593475885306258,6.30235917892844
66,0.660496653573713,6.41418950526017
67,0.604722855099299,6.43779086723156
68,0.617276507262401,6.53809697821748
69,0.473904650533837,6.40852514795367
70,0.51349244465675,6.5841537214719
71,0.559183623317153,7.16224010704455
72,0.553975210025344,7.85851002984078
73,0.598766167282721,6.91290223370051
74,0.578501947165121,6.70516069121817
75,0.54536529660341,5.74853593871906
76,0.531727296374297,5.00547125639048
77,0.473697394774149,6.35331973030693
78,0.501079601076932,6.24822883007979
79,0.49857558348149,6.36441820744118
80,0.551565645285907,6.82331743359478
81,0.512148584068231,5.69093169654409
82,0.516245758601031,5.57073051449536
83,0.444367612570252,6.29067801570962
84,0.480420834886676,6.23374228747242
85,0.520023745193299,5.50355068668195
86,0.557109979307754,5.30401520672249
87,0.493505403062349,6.9974111260659
88,0.513753079163259,6.97968947637097
89,0.57400569676014,6.54137986977931
90,0.540052526901823,6.57170478425793
91,0.553490709428071,6.30743010654652
92,0.468849438544038,5.34196452247571
93,0.448585423753578,6.3664798141158
94,0.492933844887817,6.2022229426639
95,0.450172332666208,6.57720705810897
96,0.475602384015614,6.59689784746399
97,0.55406593165306,6.31432068967732
98,0.537938523592942,6.16293812303266
99,0.531767494848012,6.50553278671256
100,0.490406829998972,5.78507081087695
101,0.529779886057843,5.89688514604982
102,0.528734392122396,5.58510611826193
103,0.59278639550362,6.58174008271942
104,0.617718758419719,6.2953035275284
105,0.623938608456539,6.84816662387953
106,0.525070847328559,6.67926949481623
107,0.616259524964193,6.78016966234663
108,0.541033677229297,6.6326384995715
109,0.541231020095016,5.89812790283314
110,0.581039285945519,6.19278791848807
111,0.550042684646812,4.74771635242502
112,0.545980497909968,5.18542420319724
113,0.59303317967351,6.31424114804879
