"GMV_structural_phenotype","fitted_NMDA","ci_lower","ci_upper"
0.251379824244946,5.61749217511886,5.28902027710304,5.94596407313468
0.254130308211672,5.62436176807728,5.29870572398765,5.9500178121669
0.256880792178399,5.6312313610357,5.30838993432106,5.95407278775034
0.259631276145125,5.63810095399412,5.31807287547719,5.95812903251104
0.262381760111852,5.64497054695254,5.32775451368755,5.96218658021752
0.265132244078579,5.65184013991095,5.33743481399144,5.96624546583047
0.267882728045305,5.65870973286937,5.34711374018367,5.97030572555508
0.270633212012032,5.66557932582779,5.3567912547595,5.97436739689608
0.273383695978758,5.67244891878621,5.36646731885673,5.97843051871569
0.276134179945485,5.67931851174463,5.3761418921946,5.98249513129466
0.278884663912212,5.68618810470305,5.38581493300955,5.98656127639655
0.281635147878938,5.69305769766147,5.39548639798744,5.9906289973355
0.284385631845665,5.69992729061989,5.4051562421921,5.99469833904767
0.287136115812392,5.7067968835783,5.41482441898996,5.99876934816665
0.289886599779118,5.71366647653672,5.42449087997053,6.00284207310292
0.292637083745845,5.72053606949514,5.43415557486241,6.00691656412787
0.295387567712571,5.72740566245356,5.44381845144466,6.01099287346246
0.298138051679298,5.73427525541198,5.45347945545305,6.01507105537091
0.300888535646025,5.7411448483704,5.46313853048105,6.01915116625975
0.303639019612751,5.74801444132882,5.47279561787508,6.02323326478256
0.306389503579478,5.75488403428724,5.48245065662368,6.0273174119508
0.309139987546204,5.76175362724565,5.49210358324021,6.0314036712511
0.311890471512931,5.76862322020407,5.50175433163864,6.03549210876951
0.314640955479658,5.77549281316249,5.51140283300192,6.03958279332307
0.317391439446384,5.78236240612091,5.5210490156425,6.04367579659932
0.320141923413111,5.78923199907933,5.53069280485439,6.04777119330427
0.322892407379837,5.79610159203775,5.5403341227562,6.0518690613193
0.325642891346564,5.80297118499617,5.54997288812454,6.05596948186779
0.328393375313291,5.80984077795459,5.5596090162171,6.06007253969207
0.331143859280017,5.816710370913,5.56924241858463,6.06417832324138
0.333894343246744,5.82357996387142,5.57887300287113,6.06828692487172
0.33664482721347,5.83044955682984,5.58850067260127,6.07239844105841
0.339395311180197,5.83731914978826,5.59812532695425,6.07651297262227
0.342145795146924,5.84418874274668,5.60774686052296,6.0806306249704
0.34489627911365,5.8510583357051,5.61736516305752,6.08475150835267
0.347646763080377,5.85792792866352,5.62698011919191,6.08887573813512
0.350397247047104,5.86479752162194,5.63659160815248,6.09300343509139
0.35314773101383,5.87166711458035,5.64619950344703,6.09713472571368
0.355898214980557,5.87853670753877,5.65580367253283,6.10126974254472
0.358648698947283,5.88540630049719,5.6654039764622,6.10540862453218
0.36139918291401,5.89227589345561,5.67500026950372,6.1095515174075
0.364149666880737,5.89914548641403,5.6845923987373,6.11369857409076
0.366900150847463,5.90601507937245,5.69418020362106,6.11784995512383
0.36965063481419,5.91288467233087,5.70376351552784,6.1220058291339
0.372401118780916,5.91975426528929,5.7133421572488,6.12616637332978
0.375151602747643,5.9266238582477,5.72291594246177,6.13033177403364
0.37790208671437,5.93349345120612,5.73248467516132,6.13450222725092
0.380652570681096,5.94036304416454,5.74204814904757,6.13867793928152
0.383403054647823,5.94723263712296,5.75160614687041,6.14285912737551
0.38615353861455,5.95410223008138,5.7611584397256,6.14704602043716
0.388904022581276,5.9609718230398,5.77070478629872,6.15123885978088
0.391654506548003,5.96784141599822,5.78024493205288,6.15543789994355
0.394404990514729,5.97471100895664,5.78977860835544,6.15964340955784
0.397155474481456,5.98158060191505,5.79930553153887,6.16385567229124
0.399905958448183,5.98845019487347,5.80882540189041,6.16807498785654
0.402656442414909,5.99531978783189,5.81833790256443,6.17230167309936
0.405406926381636,6.00218938079031,5.82784269841152,6.1765360631691
0.408157410348362,6.00905897374873,5.83733943471719,6.18077851278027
0.410907894315089,6.01592856670715,5.84682773584293,6.18502939757136
0.413658378281816,6.02279815966557,5.85630720376172,6.18928911556942
0.416408862248542,6.02966775262399,5.86577741647924,6.19355808876873
0.419159346215269,6.0365373455824,5.87523792633191,6.1978367648329
0.421909830181995,6.04340693854082,5.88468825815158,6.20212561893007
0.424660314148722,6.05027653149924,5.89412790728658,6.20642515571191
0.427410798115449,6.05714612445766,5.90355633746789,6.21073591144743
0.430161282082175,6.06401571741608,5.91297297850863,6.21505845632353
0.432911766048902,6.0708853103745,5.92237722382425,6.21939339692475
0.435662250015629,6.07775490333292,5.93176842776064,6.2237413789052
0.438412733982355,6.08462449629134,5.94114590271632,6.22810308986635
0.441163217949082,6.09149408924976,5.95050891604505,6.23247926245446
0.443913701915808,6.09836368220817,5.95985668672453,6.23687067769182
0.446664185882535,6.10523327516659,5.96918838177731,6.24127816855588
0.449414669849262,6.11210286812501,5.97850311243009,6.24570262381994
0.452165153815988,6.11897246108343,5.98779992999847,6.25014499216839
0.454915637782715,6.12584205404185,5.9970778214857,6.254606286598
