"ROI","GMV_structural_phenotype","NMDA"
1,0.372917231700155,6.3340057439088
2,0.381571367900262,6.68193580212589
3,0.426780043812889,6.62405013258503
4,0.453508235032238,6.40966066512317
5,0.346588971275197,5.9678013530648
6,0.392418645703155,5.89787469413417
7,0.384620790727726,6.27619763271337
8,0.373379174586547,5.97259915621116
9,0.382219496356173,6.43167747942801
10,0.374584660507594,6.38878195211856
11,0.278693893462883,6.60151322055358
12,0.318291401998819,6.87882435413555
13,0.247566582894171,6.0093334464687
14,0.196861402432283,6.04668258649514
15,0.529984020707677,6.48880438426278
16,0.492828162015735,6.60930031875471
17,0.546929063065636,6.53964731618262
18,0.520187071482778,6.45987542780764
19,0.55066778259761,6.13116188447588
20,0.51217889027422,6.11439213065801
21,0.619608824783912,6.43559851679268
22,0.598862827485096,6.2168892217859
23,0.484729581862936,6.48187969608236
24,0.50486046777318,5.92578397777598
25,0.470535133184137,6.5356464672857
26,0.477714658281588,6.44371939620481
27,0.491344900352232,5.58042235279041
28,0.460587447388292,5.36427862854123
29,0.569330765867713,6.7955886316221
30,0.560790641122333,6.86138871867372
31,0.61203811756999,6.43960701741268
32,0.616184258077425,6.36167015994687
33,0.590870981126992,6.21970109402163
34,0.607983259169823,5.48057871881068
35,0.634114727921523,6.31237905610453
36,0.619263570649496,5.87992893177974
37,0.575749451352828,7.30717070457138
38,0.546161126052361,7.3256723810819
39,0.620725912231626,6.36015207093087
40,0.580939037005946,6.4280632770542
41,0.381459632430523,6.42607215461028
42,0.336905259221084,6.8568432224059
43,0.589463956966486,6.5095425968104
44,0.57422471975443,6.18540936062179
45,0.651459850875817,6.96976617870342
46,0.62882839823099,6.754890595599
47,0.379286223756018,5.92664752791084
48,0.341723402929185,5.56074139240767
49,0.612994231480786,6.49198070815198
50,0.580993763682302,6.73506296806731
51,0.609348818954291,6.72634416131585
52,0.591561044945919,6.60019601688545
53,0.535155670882248,6.48977441862597
54,0.54845523933395,5.93515938964719
55,0.475928783194974,6.52128203467282
56,0.469472615583808,6.50487479431897
57,0.42374113187403,6.3597928990998
58,0.410957108237459,6.30924600400222
59,0.255127386366637,6.10748302016422
60,0.238819617655918,5.94218129549898
61,0.551993568572608,6.63052644817138
62,0.556744839133449,6.12771769513005
63,0.563525015255914,6.50180320857678
64,0.564497382338068,6.40597198070481
65,0.371211384063522,6.30235917892844
66,0.424508510813713,6.41418950526017
67,0.345555818995955,6.43779086723156
68,0.320277694704533,6.53809697821748
69,0.30509758422751,6.40852514795367
70,0.317346695138809,6.5841537214719
71,0.542971216012973,7.16224010704455
72,0.594825775574639,7.85851002984078
73,0.592636186632218,6.91290223370051
74,0.497780749259928,6.70516069121817
75,0.523733078304851,5.74853593871906
76,0.423488391070804,5.00547125639048
77,0.38236274844882,6.35331973030693
78,0.380850562904385,6.24822883007979
79,0.415641737584466,6.36441820744118
80,0.443260113431334,6.82331743359478
81,0.400165079814267,5.69093169654409
82,0.440853209413653,5.57073051449536
83,0.302494889387551,6.29067801570962
84,0.274508044915059,6.23374228747242
85,0.429339639606035,5.50355068668195
86,0.47034324168555,5.30401520672249
87,0.394722489566528,6.9974111260659
88,0.443892494285109,6.97968947637097
89,0.39305085550673,6.54137986977931
90,0.257784927409446,6.57170478425793
91,0.383977462546151,6.30743010654652
92,0.437471426606665,5.34196452247571
93,0.277608500053794,6.3664798141158
94,0.244655698983163,6.2022229426639
95,0.281456462169026,6.57720705810897
96,0.220431575362445,6.59689784746399
97,0.431997001629889,6.31432068967732
98,0.46593861625993,6.16293812303266
99,0.367373978870012,6.50553278671256
100,0.436905455416586,5.78507081087695
101,0.319868839995465,5.89688514604982
102,0.389248385662108,5.58510611826193
103,0.413610007903255,6.58174008271942
104,0.390403075264104,6.2953035275284
105,0.607771437952721,6.84816662387953
106,0.619526490966543,6.67926949481623
107,0.535084405142661,6.78016966234663
108,0.602784799200333,6.6326384995715
109,0.289231886286434,5.89812790283314
110,0.221705180110185,6.19278791848807
111,0.357838348429825,4.74771635242502
112,0.272076332927531,5.18542420319724
113,0.556912390871911,6.31424114804879
114,0.485998555963979,6.43793952572459
115,0.278747936029901,4.05440120426527
116,0.157108250554015,4.74711820172803
117,0.330214679872741,5.87078455343734
118,0.274186088217028,5.57604911974553
119,0.550389041744227,5.6935121527663
120,0.550799778983007,5.85773962488386
121,0.485988212078034,7.31206594848163
122,0.539372942367646,7.32478891485492
123,0.483406156152681,7.20061188594252
124,0.59183525516913,7.07668571816933
125,0.345454995586439,6.3750345262307
126,0.291393989737653,6.02337161592563
127,0.327474235837934,6.21501103233389
128,0.33152734342751,5.9083394311765
129,0.47968425276107,6.46143435332536
130,0.442821050642867,6.11859769900602
131,0.314754446104481,6.36201232196665
132,0.275665469088805,5.99376739743433
133,0.445040773947566,6.57276598743075
134,0.483457914707461,6.33143653114921
135,0.307061674471628,5.78238764755897
136,0.468057198605817,5.69539348405776
137,0.406588783684559,6.53512091636996
138,0.402394030148588,6.25167742622979
139,0.401767984555355,6.3750306670115
140,0.442954867826956,6.39253368977396
141,0.445390261280216,5.65282875854815
142,0.464218746649664,5.3498575484844
143,0.530582546787985,6.56264788523068
144,0.586114461423888,6.38734277552143
145,0.510243807881618,6.60119794850838
146,0.537223431248643,6.46426084174151
147,0.524431402203278,6.38226881506139
148,0.472342764997243,6.55698457866386
149,0.481423799685842,6.85594796162516
150,0.437365445591345,6.48102767689376
151,0.507098841801937,7.49189630101321
152,0.46626717903801,7.14394375477373
153,0.620979984664607,7.55854400453679
154,0.615069058699039,7.22290173818779
155,0.491170624811085,6.30035876916041
156,0.469843392726922,5.9945465611831
157,0.51334994671569,6.12307303574108
158,0.485328838980534,6.13693638056907
159,0.458198829796415,6.17497035714132
160,0.446829680530545,5.97882076340086
161,0.264739476079059,6.00985974917567
162,0.165915109395543,5.97159168795598
163,0.655312724778188,7.07800112963362
164,0.673176273952957,7.15240943977746
165,0.536227947469341,6.88277210621807
166,0.514737887095667,7.0631741604778
167,0.585873538838063,7.38095502351757
168,0.549079977647072,7.42104779641539
169,0.568444194140783,6.98113961322057
170,0.58661225571557,6.85044509764993
171,0.628023153311179,7.24505000292768
172,0.610979203232099,7.21893825063155
173,0.60366500020465,7.31799600812849
174,0.56665561795143,7.33063932149286
175,0.601427063273771,7.05779298662244
176,0.598125760141816,7.08845264330486
177,0.525420786286163,5.52543804084392
178,0.630905206683685,5.77941340436561
179,0.490008453515594,6.74072223629758
180,0.457785104600188,6.49618750020021
181,0.470946529319338,6.05285507068789
182,0.465344179447501,6.05458171630837
183,0.502572814794998,6.41477904901202
184,0.527326287918521,6.65453791125113
185,0.504353117493574,6.85656783320959
186,0.551694983960215,6.81578407732349
187,0.677822340228831,6.76545292069817
188,0.587291269371008,6.95890780393036
189,0.404584248051453,6.83930980325749
190,0.266341082062611,6.72705795846263
191,0.350481176515637,7.13875130075493
192,0.40158547498732,7.21443042087159
193,0.194039246728598,6.35379062549396
194,0.196991501095691,6.69924062478726
195,0.597842027881652,7.00488760722815
196,0.585766425807843,7.12029671737862
197,0.436864294288206,6.92500986559351
198,0.469014587919899,6.87864368694289
199,0.270859401891277,5.91498370387054
200,0.253671243403468,5.75229755717849
201,0.426989080277001,6.28630605289374
202,0.443122736990809,6.03535125700449
203,0.175630492270153,5.17664175448915
204,0.137046727419025,5.09181144261714
205,0.328940954156408,6.01822869492424
206,0.360353076485785,5.94139904470227
207,0.174316606701629,5.64497936594026
208,0.118121958977961,5.59808251234811
209,0.206581019945377,6.73162611366936
210,0.260905075161218,6.52583311742698
211,0.431980795699523,5.67012007115625
212,0.370995013607134,6.06860008201329
213,0.415182588811505,6.76232586943834
214,0.373533443031124,6.26408131322819
215,0.443756680711046,6.51238341112124
216,0.320282280548358,6.421866160121
217,0.542157050570902,6.99150969784844
218,0.508715958317972,6.97887076277491
