"ROI","GMV_structural_phenotype","NMDA"
1,0.398903065058249,6.3340057439088
2,0.398526383898656,6.68193580212589
3,0.43300425171743,6.62405013258503
4,0.48009321549039,6.40966066512317
5,0.381082004659033,5.9678013530648
6,0.42659067168116,5.89787469413417
7,0.421242189021548,6.27619763271337
8,0.393623378828412,5.97259915621116
9,0.415437144152569,6.43167747942801
10,0.392383672077682,6.38878195211856
11,0.354449847330581,6.60151322055358
12,0.391247525795937,6.87882435413555
13,0.38195051185342,6.0093334464687
14,0.353765435745749,6.04668258649514
15,0.523377896358467,6.48880438426278
16,0.490228827430748,6.60930031875471
17,0.500738124915219,6.53964731618262
18,0.506865439444875,6.45987542780764
19,0.572582817077783,6.13116188447588
20,0.516733350317615,6.11439213065801
21,0.56427558549966,6.43559851679268
22,0.522347593943436,6.2168892217859
23,0.456194387679289,6.48187969608236
24,0.479274259360626,5.92578397777598
25,0.483817720445118,6.5356464672857
26,0.502508856915839,6.44371939620481
27,0.565526659406312,5.58042235279041
28,0.533118028374752,5.36427862854123
29,0.542048583800332,6.7955886316221
30,0.545837567685237,6.86138871867372
31,0.547901518189857,6.43960701741268
32,0.534970923184775,6.36167015994687
33,0.524829743709174,6.21970109402163
34,0.508647356992735,5.48057871881068
35,0.572356880897732,6.31237905610453
36,0.522982023878001,5.87992893177974
37,0.514922057518015,7.30717070457138
38,0.476443592210129,7.3256723810819
39,0.560658461137815,6.36015207093087
40,0.50374019591409,6.4280632770542
41,0.466983446936066,6.42607215461028
42,0.409353454663153,6.8568432224059
43,0.565425871997809,6.5095425968104
44,0.527265410464057,6.18540936062179
45,0.663712272768238,6.96976617870342
46,0.647835068534888,6.754890595599
47,0.454489039245345,5.92664752791084
48,0.46245838996705,5.56074139240767
49,0.560810395544763,6.49198070815198
50,0.521150286085059,6.73506296806731
51,0.54784675438444,6.72634416131585
52,0.522824218708871,6.60019601688545
53,0.516184811035025,6.48977441862597
54,0.51941491844636,5.93515938964719
55,0.492356023055864,6.52128203467282
56,0.517505113582788,6.50487479431897
57,0.444493286813772,6.3597928990998
58,0.453887494847163,6.30924600400222
59,0.312294683345035,6.10748302016422
60,0.27804207313507,5.94218129549898
61,0.498348292765475,6.63052644817138
62,0.478651853294176,6.12771769513005
63,0.537385363180748,6.50180320857678
64,0.5496586804231,6.40597198070481
65,0.30030841852889,6.30235917892844
66,0.340086138853056,6.41418950526017
67,0.350072239745729,6.43779086723156
68,0.327441470233254,6.53809697821748
69,0.331531314551196,6.40852514795367
70,0.352018729830062,6.5841537214719
71,0.422094734927247,7.16224010704455
72,0.380512152318171,7.85851002984078
73,0.483292483830977,6.91290223370051
74,0.37752877048103,6.70516069121817
75,0.494328229376178,5.74853593871906
76,0.263877403251028,5.00547125639048
77,0.383126310958275,6.35331973030693
78,0.354832714336881,6.24822883007979
79,0.406261786620758,6.36441820744118
80,0.364215720312342,6.82331743359478
81,0.42359488925939,5.69093169654409
82,0.410682551368289,5.57073051449536
83,0.353344966473293,6.29067801570962
84,0.288806562757255,6.23374228747242
85,0.472110009458718,5.50355068668195
86,0.473451016570475,5.30401520672249
87,0.42136310372923,6.9974111260659
88,0.417275241539498,6.97968947637097
89,0.373306989529644,6.54137986977931
90,0.197566059766595,6.57170478425793
91,0.376465041467252,6.30743010654652
92,0.428893865174938,5.34196452247571
93,0.311783996195375,6.3664798141158
94,0.234825148784603,6.2022229426639
95,0.335425940297234,6.57720705810897
96,0.181406925834071,6.59689784746399
97,0.432341804754231,6.31432068967732
98,0.449513295062605,6.16293812303266
99,0.371977039804558,6.50553278671256
100,0.398722468455514,5.78507081087695
101,0.373405263870307,5.89688514604982
102,0.369115266684243,5.58510611826193
103,0.419256752883876,6.58174008271942
104,0.348209670803028,6.2953035275284
105,0.545751625792912,6.84816662387953
106,0.623958911518542,6.67926949481623
107,0.495484371747837,6.78016966234663
108,0.570566736562462,6.6326384995715
109,0.333614161001512,5.89812790283314
110,0.227757407762576,6.19278791848807
111,0.297089057414579,4.74771635242502
112,0.217972850487461,5.18542420319724
113,0.453269652077183,6.31424114804879
114,0.404016361456613,6.43793952572459
115,0.324323507221042,4.05440120426527
116,0.158312525596955,4.74711820172803
117,0.388068406536992,5.87078455343734
118,0.285324510403374,5.57604911974553
119,0.503870746553234,5.6935121527663
120,0.531389090896172,5.85773962488386
121,0.466621412760399,7.31206594848163
122,0.514023592656981,7.32478891485492
123,0.482852468586468,7.20061188594252
124,0.521137168878579,7.07668571816933
125,0.366899232601666,6.3750345262307
126,0.271075760539496,6.02337161592563
127,0.365904276317828,6.21501103233389
128,0.369683180980794,5.9083394311765
129,0.479322702959701,6.46143435332536
130,0.4199777203722,6.11859769900602
131,0.331732881339665,6.36201232196665
132,0.249514664880827,5.99376739743433
133,0.467959703648835,6.57276598743075
134,0.463134686664889,6.33143653114921
135,0.362253661475979,5.78238764755897
136,0.541065245161087,5.69539348405776
137,0.451965368694612,6.53512091636996
138,0.443862827348673,6.25167742622979
