"brain","fitted_beh","ci_lower","ci_upper"
-3.24634581944421,-1.13878511460504,-1.55566350606597,-0.721906723144111
-3.21656846300886,-1.12833952065206,-1.54172552146457,-0.714953519839558
-3.1867911065735,-1.11789392669908,-1.52779037396947,-0.707997479428701
-3.15701375013815,-1.1074483327461,-1.51385813666135,-0.701038528830858
-3.1272363937028,-1.09700273879313,-1.49992888508845,-0.694076592497804
-3.09745903726745,-1.08655714484015,-1.48600269736864,-0.687111592311656
-3.0676816808321,-1.07611155088717,-1.47207965429652,-0.680143447477808
-3.03790432439675,-1.06566595693419,-1.45815983945574,-0.673172074412637
-3.0081269679614,-1.05522036298121,-1.44424333933672,-0.666197386625699
-2.97834961152605,-1.04477476902823,-1.43033024346035,-0.659219294596106
-2.9485722550907,-1.03432917507525,-1.41642064450774,-0.652237705642756
-2.91879489865535,-1.02388358112227,-1.40251463845646,-0.64525252378808
-2.88901754221999,-1.01343798716929,-1.38861232472365,-0.638263649614929
-2.85924018578464,-1.00299239321631,-1.37471380631639,-0.631270980116228
-2.82946282934929,-0.992546799263331,-1.3608191899897,-0.624274408536964
-2.79968547291394,-0.982101205310352,-1.3469285864126,-0.6172738242081
-2.76990811647859,-0.971655611357373,-1.33304211034283,-0.610269112371918
-2.74013076004324,-0.961210017404393,-1.31915988081046,-0.603260153998327
-2.71035340360789,-0.950764423451414,-1.30528202131124,-0.596246825591587
-2.68057604717254,-0.940318829498435,-1.29140866000995,-0.589228998986919
-2.65079869073719,-0.929873235545455,-1.27753992995452,-0.582206541136386
-2.62102133430184,-0.919427641592476,-1.26367596930152,-0.575179313883428
-2.59124397786649,-0.908982047639496,-1.2498169215536,-0.56814717372539
-2.56146662143113,-0.898536453686517,-1.23596293580971,-0.56110997156332
-2.53168926499578,-0.888090859733538,-1.22211416702878,-0.554067552438299
-2.50191190856043,-0.877645265780558,-1.20827077630763,-0.547019755253489
-2.47213455212508,-0.867199671827579,-1.19443293117409,-0.539966412481064
-2.44235719568973,-0.8567540778746,-1.18060080589609,-0.532907349853112
-2.41257983925438,-0.84630848392162,-1.16677458180769,-0.525842386035548
-2.38280248281903,-0.835862889968641,-1.15295444765325,-0.518771332284034
-2.35302512638368,-0.825417296015661,-1.13914059995051,-0.511693992080814
-2.32324776994833,-0.814971702062682,-1.12533324337405,-0.504610160751318
-2.29347041351298,-0.804526108109702,-1.11153259116007,-0.497519625059333
-2.26369305707762,-0.794080514156723,-1.09773886553401,-0.49042216277944
-2.23391570064227,-0.783634920203744,-1.08395229816214,-0.483317542245349
-2.20413834420692,-0.773189326250764,-1.07017313062882,-0.476205521872709
-2.17436098777157,-0.762743732297785,-1.05640161494074,-0.469085849654831
-2.14458363133622,-0.752298138344806,-1.04263801405988,-0.461958262629731
-2.11480627490087,-0.741852544391826,-1.02888260246688,-0.454822486316772
-2.08502891846552,-0.731406950438847,-1.01513566675659,-0.447678234121102
-2.05525156203017,-0.720961356485867,-1.00139750626775,-0.440525206703989
-2.02547420559482,-0.710515762532888,-0.987668433748727,-0.433363091317049
-1.99569684915947,-0.700070168579909,-0.973948776061559,-0.426191561098258
-1.96591949272412,-0.689624574626929,-0.96023887492631,-0.419010274327549
-1.93614213628876,-0.67917898067395,-0.946539087708228,-0.411818873639672
-1.90636477985341,-0.66873338672097,-0.932849788250032,-0.404616985191909
-1.87658742341806,-0.658287792767991,-0.919171367751856,-0.397404217784125
-1.84681006698271,-0.647842198815012,-0.905504235701485,-0.390180161928538
-1.81703271054736,-0.637396604862032,-0.891848820857556,-0.382944388866509
-1.78725535411201,-0.626951010909053,-0.878205572288545,-0.375696449529561
