"brain","fitted_beh","ci_lower","ci_upper"
-2.67934811119063,-0.939888082037856,-1.29083665938315,-0.588939504692566
-2.64957075475528,-0.929442488084876,-1.27696812323772,-0.581916852932037
-2.61979339831993,-0.918996894131897,-1.26310436230501,-0.574889425958787
-2.59001604188458,-0.908551300178918,-1.24924552031342,-0.567857080044419
-2.56023868544923,-0.898105706225938,-1.23539174659823,-0.560819665853642
-2.53046132901388,-0.887660112272959,-1.2215431963659,-0.55377702818002
-2.50068397257853,-0.877214518319979,-1.20770003097254,-0.54672900566742
-2.47090661614318,-0.866768924367,-1.1938624182177,-0.539675430516297
-2.44112925970783,-0.85632333041402,-1.18003053265413,-0.532616128173915
-2.41135190327247,-0.845877736461041,-1.16620455591454,-0.52555091700754
-2.38157454683712,-0.835432142508062,-1.15238467705653,-0.518479607959594
-2.35179719040177,-0.824986548555082,-1.13857109292649,-0.511402004183679
-2.32201983396642,-0.814540954602103,-1.12476400854389,-0.50431790066032
-2.29224247753107,-0.804095360649124,-1.11096363750702,-0.497227083791227
-2.26246512109572,-0.793649766696144,-1.09717020242152,-0.490129330970764
-2.23268776466037,-0.783204172743165,-1.08338393535307,-0.483024410133263
-2.20291040822502,-0.772758578790185,-1.06960507830563,-0.475912079274743
-2.17313305178967,-0.762312984837206,-1.05583388372692,-0.468792085947487
-2.14335569535432,-0.751867390884227,-1.04207061504259,-0.461664166725867
-2.11357833891897,-0.741421796931247,-1.02831554722081,-0.454528046641687
-2.08380098248361,-0.730976202978268,-1.01456896736927,-0.447383438587263
-2.05402362604826,-0.720530609025289,-1.00083117536627,-0.440230042684303
-2.02424626961291,-0.710085015072309,-0.987102484528019,-0.433067545616599
-1.99446891317756,-0.69963942111933,-0.973383222314234,-0.425895619924426
-1.96469155674221,-0.68919382716635,-0.959673731074288,-0.418713923258412
-1.93491420030686,-0.678748233213371,-0.945974368836146,-0.411522097590596
-1.90513684387151,-0.668302639260392,-0.932285510140565,-0.404319768380218
-1.87535948743616,-0.657857045307412,-0.91860754692307,-0.397106543691755
-1.84558213100081,-0.647411451354433,-0.90494088944631,-0.389882013262556
-1.81580477456546,-0.636965857401453,-0.891285967285515,-0.382645747517392
-1.7860274181301,-0.626520263448474,-0.877643230369834,-0.375397296527114
-1.75625006169475,-0.616074669495495,-0.864013150082422,-0.368136188908568
-1.7264727052594,-0.605629075542515,-0.850396220422182,-0.360861930662848
-1.69669534882405,-0.595183481589536,-0.83679295923012,-0.353574003948952
-1.6669179923887,-0.584737887636556,-0.823203909483255,-0.346271865789858
-1.63714063595335,-0.574292293683577,-0.809629640659033,-0.338954946708121
-1.607363279518,-0.563846699730598,-0.796070750173106,-0.331622649288089
-1.57758592308265,-0.553401105777618,-0.782527864893234,-0.324274346662002
-1.5478085666473,-0.542955511824639,-0.769001642731913,-0.316909380917365
-1.51803121021195,-0.532509917871659,-0.755492774320073,-0.309527061423246
-1.4882538537766,-0.52206432391868,-0.742001984763886,-0.302126663073474
-1.45847649734124,-0.511618729965701,-0.7285300354863,-0.294707424445102
-1.42869914090589,-0.501173136012721,-0.71507772615436,-0.287268545871083
-1.39892178447054,-0.490727542059742,-0.701645896692752,-0.279809187426732
-1.36914442803519,-0.480281948106763,-0.68823542938311,-0.272328466830415
-1.33936707159984,-0.469836354153783,-0.674847251047658,-0.264825457259909
-1.30958971516449,-0.459390760200804,-0.661482335314492,-0.257299185087116
-1.27981235872914,-0.448945166247824,-0.648141704960359,-0.24974862753529
-1.25003500229379,-0.438499572294845,-0.634826434324978,-0.242172710264712
-1.22025764585844,-0.428053978341866,-0.62153765178892,-0.234570304894812
-1.19048028942309,-0.417608384388886,-0.608276542304558,-0.226940226473214
-1.16070293298773,-0.407162790435907,-0.595044349966817,-0.219281230904996
-1.13092557655238,-0.396717196482927,-0.581842380607079,-0.211592012358776
-1.10114822011703,-0.386271602529948,-0.568672004389859,-0.203871200670038
-1.07137086368168,-0.375826008576969,-0.55553465838753,-0.196117358766407
-1.04159350724633,-0.365380414623989,-0.542431849103452,-0.188328980144527
-1.01181615081098,-0.35493482067101,-0.529365154908372,-0.180504486433648
-0.982038794375629,-0.34448922671803,-0.516336228348849,-0.172642225087212
-0.952261437940278,-0.334043632765051,-0.503346798279667,-0.164740467250435
-0.922484081504927,-0.323598038812072,-0.490398671764884,-0.15679740585926
-0.892706725069576,-0.313152444859092,-0.477493735684223,-0.148811154033962
-0.862929368634225,-0.302706850906113,-0.464633957973162,-0.140779743839064
-0.833152012198874,-0.292261256953134,-0.451821388416352,-0.132701125489916
-0.803374655763523,-0.281815663000154,-0.439058158905165,-0.124573167095143
-0.773597299328172,-0.271370069047175,-0.426346483061493,-0.116393655032856
-0.743819942892821,-0.260924475094195,-0.413688655121648,-0.108160295066743
-0.71404258645747,-0.250478881141216,-0.401087047966938,-0.0998707143154942
-0.68426523002212,-0.240033287188237,-0.388544110181617,-0.091522464194856
-0.654487873586769,-0.229587693235257,-0.376062362015085,-0.0831130244554298
-0.624710517151418,-0.219142099282278,-0.363644390124227,-0.0746398084403285
-0.594933160716067,-0.208696505329298,-0.35129284097438,-0.0661001696842172
-0.565155804280716,-0.198250911376319,-0.339010412784431,-0.0574914099682073
-0.535378447845365,-0.18780531742334,-0.326799845913989,-0.0488107889326902
-0.505601091410014,-0.17735972347036,-0.314663911609098,-0.0400555353316224
-0.475823734974663,-0.166914129517381,-0.302605399048475,-0.0312228599862866
-0.446046378539312,-0.156468535564401,-0.290627100665197,-0.0223099704636058
-0.416269022103961,-0.146022941611422,-0.278731795759406,-0.0133140874634378
-0.38649166566861,-0.135577347658443,-0.266922232465807,-0.00423246285107859
-0.356714309233259,-0.125131753705463,-0.255201108194792,0.00493760078386551
-0.326936952797908,-0.114686159752484,-0.24357104872673,0.0141987292217626
-0.297159596362557,-0.104240565799505,-0.232034586203275,0.0235534546042655
-0.267382239927206,-0.0937949718465251,-0.22059413632499,0.0330041926319396
-0.237604883491855,-0.0833493778935458,-0.209251975127822,0.0425532193407309
-0.207827527056504,-0.0729037839405663,-0.198010215768264,0.0522026478871317
-0.178050170621153,-0.062458189987587,-0.186870785794453,0.061954405819279
-0.148272814185802,-0.0520125960346075,-0.175835405413853,0.071810213344638
-0.118495457750452,-0.0415670020816282,-0.16490556728391,0.0817715631206536
-0.0887181013151004,-0.0311214081286487,-0.154082518347158,0.0918397020898601
-0.0589407448797497,-0.0206758141756694,-0.143367244204833,0.102015615853495
-0.0291633884443985,-0.01023022022269,-0.13276045647259,0.11230001602721
0.000613967990952258,0.000215373730289357,-0.122262583489505,0.122693330950084
0.0303913244263034,0.0106609676832688,-0.111873764659987,0.133195700026524
0.0601686808616542,0.0211065616362481,-0.101593848601677,0.143806971874173
0.0899460372970053,0.0315521555892276,-0.0914223951564409,0.154526706334896
0.119723393732356,0.0419977495422069,-0.0813586812024654,0.165354180286879
0.149500750167707,0.0524433434951864,-0.0714017100897409,0.176288397080114
0.179278106603058,0.0628889374481657,-0.0615502244152286,0.18732809931156
0.209055463038409,0.0733345314011452,-0.0518027217631177,0.198471784565408
0.23883281947376,0.0837801253541245,-0.0421574729640575,0.209717723672307
0.268610175909111,0.094225719307104,-0.0326125423777241,0.221063980991932
0.298387532344462,0.104671313260083,-0.0231658096765984,0.232508436196765
0.328164888779813,0.115116907213063,-0.013814992604825,0.24404880703095
0.357942245215164,0.125562501166042,-0.00455767020255698,0.255682672534641
0.387719601650515,0.136008095119022,0.0046086939797487,0.267407496258294
0.417496958085866,0.146453689072001,0.0136867291047421,0.27922064903926
0.447274314521217,0.15689928302498,0.0226791350793084,0.291119430970652
0.477051670956568,0.16734487697796,0.0315886617000189,0.3031010922559
0.506829027391919,0.177790470930939,0.0404180891540865,0.315162852707792
0.536606383827269,0.188236064883918,0.0491702100527547,0.327301919715082
0.566383740262621,0.198681658836898,0.0578478131135723,0.339515504560223
0.596161096697971,0.209127252789877,0.0664536685531909,0.351800837026563
0.625938453133323,0.219572846742857,0.074990515204434,0.364155178281279
0.655715809568673,0.230018440695836,0.0834610493310463,0.376575832060626
0.685493166004024,0.240464034648815,0.0918679150809072,0.389060154216724
0.715270522439375,0.250909628601795,0.100213696493293,0.401605560710297
0.745047878874726,0.261355222554774,0.10850091095748,0.414209534152068
0.774825235310077,0.271800816507754,0.116732004007828,0.426869629007679
0.804602591745428,0.282246410460733,0.124909345333618,0.439583475587848
0.834379948180779,0.292692004413712,0.13303522587953,0.452348782947894
0.86415730461613,0.303137598366692,0.141111855913729,0.465163340819655
0.893934661051481,0.313583192319671,0.149141363944475,0.478025020694867
0.923712017486832,0.324028786272651,0.157125796372101,0.4909317761732
0.953489373922183,0.33447438022563,0.165067117770531,0.503881642680728
0.983266730357534,0.344919974178609,0.172967211700827,0.516872736656392
1.01304408679288,0.355365568131589,0.180827881967904,0.529903254295273
1.04282144322824,0.365811162084568,0.188650854240438,0.542971469928699
1.07259879966359,0.376256756037547,0.196437777962641,0.556075734112454
1.10237615609894,0.386702349990527,0.204190228494988,0.569214471486066
1.13215351253429,0.397147943943506,0.211909709428805,0.582386178458207
1.16193086896964,0.407593537896486,0.219597655027029,0.595589420765942
1.19170822540499,0.418039131849465,0.227255432750114,0.608822830948816
1.22148558184034,0.428484725802444,0.234884345832209,0.622085105772679
1.25126293827569,0.438930319755424,0.242485635878183,0.635375003632665
1.28104029471104,0.449375913708403,0.250060485456948,0.648691341959859
1.31081765114639,0.459821507661383,0.257610020670867,0.662032994651898
1.34059500758174,0.470267101614362,0.265135313684769,0.675398889543955
1.3703723640171,0.480712695567341,0.272637385201382,0.6887880059333
1.40014972045245,0.491158289520321,0.280117206872863,0.702199372167778
1.4299270768878,0.5016038834733,0.287575703640471,0.715632063306129
1.45970443332315,0.51204947742628,0.29501375599656,0.729085198855999
1.4894817897585,0.522495071379259,0.302432202164786,0.742557940593732
1.51925914619385,0.532940665332238,0.309831840195903,0.756049490468574
1.5490365026292,0.543386259285218,0.317213429977744,0.769559088592692
1.57881385906455,0.553831853238197,0.324577695159,0.783086011317395
1.6085912154999,0.564277447191176,0.33192532498723,0.796629569395123
1.63836857193525,0.574723041144156,0.339256976062208,0.810189106226104
1.66814592837061,0.585168635097135,0.346573274006236,0.823763996188035
