"bmap","receptor","BF10","agbin"
"read_gmv","D1",59.7296227753309,"9-10.9y"
"read_gmv","D2",0.267933054985987,"9-10.9y"
"read_gmv","DAT",66.475788261409,"9-10.9y"
"read_gmv","mGluR5",1.94570677339925,"9-10.9y"
"read_gmv","NMDA",3068.86883309571,"9-10.9y"
"read_gmv","GABAa",24.3611777922131,"9-10.9y"
"read_gmv","5HT1a",0.170856260230445,"9-10.9y"
"read_gmv","5HT1b",0.149203651917354,"9-10.9y"
"read_gmv","5HT2a",1.15476691598066,"9-10.9y"
"read_gmv","5HT4",0.705399396640218,"9-10.9y"
"read_gmv","5HT6",0.178588885444961,"9-10.9y"
"read_gmv","5HTT",12.2427624665611,"9-10.9y"
"read_gmv","A4B2",0.312086790005329,"9-10.9y"
"read_gmv","M1",0.162921127602886,"9-10.9y"
"read_gmv","VAChT",4981.65314938971,"9-10.9y"
"read_gmv","NET",44.1170344628972,"9-10.9y"
"read_gmv","CB1",4.83917327306465,"9-10.9y"
"read_gmv","H3",0.280988434466724,"9-10.9y"
"read_gmv","MOR",0.612706439079407,"9-10.9y"
