receptor_set,brain_map,adj_r2,moran_p,regression_coef
D1,Full,0.05427450409187895,0.1865626874625075,0.2421418718451481
D1,7-8.9y,0.026320984071920406,0.23735252949410118,0.17552203321897072
D1,9-10.9y,0.052516747650654394,0.22195560887822435,0.23850163504585215
D1,11-13.9y,0.0231077463812559,0.4419116176764647,0.16616122893629154
D2,Full,0.007372722967770251,0.4979004199160168,-0.1093025261225321
D2,7-8.9y,0.02186343379790101,0.2663467306538692,-0.162391427044763
D2,9-10.9y,0.0012268946033563433,0.7160567886422715,-0.07635139580944268
D2,11-13.9y,0.020234949108491107,0.40511897620475906,-0.15732131268827945
DAT,Full,0.045406020782343015,0.22155568886222757,0.2231704984486441
DAT,7-8.9y,0.013658937470777066,0.4149170165966807,0.1349232670422161
DAT,9-10.9y,0.0534989698554057,0.23775244951009797,0.24054256536981103
DAT,11-13.9y,0.023576849102750597,0.4039192161567686,0.16756042181678937
mGluR5,Full,0.015487836181943049,0.3017396520695861,0.14150886401865795
mGluR5,7-8.9y,0.00847136899516554,0.34773045390921814,0.11419555752849071
mGluR5,9-10.9y,0.020425374274848473,0.26394721055788845,0.15792258564560163
mGluR5,11-13.9y,-0.0027302790067413873,0.7626474705058989,0.04348100568111444
NMDA,Full,0.08828624960360121,0.001999600079984003,0.304117897299654
NMDA,7-8.9y,0.07395125146082338,0.001999600079984003,0.27967616490230296
NMDA,9-10.9y,0.08789756200761445,0.003199360127974405,0.30348113458509124
NMDA,11-13.9y,0.05343839487417812,0.028994201159768047,0.24041719971923925
GABAa,Full,0.026295717782107597,0.2533493301339732,0.17545037557675372
GABAa,7-8.9y,0.012075201546001169,0.3411317736452709,0.12894902243445902
GABAa,9-10.9y,0.04423670147685299,0.16316736652669467,0.22054736597963243
GABAa,11-13.9y,0.010132807981465097,0.5202959408118376,0.12122049308876783
5HT1a,Full,-0.00416210719375365,0.9124175164967007,-0.021572388708840498
5HT1a,7-8.9y,-0.003598087481729406,0.8300339932013597,-0.032043540650947944
5HT1a,9-10.9y,-0.003196580507150104,0.890621875624875,-0.037768309592463516
5HT1a,11-13.9y,0.004720250917149227,0.7220555888822235,-0.09647172404207742
5HT1b,Full,-0.004556907882041772,0.9550089982003599,-0.008508032929343346
5HT1b,7-8.9y,-0.003941282046042938,0.8330333933213357,0.026175856717716828
5HT1b,9-10.9y,-0.004533875074020699,0.9484103179364127,-0.009762852573731709
5HT1b,11-13.9y,-0.0005871945230295772,0.634873025394921,-0.06343347990919594
5HT2a,Full,0.01989356745576132,0.2969406118776245,-0.15623759778162785
5HT2a,7-8.9y,0.012742266104020405,0.41251749650069985,-0.13149844453301082
5HT2a,9-10.9y,0.015418955469258644,0.3261347730453909,-0.14126639836070648
5HT2a,11-13.9y,0.04064530799994437,0.16256748650269945,-0.2122882412287587
5HT4,Full,0.01960163882806354,0.3809238152369526,-0.15530487315628996
5HT4,7-8.9y,0.024766632284302648,0.3245350929814037,-0.17105787111141096
5HT4,9-10.9y,0.01065963383272206,0.4983003399320136,-0.12336452499418539
5HT4,11-13.9y,0.054236140940369104,0.14437112577484504,-0.24206300778491446
5HT6,Full,-0.004315686093177451,0.8956208758248351,0.017677578794755715
5HT6,7-8.9y,-0.004557434052999687,0.9424115176964607,0.008477197539274313
5HT6,9-10.9y,-0.002760261840332623,0.7564487102579485,0.04313644852313339
5HT6,11-13.9y,-0.0017757740537200917,0.6924615076984603,-0.053298256704382464
5HTT,Full,0.035254440347535554,0.28394321135772843,0.19924927206809684
5HTT,7-8.9y,0.009418796157327769,0.4937012597480504,0.11825263843828761
5HTT,9-10.9y,0.03782506139495312,0.3001399720055989,0.2055700544513777
5HTT,11-13.9y,0.03107301589027489,0.3203359328134373,0.1885155622210974
A4B2,Full,0.014021005738537595,0.07038592281543692,0.13625229443845333
A4B2,7-8.9y,0.03020998741371339,0.08698260347930414,0.18622316132191724
A4B2,9-10.9y,0.002720957108380939,0.2673465306938612,0.08553778735977978
A4B2,11-13.9y,0.0035954704521959924,0.3573285342931414,0.09048312768032041
M1,Full,0.0027283029029904204,0.5096980603879224,-0.08558051769782726
M1,7-8.9y,0.010252170477471734,0.3281343731253749,-0.12170957391719557
M1,9-10.9y,-0.0036656302598798707,0.8122375524895021,-0.030976716681087764
M1,11-13.9y,0.01995038743521027,0.16176764647070585,-0.15641849346160838
VAChT,Full,0.08081164321781975,0.14877024595080984,0.29162910393665953
VAChT,7-8.9y,0.03542557052457718,0.2939412117576485,0.19967627294794255
VAChT,9-10.9y,0.09214201351903029,0.1227754449110178,0.31036380406884767
VAChT,11-13.9y,0.06419761321119943,0.17716456708658268,0.2617442771228051
NET,Full,0.03239810421946998,0.08878224355128975,0.19198202814560777
NET,7-8.9y,0.0254915114589509,0.17556488702259548,0.1731540758595931
NET,9-10.9y,0.049729121647889785,0.057388522295540895,0.23261180133337664
NET,11-13.9y,0.02398571258615767,0.2539492101579684,0.16877047810357462
CB1,Full,0.023821057446737792,0.3301339732053589,-0.16828421767751556
CB1,7-8.9y,0.022117611896324996,0.2485502899420116,-0.1631685703449515
CB1,9-10.9y,0.02909249577084927,0.41151769646070785,-0.1832122373121892
CB1,11-13.9y,0.0473301308032511,0.20995800839832032,-0.22742100723606867
H3,Full,0.004224267279551941,0.4917016596680664,0.09387808871582558
H3,7-8.9y,-0.0005495003339914817,0.6390721855628875,0.06372854036055928
H3,9-10.9y,0.001693180721331844,0.6062787442511498,0.07933267281563618
H3,11-13.9y,0.003595933138611618,0.5712857428514297,0.09048567261745698
MOR,Full,-0.0017338483642053149,0.8202359528094381,-0.053688328818263284
MOR,7-8.9y,-0.0043846767052011515,0.9226154769046191,-0.015614868206576081
MOR,9-10.9y,0.009293968111772521,0.7158568286342731,-0.11772609607266739
MOR,11-13.9y,0.0031130179385466805,0.8314337132573485,-0.08778933400269454
