"bmap","receptor","BF10","agbin"
"read_gmv","D1",3.61213857706901,"7-8.9y"
"read_gmv","D2",2.26167291451422,"7-8.9y"
"read_gmv","DAT",0.962015904750882,"7-8.9y"
"read_gmv","mGluR5",0.56292590756372,"7-8.9y"
"read_gmv","NMDA",636.097590858807,"7-8.9y"
"read_gmv","GABAa",0.816519518271893,"7-8.9y"
"read_gmv","5HT1a",0.164040361823365,"7-8.9y"
"read_gmv","5HT1b",0.158432982021329,"7-8.9y"
"read_gmv","5HT2a",0.874872537625965,"7-8.9y"
"read_gmv","5HT4",3.06711795222604,"7-8.9y"
"read_gmv","5HT6",0.148848200377478,"7-8.9y"
"read_gmv","5HTT",0.620640859777604,"7-8.9y"
"read_gmv","A4B2",5.44637671483402,"7-8.9y"
"read_gmv","M1",0.676346519738147,"7-8.9y"
"read_gmv","VAChT",9.47699819871994,"7-8.9y"
"read_gmv","NET",3.3100916051718,"7-8.9y"
"read_gmv","CB1",2.32270118110907,"7-8.9y"
"read_gmv","H3",0.223575560529941,"7-8.9y"
"read_gmv","MOR",0.151474766642023,"7-8.9y"
