"bmap","receptor","BF10","agbin"
"math_gmv","D1",9472722.87526744,"7-8.9y"
"math_gmv","D2",0.151865085019209,"7-8.9y"
"math_gmv","DAT",50510.2624321013,"7-8.9y"
"math_gmv","mGluR5",45931.219127612,"7-8.9y"
"math_gmv","NMDA",1645689.29613264,"7-8.9y"
"math_gmv","GABAa",25.8704069568237,"7-8.9y"
"math_gmv","5HT1a",0.258425883726755,"7-8.9y"
"math_gmv","5HT1b",0.183857876540453,"7-8.9y"
"math_gmv","5HT2a",0.837125433950703,"7-8.9y"
"math_gmv","5HT4",1.50133885843619,"7-8.9y"
"math_gmv","5HT6",1.62103122995791,"7-8.9y"
"math_gmv","5HTT",1319.32333040217,"7-8.9y"
"math_gmv","A4B2",83680.1712591048,"7-8.9y"
"math_gmv","M1",0.170090225326411,"7-8.9y"
"math_gmv","VAChT",28322671822540.4,"7-8.9y"
"math_gmv","NET",17442.5027677483,"7-8.9y"
"math_gmv","CB1",0.770069482852553,"7-8.9y"
"math_gmv","H3",511023837951044,"7-8.9y"
"math_gmv","MOR",127.553834684532,"7-8.9y"
