"ROI","BN_ID","Shirer_network","bmap","NMDA"
66,66,"pSalience",0.340086138853056,6.41418950526017
78,78,"pSalience",0.354832714336881,6.24822883007979
131,131,"pSalience",0.331732881339665,6.36201232196665
132,132,"pSalience",0.249514664880827,5.99376739743433
141,141,"pSalience",0.448651512146879,5.65282875854815
145,145,"pSalience",0.380067464758855,6.60119794850838
146,146,"pSalience",0.366527770060388,6.46426084174151
163,163,"pSalience",0.443634006205818,7.07800112963362
169,169,"pSalience",0.473631269925304,6.98113961322057
170,170,"pSalience",0.468261844705898,6.85044509764993
