"ROI","BN_ID","Shirer_network","bmap","NMDA"
1,1,"aSalience",0.398903065058249,6.3340057439088
2,2,"aSalience",0.398526383898656,6.68193580212589
7,7,"aSalience",0.421242189021548,6.27619763271337
8,8,"aSalience",0.393623378828412,5.97259915621116
9,9,"aSalience",0.415437144152569,6.43167747942801
10,10,"aSalience",0.392383672077682,6.38878195211856
11,11,"aSalience",0.354449847330581,6.60151322055358
12,12,"aSalience",0.391247525795937,6.87882435413555
15,15,"aSalience",0.523377896358467,6.48880438426278
19,19,"aSalience",0.572582817077783,6.13116188447588
20,20,"aSalience",0.516733350317615,6.11439213065801
21,21,"aSalience",0.56427558549966,6.43559851679268
37,37,"aSalience",0.514922057518015,7.30717070457138
38,38,"aSalience",0.476443592210129,7.3256723810819
77,77,"aSalience",0.383126310958275,6.35331973030693
165,165,"aSalience",0.506188252153889,6.88277210621807
166,166,"aSalience",0.484800590214069,7.0631741604778
167,167,"aSalience",0.52169344239104,7.38095502351757
168,168,"aSalience",0.487183344150953,7.42104779641539
173,173,"aSalience",0.469267620767378,7.31799600812849
174,174,"aSalience",0.424135418080478,7.33063932149286
180,180,"aSalience",0.377191670536599,6.49618750020021
183,183,"aSalience",0.437337941119966,6.41477904901202
184,184,"aSalience",0.463197666348155,6.65453791125113
