"ROI","BN_ID","Shirer_network","bmap","NMDA"
4,4,"RECN",0.48009321549039,6.40966066512317
16,16,"RECN",0.490228827430748,6.60930031875471
18,18,"RECN",0.506865439444875,6.45987542780764
22,22,"RECN",0.522347593943436,6.2168892217859
24,24,"RECN",0.479274259360626,5.92578397777598
26,26,"RECN",0.502508856915839,6.44371939620481
28,28,"RECN",0.533118028374752,5.36427862854123
32,32,"RECN",0.534970923184775,6.36167015994687
34,34,"RECN",0.508647356992735,5.48057871881068
44,44,"RECN",0.527265410464057,6.18540936062179
52,52,"RECN",0.522824218708871,6.60019601688545
138,138,"RECN",0.443862827348673,6.25167742622979
142,142,"RECN",0.408201362295989,5.3498575484844
