"","xcoef_std_m1","xcoef_std_m2","xcoef_std_m3","xloading_m1","xloading_m2","xloading_m3"
"SFG_L_7_1",-0.100600007521154,0.00898799911653885,0.00480197384070059,-0.710305379582584,-0.398903065058249,-0.0726600897443623
"SFG_R_7_1",-0.110771409040609,0.0134774379175274,0.0372090329494415,-0.698077526642793,-0.398526383898656,-0.0284484006340494
"SFG_L_7_2",-0.0814546143928855,-0.00283059684759309,-0.0234531978267057,-0.676029163656347,-0.43300425171743,-0.125999639317596
"SFG_R_7_2",-0.069996539465944,-0.0242896279123656,-0.0119541037291517,-0.690313583418185,-0.48009321549039,-0.120416930856289
"SFG_L_7_3",-0.0659460520649251,0.00832325266375204,-0.00694581401101434,-0.6880900324034,-0.381082004659033,-0.0950313038708441
"SFG_R_7_3",-0.0748783030700748,-0.00547571801809995,-0.0121239659295521,-0.67696282361241,-0.42659067168116,-0.0975339335783752
"SFG_L_7_4",-0.057028982898417,-0.00889767042530261,0.000760950708132783,-0.627437194698874,-0.421242189021548,-0.0806189385998649
"SFG_R_7_4",-0.069047187688761,0.00364254362983119,0.0213322634160211,-0.65479638664684,-0.393623378828412,-0.046034056419918
"SFG_L_7_5",-0.0644399757433183,-0.00750554072992118,0.0134893891269764,-0.60970269205379,-0.415437144152569,-0.0433942026635958
"SFG_R_7_5",-0.0612938112171516,0.00282374898250044,0.0365548693481366,-0.592829091816222,-0.392383672077682,0.00180902921861047
"SFG_L_7_6",-0.174680882438812,0.020591537500712,0.0406459331194953,-0.780852924460329,-0.354449847330581,-0.0495412084260665
"SFG_R_7_6",-0.218824243246209,0.00173755508938021,0.0473601412402321,-0.759183620162903,-0.391247525795937,-0.0505382159924024
"SFG_L_7_7",-0.223486435335189,-0.0123295132089401,-0.0203132765052009,-0.71947631003224,-0.38195051185342,-0.0995686142723042
"SFG_R_7_7",-0.202347346435433,-0.00443212833994812,-0.0243493184342892,-0.697492386168697,-0.353765435745749,-0.0867617281868256
"MFG_L_7_1",-0.067319640852824,-0.0931461654751246,-0.160063401342132,-0.596050210550197,-0.523377896358467,-0.217950706221227
"MFG_R_7_1",-0.103105418246545,-0.058071402794093,-0.0951931238612608,-0.64290995451512,-0.490228827430748,-0.18133751298277
"MFG_L_7_2",-0.0708458535059771,-0.0451505520679151,-0.0473112395602782,-0.600194319497711,-0.500738124915219,-0.141469732643087
"MFG_R_7_2",-0.0620500641346159,-0.0450832366279126,-0.0207935998662835,-0.61393639282496,-0.506865439444875,-0.125982318760098
"MFG_L_7_3",-0.00517500353511749,-0.110533244872202,-0.147180072341479,-0.538159841524065,-0.572582817077783,-0.230195955914222
"MFG_R_7_3",-0.0686248413633928,-0.076616546170507,-0.0764002212913232,-0.607057827872593,-0.516733350317615,-0.14727223919494
"MFG_L_7_4",0.0126922410273799,-0.116406206965036,-0.132772739848756,-0.505560243090854,-0.56427558549966,-0.191463103557527
"MFG_R_7_4",-0.0229890878024297,-0.0676653836599717,-0.0516670337569318,-0.535292666188621,-0.522347593943436,-0.12532203499906
"MFG_L_7_5",-0.0859034544182792,-0.0188290430487547,-0.0668146775868853,-0.624861227103314,-0.456194387679289,-0.157743614689249
"MFG_R_7_5",-0.0613876125088383,-0.0346146648272651,-0.0932104650236043,-0.610538153378467,-0.479274259360626,-0.1942989659536
"MFG_L_7_6",-0.0677696756004842,-0.0312118515019767,-0.0113636252034626,-0.624503556596228,-0.483817720445118,-0.110038923274372
"MFG_R_7_6",-0.0670203285601153,-0.0411793472179344,-0.00604670706463207,-0.640066976628534,-0.502508856915839,-0.111862333956285
"MFG_L_7_7",0.00312670600378083,-0.126955281501043,-0.172890970098537,-0.501463027692459,-0.565526659406312,-0.229156412851638
"MFG_R_7_7",-0.0606700788997334,-0.119709127821668,-0.0690868117476787,-0.560100635495307,-0.533118028374752,-0.116542658854747
"IFG_L_6_1",-0.0248472573999709,-0.0365224930907891,-0.0228699840980652,-0.567193935499254,-0.542048583800332,-0.1422207469037
"IFG_R_6_1",-0.0420676440206246,-0.0489661513747002,-0.00133062813036632,-0.591140247702216,-0.545837567685237,-0.104793229630729
"IFG_L_6_2",-0.00216320852020875,-0.0459371473626731,-0.026208898255915,-0.50469896696217,-0.547901518189857,-0.138240792168876
"IFG_R_6_2",-0.0159869911059602,-0.0367619970966605,-0.0136943621866989,-0.531238497223362,-0.534970923184775,-0.127445887451826
"IFG_L_6_3",-0.00788547512150037,-0.0357321807640852,0.00362413757774418,-0.487861824617395,-0.524829743709174,-0.0679478129877145
"IFG_R_6_3",-0.0243794322639997,-0.0325720857218639,0.0107137885038746,-0.531504475713729,-0.508647356992735,-0.0569334118393882
"IFG_L_6_4",-0.00386893272868549,-0.0601065753276592,-0.0272558503167538,-0.498656228494964,-0.572356880897732,-0.139299575959449
"IFG_R_6_4",-0.0269955365274963,-0.0407264874971261,0.00660054454481628,-0.53099222896114,-0.522982023878001,-0.0709709238854627
"IFG_L_6_5",-0.0157938259142395,-0.0478916966126447,-0.00551493939309179,-0.526580975690298,-0.514922057518015,-0.101010257634281
"IFG_R_6_5",-0.0500483206480429,-0.0332019749331465,0.0379286583252982,-0.568232637052066,-0.476443592210129,-0.0273649348463672
"IFG_L_6_6",-0.0127868115540664,-0.0449810753637854,0.0296265621098327,-0.500389344165873,-0.560658461137815,-0.00769319241509484
"IFG_R_6_6",-0.0206517635576548,-0.0222796303357499,0.0274661759548999,-0.53129252763657,-0.50374019591409,0.00045535178735502
"OrG_L_6_1",-0.0229130369736932,-0.0510996343984914,0.0103483052449575,-0.449633091328017,-0.466983446936066,-0.0119267666861831
"OrG_R_6_1",-0.0173152746377296,-0.0587339876015964,0.109412260581703,-0.353000449533146,-0.409353454663153,0.114966920147049
"OrG_L_6_2",-0.00587615215491048,-0.0668209297653908,0.00599627998176253,-0.509666572108534,-0.565425871997809,-0.0923581525541005
"OrG_R_6_2",-0.0189829367911805,-0.0428673186256103,0.00937203117648351,-0.531731906719567,-0.527265410464057,-0.0686125493464114
"OrG_L_6_3",0.0862812073084334,-0.252742772033787,0.0455995565514314,-0.376522259426376,-0.663712272768238,-0.060072318293921
"OrG_R_6_3",0.0405384426910888,-0.248640358926969,0.139235065236571,-0.425772955808221,-0.647835068534888,0.0166035887562994
"OrG_L_6_4",-0.0168112162113819,-0.0727373266060493,0.03895261227265,-0.386570695451578,-0.454489039245345,0.0218269525232319
"OrG_R_6_4",-0.049946946809419,-0.100334802625423,0.0709517225214137,-0.433642743942007,-0.46245838996705,0.038734105984118
"OrG_L_6_5",-0.0254973883245084,-0.144409721148019,0.300408460069146,-0.442383344421857,-0.560810395544763,0.185328275101226
"OrG_R_6_5",-0.00941365516068293,-0.0911115590812809,0.248523895271264,-0.394690902884108,-0.521150286085059,0.23001385493255
"OrG_L_6_6",-0.00961647773700071,-0.0624557923269324,-0.0116751648895053,-0.51748705410935,-0.54784675438444,-0.112123402576109
