"U","V","Sex"
1.12854060211985,1.33398142425534,"Female"
1.17388954095148,0.520262344396363,"Female"
-0.513180291308448,1.74811307927445,"Female"
1.07957155130102,0.0258332492025779,"Female"
-0.264596134408665,0.706043170190065,"Male"
-1.32028176098957,-0.803714041028983,"Male"
0.473027323334982,-0.714896942962373,"Female"
-1.15445624925585,-0.549688765448878,"Male"
0.158063569579855,-0.58019415892557,"Female"
0.324946296255295,-0.615995005600363,"Female"
0.506965771740615,-0.172712021015962,"Female"
1.18841603886106,-0.739465737902159,"Male"
0.201163917231506,-1.85811850709667,"Female"
-1.02850207342111,-0.818563640373557,"Male"
-0.768097904115632,-0.631402675898098,"Male"
-1.24177681948449,-0.928488959130821,"Male"
0.688888221889526,-0.962376152182595,"Female"
-0.479842989000275,-0.349718205246857,"Male"
-1.04896770821535,1.20017188275976,"Male"
-0.15960125034164,0.632222582034374,"Male"
-0.235310481659014,-1.04916810999474,"Male"
-2.15914539962927,-0.563037120163843,"Female"
-0.904717085141949,-0.791303562320181,"Male"
1.43316461254918,1.33177700672535,"Male"
-0.807523965964563,1.2264868907418,"Male"
0.203470356955268,1.04003038069393,"Male"
-0.976223486947821,1.85606300593709,"Male"
0.895894126701895,0.812258623474312,"Female"
2.42255063439544,0.465778419289248,"Female"
-1.21156817623049,1.20399441879471,"Female"
0.112971888512515,0.104756194246727,"Female"
0.0507646819080181,0.734941108774178,"Male"
-0.747795225398935,-1.44546964726158,"Male"
-0.958101104010401,2.73540489567224,"Male"
0.29324801557953,-0.310659871626025,"Female"
1.0851051713155,-1.96118125268173,"Male"
-0.618398525565791,-0.590225379811266,"Female"
-1.97295595182602,-0.644222902316419,"Male"
1.46147768912325,1.52959200627898,"Female"
0.455796138742242,-0.85893660691153,"Female"
-0.617388794433746,0.917863694591117,"Male"
0.17807887821549,-0.417759348837755,"Male"
-0.127975850762105,0.655277347152715,"Female"
-0.594447392600333,-1.77686332999151,"Male"
2.18626677523871,-0.129785023401574,"Male"
-0.622618088369118,-0.366317076057966,"Male"
3.28974153822826,1.00754389911337,"Female"
-2.05768919461534,0.181505955199748,"Male"
-1.74436455969918,-1.55494684146545,"Male"
0.138269280808169,0.610431569002298,"Male"
-0.107648515207865,0.881194020981793,"Male"
1.06289905456474,1.46371748528782,"Female"
-2.27852159428113,-1.13709558632064,"Male"
-0.0755241281720465,0.289758538484377,"Female"
0.421738442463682,-0.605792466426762,"Male"
0.738961978496327,1.74943342041894,"Male"
0.518914414738217,-0.456797658062846,"Male"
-0.825522453333216,-2.72856036359208,"Male"
1.15893972348724,1.15652978957233,"Female"
-2.41685859886018,-1.61577843652195,"Male"
0.894274135298799,1.26592863799804,"Female"
-0.809418815065184,0.102561340012866,"Male"
1.32329504655228,-1.19371471638125,"Male"
