"U","V","Sex"
1.48772671917457,0.32066972944814,"Female"
1.1325399804802,0.906172949843552,"Female"
-0.602789105643639,1.43220552562941,"Female"
1.07928557515127,-0.754092784312342,"Female"
-0.849224561114413,0.498598961234805,"Male"
-1.26785830236877,-0.795899042763757,"Male"
0.0123695332826838,0.16637782157496,"Female"
-0.427626703032475,0.504611054934852,"Male"
0.135922286830874,0.0266324364629369,"Female"
1.34371648590263,0.86569352691484,"Female"
0.644231358849029,-1.12509615348069,"Female"
1.53826210410918,-0.763001675421708,"Male"
0.761600508126145,-0.113648186986008,"Female"
0.508002954202899,-0.831701780697193,"Male"
-0.43126461714866,0.43933950799315,"Male"
-0.630862321669786,1.09813209941593,"Male"
0.484488802045617,0.473986508331269,"Female"
-2.01833794339191,0.18196790981752,"Male"
0.128147731789025,0.732425227401177,"Male"
-0.60732594259461,0.16952607507432,"Male"
-0.624849175706721,-1.35412808144818,"Male"
-1.59216295036922,1.76424090224023,"Female"
-0.189550667735734,-0.537866107689701,"Male"
1.61533344402622,0.737904276154299,"Male"
-0.966134549992741,0.396672851494955,"Male"
-0.789910384914911,-0.101441713010675,"Male"
0.562236866736001,1.4259135287312,"Male"
1.11104881909764,0.932869538176196,"Female"
2.80961754888724,1.26897240107816,"Female"
-1.67667797046638,0.367432942310647,"Female"
0.920323149825348,0.0944111929831184,"Female"
-0.0484116536280096,0.267682748729588,"Male"
-0.425304603499804,-1.73256884546796,"Male"
-0.491070157079905,1.28451027013497,"Male"
0.966689740180115,0.666674743331905,"Female"
1.65785478979493,-0.657166786198044,"Male"
-0.865142239248298,0.504039494072973,"Female"
-0.946136253184172,0.821067475902682,"Male"
0.945993299455101,-1.28130782576246,"Female"
0.986609611272924,-0.243571451295861,"Female"
-0.972670616811741,-0.598571420084566,"Male"
-0.475083409771524,0.0618032762249171,"Male"
1.02582144416455,-0.818760099586018,"Female"
-1.1293850289414,-2.21347628274964,"Male"
1.26443576352955,-0.2302378077177,"Male"
-0.508532091709117,0.507426867253504,"Male"
2.28781221717923,0.327158711025678,"Female"
-0.924147000354593,0.522496702016251,"Male"
-0.904264899541141,-0.924465147811431,"Male"
-0.165911944933949,-0.529258723409302,"Male"
-1.00697928901064,1.74051561330717,"Male"
0.607064383111192,0.0721962653759127,"Female"
-1.02941714713344,-0.655794720794443,"Male"
0.186647116783604,-0.801395822450622,"Female"
-0.0199468757226569,0.528547675222607,"Male"
0.53967795530743,1.27012864581661,"Male"
1.08117026263311,-1.03908054413793,"Male"
0.639291649111585,-1.34543003349243,"Male"
0.353988460263766,-0.225064412653236,"Female"
-1.89959962219158,-1.63459904626545,"Male"
1.23365612363118,0.967888266488188,"Female"
-0.762964308581641,0.180226329170511,"Male"
1.98732632711923,0.296537443922125,"Male"
0.998120627797618,-0.192342128192585,"Male"
0.232648764631399,-0.869438782481926,"Female"
1.00637633846357,0.754077084489107,"Female"
0.936578133026861,2.03903930672401,"Male"
1.75005696878006,-0.599227632544856,"Female"
0.219694241869603,0.453616070974966,"Male"
0.683048459136649,0.981922065758773,"Male"
0.999601571286421,0.412143400526604,"Female"
-0.360298612553581,-0.384120478187068,"Female"
1.03561097447096,1.41590515852693,"Male"
0.396308351392416,-1.64957298607075,"Male"
-1.24921595878242,-0.345559857816104,"Male"
-0.489960816185492,-1.91955676816591,"Female"
-1.81545587527184,-0.619176004672954,"Female"
-0.394956120343974,-0.987149903891337,"Male"
-1.15792634231239,-2.41396956262786,"Male"
1.06951686285908,1.090408254018,"Female"
0.184065104661668,0.38076588549728,"Female"
1.0433984669029,0.498181001446558,"Female"
-1.33103532409154,-2.01081261337517,"Male"
-1.42508912915519,1.75461927106998,"Male"
-0.400205558819309,-1.39705055830939,"Male"
-0.744879181813948,-1.81288032044627,"Male"
-1.15710665475168,-3.80826586830268,"Male"
-0.204991868991791,0.893917566538655,"Female"
-0.432751374472015,0.847249599227897,"Male"
-0.36507398970156,0.397494900244379,"Male"
-1.93140188312477,1.24323408416261,"Male"
-0.372389981784716,-0.555129256309782,"Male"
0.0248248670979356,-0.0468039942908448,"Male"
0.495301696886996,0.917986878309105,"Male"
-1.39171355683666,-1.80406503665078,"Male"
