"Math_Alone","Reading_Alone","Combined_Mode2"
0.372917231700155,0.398903065058249,0.387486193916643
0.381571367900262,0.398526383898656,0.393232314172875
0.426780043812889,0.43300425171743,0.434737195672154
0.453508235032238,0.48009321549039,0.472447646312284
0.346588971275197,0.381082004659033,0.363692061259867
0.392418645703155,0.42659067168116,0.412214529445683
0.384620790727726,0.421242189021548,0.407760077918636
0.373379174586547,0.393623378828412,0.387609965553006
0.382219496356173,0.415437144152569,0.403639557416257
0.374584660507594,0.392383672077682,0.38911914405722
0.278693893462883,0.354449847330581,0.310551808163924
0.318291401998819,0.391247525795937,0.351157941519471
0.247566582894171,0.38195051185342,0.306454212663758
0.196861402432283,0.353765435745749,0.264725128228147
0.529984020707677,0.523377896358467,0.53710672353214
0.492828162015735,0.490228827430748,0.499827331640334
0.546929063065636,0.500738124915219,0.53790150443901
0.520187071482778,0.506865439444875,0.52574233420479
0.55066778259761,0.572582817077783,0.57374918223685
0.51217889027422,0.516733350317615,0.524979865076172
0.619608824783912,0.56427558549966,0.61064849506075
0.598862827485096,0.522347593943436,0.57952888706994
0.484729581862936,0.456194387679289,0.479546999520208
0.50486046777318,0.479274259360626,0.50220205219676
0.470535133184137,0.483817720445118,0.486704663652382
0.477714658281588,0.502508856915839,0.498839224937546
0.491344900352232,0.565526659406312,0.537998772537702
0.460587447388292,0.533118028374752,0.505604290707132
0.569330765867713,0.542048583800332,0.571406662521617
0.560790641122333,0.545837567685237,0.568728351126276
0.61203811756999,0.547901518189857,0.599353912774055
0.616184258077425,0.534970923184775,0.595469698631854
0.590870981126992,0.524829743709174,0.577392550877081
0.607983259169823,0.508647356992735,0.578857210487119
0.634114727921523,0.572356880897732,0.624100507529658
0.619263570649496,0.522982023878001,0.592015206792165
0.575749451352828,0.514922057518015,0.562625495932264
0.546161126052361,0.476443592210129,0.527732292661518
0.620725912231626,0.560658461137815,0.612128306382665
0.580939037005946,0.50374019591409,0.56213116388365
0.381459632430523,0.466983446936066,0.431792799051262
0.336905259221084,0.409353454663153,0.38341382808302
0.589463956966486,0.565425871997809,0.595900019326502
0.57422471975443,0.527265410464057,0.56854335361997
0.651459850875817,0.663712272768238,0.682049582550768
0.62882839823099,0.647835068534888,0.66179085165292
0.379286223756018,0.454489039245345,0.42672135459212
0.341723402929185,0.46245838996705,0.408807182197891
0.612994231480786,0.560810395544763,0.611371455770404
0.580993763682302,0.521150286085059,0.575863521873685
0.609348818954291,0.54784675438444,0.598031137117508
0.591561044945919,0.522824218708871,0.57567927116859
0.535155670882248,0.516184811035025,0.540247858469518
0.54845523933395,0.51941491844636,0.54852516524776
0.475928783194974,0.492356023055864,0.494932499242195
0.469472615583808,0.517505113582788,0.501056863050311
0.42374113187403,0.444493286813772,0.444872477231368
0.410957108237459,0.453887494847163,0.437729684011404
0.255127386366637,0.312294683345035,0.284355041884313
0.238819617655918,0.27804207313507,0.257775016145821
0.551993568572608,0.498348292765475,0.543041126868163
0.556744839133449,0.478651853294176,0.536454166449321
0.563525015255914,0.537385363180748,0.566677752342117
0.564497382338068,0.5496586804231,0.572983363255784
0.371211384063522,0.30030841852889,0.348934074560268
0.424508510813713,0.340086138853056,0.399503278648162
0.345555818995955,0.350072239745729,0.356453021173834
0.320277694704533,0.327441470233254,0.330411171020794
0.30509758422751,0.331531314551196,0.316081574601327
0.317346695138809,0.352018729830062,0.332138406320539
0.542971216012973,0.422094734927247,0.503525537647463
0.594825775574639,0.380512152318171,0.515674871518137
0.592636186632218,0.483292483830977,0.560599396206454
0.497780749259928,0.37752877048103,0.452620451675667
0.523733078304851,0.494328229376178,0.52617827131105
0.423488391070804,0.263877403251028,0.35945477464773
0.38236274844882,0.383126310958275,0.386294501825573
0.380850562904385,0.354832714336881,0.370779183530754
0.415641737584466,0.406261786620758,0.418180850710241
0.443260113431334,0.364215720312342,0.416596385660959
0.400165079814267,0.42359488925939,0.417235553857099
0.440853209413653,0.410682551368289,0.435441138241887
0.302494889387551,0.353344966473293,0.324689603915123
0.274508044915059,0.288806562757255,0.276926932129766
0.429339639606035,0.472110009458718,0.459032943479303
0.47034324168555,0.473451016570475,0.480912611910658
0.394722489566528,0.42136310372923,0.413752664049156
0.443892494285109,0.417275241539498,0.440110458528827
0.39305085550673,0.373306989529644,0.392019648664479
0.257784927409446,0.197566059766595,0.227504595095535
0.383977462546151,0.376465041467252,0.384094180587682
0.437471426606665,0.428893865174938,0.438070852979371
0.277608500053794,0.311783996195375,0.288787601633775
0.244655698983163,0.234825148784603,0.233873043401466
0.281456462169026,0.335425940297234,0.306561012648706
0.220431575362445,0.181406925834071,0.197568314982811
0.431997001629889,0.432341804754231,0.438533146824217
0.46593861625993,0.449513295062605,0.465018797708989
0.367373978870012,0.371977039804558,0.374391819871003
0.436905455416586,0.398722468455514,0.426440591249351
0.319868839995465,0.373405263870307,0.349916659950154
0.389248385662108,0.369115266684243,0.388460484630952
0.413610007903255,0.419256752883876,0.422485752500387
0.390403075264104,0.348209670803028,0.376956080873081
0.607771437952721,0.545751625792912,0.595859934376861
0.619526490966543,0.623958911518542,0.638909806974433
0.535084405142661,0.495484371747837,0.532173366162539
0.602784799200333,0.570566736562462,0.604330354556756
0.289231886286434,0.333614161001512,0.309637748553009
0.221705180110185,0.227757407762576,0.226308370791577
0.357838348429825,0.297089057414579,0.343614496286216
0.272076332927531,0.217972850487461,0.257547520203218
0.556912390871911,0.453269652077183,0.534811525091375
0.485998555963979,0.404016361456613,0.469522029279887
0.278747936029901,0.324323507221042,0.304181873072142
0.157108250554015,0.158312525596955,0.160804609989814
0.330214679872741,0.388068406536992,0.358624201498234
0.274186088217028,0.285324510403374,0.28031269384348
0.550389041744227,0.503870746553234,0.547112762968257
0.550799778983007,0.531389090896172,0.563346358259075
0.485988212078034,0.466621412760399,0.492218193567202
0.539372942367646,0.514023592656981,0.54381858448543
0.483406156152681,0.482852468586468,0.498809844293732
0.59183525516913,0.521137168878579,0.57892615504872
0.345454995586439,0.366899232601666,0.358532385715281
0.291393989737653,0.271075760539496,0.281989565044059
0.327474235837934,0.365904276317828,0.35161081055953
0.33152734342751,0.369683180980794,0.353718583511349
0.47968425276107,0.479322702959701,0.492412626074817
0.442821050642867,0.4199777203722,0.441892777474674
0.314754446104481,0.331732881339665,0.324063698466431
0.275665469088805,0.249514664880827,0.263276496000545
0.445040773947566,0.467959703648835,0.46634770446206
0.483457914707461,0.463134686664889,0.485833771705385
0.307061674471628,0.362253661475979,0.336403726745891
0.468057198605817,0.541065245161087,0.513115432120115
0.406588783684559,0.451965368694612,0.434191660604796
0.402394030148588,0.443862827348673,0.427259220329701
0.401767984555355,0.398539960896116,0.404536926439568
