pid,visit,session,SFG_L_7_1,SFG_R_7_1,SFG_L_7_2,SFG_R_7_2,SFG_L_7_3,SFG_R_7_3,SFG_L_7_4,SFG_R_7_4,SFG_L_7_5,SFG_R_7_5,SFG_L_7_6,SFG_R_7_6,SFG_L_7_7,SFG_R_7_7,MFG_L_7_1,MFG_R_7_1,MFG_L_7_2,MFG_R_7_2,MFG_L_7_3,MFG_R_7_3,MFG_L_7_4,MFG_R_7_4,MFG_L_7_5,MFG_R_7_5,MFG_L_7_6,MFG_R_7_6,MFG_L_7_7,MFG_R_7_7,IFG_L_6_1,IFG_R_6_1,IFG_L_6_2,IFG_R_6_2,IFG_L_6_3,IFG_R_6_3,IFG_L_6_4,IFG_R_6_4,IFG_L_6_5,IFG_R_6_5,IFG_L_6_6,IFG_R_6_6,OrG_L_6_1,OrG_R_6_1,OrG_L_6_2,OrG_R_6_2,OrG_L_6_3,OrG_R_6_3,OrG_L_6_4,OrG_R_6_4,OrG_L_6_5,OrG_R_6_5,OrG_L_6_6,OrG_R_6_6,PrG_L_6_1,PrG_R_6_1,PrG_L_6_2,PrG_R_6_2,PrG_L_6_3,PrG_R_6_3,PrG_L_6_4,PrG_R_6_4,PrG_L_6_5,PrG_R_6_5,PrG_L_6_6,PrG_R_6_6,PCL_L_2_1,PCL_R_2_1,PCL_L_2_2,PCL_R_2_2,STG_L_6_1,STG_R_6_1,STG_L_6_2,STG_R_6_2,STG_L_6_3,STG_R_6_3,STG_L_6_4,STG_R_6_4,STG_L_6_5,STG_R_6_5,STG_L_6_6,STG_R_6_6,MTG_L_4_1,MTG_R_4_1,MTG_L_4_2,MTG_R_4_2,MTG_L_4_3,MTG_R_4_3,MTG_L_4_4,MTG_R_4_4,ITG_L_7_1,ITG_R_7_1,ITG_L_7_2,ITG_R_7_2,ITG_L_7_3,ITG_R_7_3,ITG_L_7_4,ITG_R_7_4,ITG_L_7_5,ITG_R_7_5,ITG_L_7_6,ITG_R_7_6,ITG_L_7_7,ITG_R_7_7,FuG_L_3_1,FuG_R_3_1,FuG_L_3_2,FuG_R_3_2,FuG_L_3_3,FuG_R_3_3,PhG_L_6_1,PhG_R_6_1,PhG_L_6_2,PhG_R_6_2,PhG_L_6_3,PhG_R_6_3,PhG_L_6_4,PhG_R_6_4,PhG_L_6_5,PhG_R_6_5,PhG_L_6_6,PhG_R_6_6,pSTS_L_2_1,pSTS_R_2_1,pSTS_L_2_2,pSTS_R_2_2,SPL_L_5_1,SPL_R_5_1,SPL_L_5_2,SPL_R_5_2,SPL_L_5_3,SPL_R_5_3,SPL_L_5_4,SPL_R_5_4,SPL_L_5_5,SPL_R_5_5,IPL_L_6_1,IPL_R_6_1,IPL_L_6_2,IPL_R_6_2,IPL_L_6_3,IPL_R_6_3,IPL_L_6_4,IPL_R_6_4,IPL_L_6_5,IPL_R_6_5,IPL_L_6_6,IPL_R_6_6,Pcun_L_4_1,Pcun_R_4_1,Pcun_L_4_2,Pcun_R_4_2,Pcun_L_4_3,Pcun_R_4_3,Pcun_L_4_4,Pcun_R_4_4,PoG_L_4_1,PoG_R_4_1,PoG_L_4_2,PoG_R_4_2,PoG_L_4_3,PoG_R_4_3,PoG_L_4_4,PoG_R_4_4,INS_L_6_1,INS_R_6_1,INS_L_6_2,INS_R_6_2,INS_L_6_3,INS_R_6_3,INS_L_6_4,INS_R_6_4,INS_L_6_5,INS_R_6_5,INS_L_6_6,INS_R_6_6,CG_L_7_1,CG_R_7_1,CG_L_7_2,CG_R_7_2,CG_L_7_3,CG_R_7_3,CG_L_7_4,CG_R_7_4,CG_L_7_5,CG_R_7_5,CG_L_7_6,CG_R_7_6,CG_L_7_7,CG_R_7_7,Cun_L_5_1,Cun_R_5_1,Cun_L_5_2,Cun_R_5_2,Cun_L_5_3,Cun_R_5_3,Cun_L_5_4,Cun_R_5_4,Cun_L_5_5,Cun_R_5_5,OcG_L_4_1,OcG_R_4_1,OcG_L_4_2,OcG_R_4_2,OcG_L_4_3,OcG_R_4_3,OcG_L_4_4,OcG_R_4_4,sOcG_L_2_1,sOcG_R_2_1,sOcG_L_2_2,sOcG_R_2_2,Amyg_L_2_1,Amyg_R_2_1,Amyg_L_2_2,Amyg_R_2_2,Hipp_L_2_1,Hipp_R_2_1,Hipp_L_2_2,Hipp_R_2_2
4,1,1,3127.289936,3821.873992,3523.8786,2719.623377,2696.359796,3421.96196,2495.849885,2299.771133,3265.763632,3212.589733,3232.529945,4526.428154,5045.981459,4528.643733,5088.077463,4688.165431,3985.826848,2912.378761,3798.610411,5001.669877,5203.287577,4701.458905,4293.792346,3691.154824,2778.336224,2619.922316,4308.19361,5692.930564,1802.373619,1885.457836,2108.123538,1694.918031,1851.11636,2087.075537,2056.057429,2098.153432,2761.719381,3054.175825,1673.87003,1534.288545,3567.082393,5218.796631,2758.396012,2251.028392,6088.411438,7488.657446,3846.245363,4671.548587,5588.798345,4985.053033,3051.960246,2471.478515,4489.871099,2467.047357,3723.280721,4664.90185,3236.961103,2960.013712,1209.706203,1930.877208,2146.896173,1954.140789,4545.260577,3978.072321,1643.959711,2078.21322,2643.185897,3291.242792,2316.387976,2216.686916,2056.057429,1617.372762,3827.41294,3298.997319,2715.192219,2608.844421,1899.859101,2643.185897,2731.809062,1362.581162,2148.003963,3416.423012,2829.294544,3762.053356,2565.640628,3643.519873,3571.513551,6280.059033,1149.885566,522.8766737,1303.868316,891.7705982,1683.840136,1333.778634,1637.312974,1785.756776,2092.614484,1527.641807,2356.2684,1774.67888,2452.646092,2761.719381,4246.157395,4579.602053,5798.170573,5093.616411,6123.860704,5677.42151,487.4274077,480.7806703,584.9128893,736.6800594,778.7760628,622.5777344,582.6973101,433.1457191,244.8214934,518.4455155,805.3630123,816.4409079,1778.002249,1722.61277,1643.959711,1234.077573,1864.409835,2749.533695,2323.034714,2565.640628,2280.93871,1665.007713,2377.316402,2217.794705,1907.613627,2242.166075,5430.384438,5675.205931,3883.910208,5209.934315,4437.804989,4444.451727,5012.747773,5964.339007,7792.191786,6282.274612,5222.12,6046.315435,2679.742953,2392.825456,2900.193076,3318.937531,4682.626483,5761.613517,4020.168324,4720.291328,4540.829419,4495.410047,3127.289936,2900.193076,3694.478193,3457.411226,3364.356903,2366.238507,1617.372762,1168.717989,1119.975248,978.1781841,1405.784955,1094.496088,1236.293152,1358.150004,1322.700738,1095.603878,1951.92521,1462.282223,2318.603555,2039.440585,1076.771455,1882.134468,4026.815061,3188.218362,1902.07468,1609.618235,2888.007391,2198.962283,3952.593161,3506.153967,5604.307399,3358.817955,2987.708451,3458.519016,4905.292185,5252.030318,3593.669342,3464.057963,5134.604624,5501.28297,6025.267433,5943.291005,4674.871956,4883.136394,4589.572159,4315.948137,5756.074569,5140.143572,6298.891455,5563.319185,3483.998176,3958.132109,2844.803598,4051.186432,614.8232075,978.1781841,249.2526517,446.4391939,3012.079822,2409.442299,3857.323258,3831.844098
6,1,1,2554.706254,2969.042828,2638.902991,2007.427464,1948.711319,2332.028042,2068.359313,1913.260061,2712.02121,2645.550102,2595.696771,3333.526071,3838.706492,3376.732291,3472.007546,3221.633039,2699.83484,1855.651767,2309.871006,3023.327566,3117.494969,2861.581203,3144.083412,2454.999592,2115.996941,1826.847621,2630.040177,3408.859993,1144.410911,1177.646465,1252.980387,1082.37121,1238.578314,1516.649116,1275.137423,1423.589565,2076.114276,2584.618253,1264.058905,1095.665432,2478.26448,3642.616723,1726.033107,1598.630149,3398.889327,4683.997416,2745.256764,3043.268899,3518.537321,3212.770224,1949.819171,1800.259177,2644.44225,1516.649116,2394.067743,3217.201631,2122.644052,1918.79932,849.7223317,1327.206458,1626.326445,1477.874303,2696.511285,2260.017675,1234.146907,1478.982155,2008.535316,2467.185962,1915.475765,1846.788953,1545.453263,1466.795785,2913.650238,2712.02121,2009.643168,2406.254113,1662.885554,2183.575901,2258.909823,1151.058022,1641.83637,2538.088477,2258.909823,2846.071278,1970.868355,2684.324915,2807.296465,4624.173419,869.6636641,413.2287219,1003.713732,717.8879673,1281.784534,1072.400544,1400.324677,1343.824235,1586.44378,1223.068389,1864.514582,1258.519646,2206.840788,2243.399898,3216.09378,3714.62709,4166.630625,3881.912712,4500.094017,4528.898164,384.4245751,339.0026512,476.3762746,577.1907885,615.9656016,545.0630863,473.0527192,358.9439837,179.4719918,406.5816111,541.7395309,605.9949354,1285.10809,1190.940687,1241.901869,970.4781781,1342.716383,1877.808803,1654.02274,1790.288511,1410.295343,1120.038171,1569.826003,1617.46363,1247.441128,1504.462746,3362.330217,4055.845445,2281.066859,3518.537321,3179.53467,3242.682223,3530.723691,4148.904996,4950.989701,4609.771346,3966.109449,4521.143202,2101.594867,1875.5931,2333.135894,2651.089361,3053.239565,3720.166349,2894.816757,3479.762508,3036.621788,3014.464752,2269.988341,2236.752787,2461.646703,2308.763154,2426.195445,1634.081407,1221.960537,977.1252889,841.9673691,743.3685588,1018.115806,929.4876614,921.7326988,1059.106322,1065.753433,938.3504758,1528.835486,1153.273725,1723.817403,1484.521414,588.2693066,1152.165873,2957.96431,2155.879606,1298.402311,1050.243508,2005.211761,1437.991638,2658.844323,2279.959007,3331.310367,2358.616485,2238.968491,2648.873657,2973.474235,3231.603705,2233.429232,2277.743304,3720.166349,4269.660843,3748.970496,3701.332869,2817.267131,3099.76934,2761.874541,3226.064446,3784.421754,3987.158633,4761.547043,4212.052549,2275.5276,2548.059143,1728.24881,2260.017675,429.846499,653.6325628,157.3149558,293.5807274,2069.467165,1784.749252,2825.022094,3237.142964
15,1,1,2922.513052,3648.155982,3154.054079,2448.352481,2587.941808,3162.916893,2298.792488,2029.5845,3033.298232,2795.110095,3165.132597,4630.82053,5152.618728,4600.908531,4403.710911,3849.78501,3335.741774,2382.989225,3126.357784,4143.365737,3674.744425,3351.251699,3439.879843,2796.217947,2296.576784,2248.939157,3301.398368,4357.181135,1482.30571,1584.228076,1360.442012,1159.920836,1177.646465,1537.6983,1254.088239,1439.09949,1936.524949,2550.274847,1280.676682,1182.077872,2764.090245,3842.030047,1953.142726,1740.43518,4444.701427,5688.819,3134.112746,3698.009313,3897.422637,3512.998062,2062.820054,1917.691468,3497.488137,2101.594867,2791.78654,3735.676274,2654.412916,2392.959891,936.1347722,1649.591332,1788.072808,1418.050306,3527.400136,3016.680455,1368.196975,1722.709551,2338.675153,3015.572603,2781.815873,2993.415567,1822.416213,1358.226309,3298.074813,2727.531135,2380.773521,2287.71397,2017.39813,2748.580319,2576.86329,1195.372094,1768.131475,2776.276614,2576.86329,3828.735826,2134.830421,2992.307716,2967.934976,5384.159755,1073.508396,498.5333106,1156.597281,816.4867777,1661.777702,1463.47223,1519.972672,1591.983039,1690.581849,1371.52053,2104.918423,1525.511931,2495.990109,2738.609653,4048.090482,4442.485724,4538.86883,4218.69966,5087.255472,4960.960367,497.4254588,463.082053,550.6023453,652.524711,654.7404146,530.6610129,602.67138,423.1993881,280.2865058,592.7007138,562.7887151,694.6230795,1519.972672,1472.335044,1405.863936,1074.616247,1497.815636,2110.457682,1826.847621,1981.946873,1917.691468,1336.069273,1748.190143,1844.573249,1670.640517,1758.160809,4275.200102,5254.541094,3231.603705,4332.808395,3922.903229,4035.904113,4566.565126,5278.913834,6746.817471,5784.094255,4390.416689,5101.657546,1928.769986,1794.719918,2303.223895,2747.472468,3491.948878,4644.114752,2976.79779,3589.439837,3741.215533,4033.688409,2551.382699,2386.31278,3077.612304,3156.269782,2893.708905,1918.79932,1206.450612,875.2029231,1032.517879,991.5273623,1082.37121,937.242624,1044.704249,1138.871652,992.6352141,812.0553704,1550.992522,1083.479062,1729.356662,1652.914888,642.5540448,1236.36261,3243.790075,2635.579436,1521.080523,1267.382461,2225.674269,1604.169408,2900.356016,2709.805506,3999.345003,2573.539735,2324.273079,2762.982393,3178.426818,3510.782359,2517.039293,2427.303297,3980.511523,4603.124235,4453.564242,4521.143202,3372.300884,3875.265601,3621.567539,3719.058497,4418.112984,4763.762746,5066.206288,4877.871482,2545.84344,3016.680455,2348.645819,3238.250816,593.8085656,871.8793677,240.4038409,434.2779062,2559.137661,2053.95724,3116.387117,3203.90741
16,1,1,2580.185125,3048.806125,2703.156593,2109.348424,2018.504637,2585.724381,2025.151743,1801.365828,2602.342147,2387.41904,2529.223977,3676.957678,4135.608018,3590.545295,3760.046507,3336.847401,2893.706976,2066.142232,2723.097913,3397.77921,3310.258976,3197.258167,3241.57221,2572.430168,2264.447572,1957.572828,2864.902849,3835.38038,1146.62585,1310.587807,1279.567978,1193.155595,1184.292786,1656.237339,1231.930382,1452.392743,1969.75919,2486.017785,1254.087403,1193.155595,2501.5277,3775.556422,1864.513339,1578.687765,4066.921252,5334.302868,2935.805317,3488.622997,3816.546912,3484.191593,1902.180275,1736.002616,3185.071806,1847.895573,2624.499168,3340.170955,2069.465785,2025.151743,755.5544249,1254.087403,1770.345998,1549.883637,3095.33587,2905.893338,1230.822531,1587.550573,1887.778211,2378.556232,2365.262019,2041.769509,1583.119169,1502.246041,3083.149508,2667.705359,1884.454658,2368.585572,1810.228637,2121.534785,2216.809977,1128.900233,1636.29602,2407.36036,2192.437253,2806.186742,2072.789339,2733.068572,2605.6657,4590.934805,932.8105949,381.1007656,1067.968425,757.770127,1268.489467,1090.125446,1149.949403,1176.537829,1629.648913,1190.939893,1865.62119,1382.598126,2156.986019,2253.369062,3394.455657,3608.270912,4722.769081,4168.84355,5048.477293,4780.377336,420.9834039,401.0420848,497.4251272,555.0333825,641.4457654,479.6995102,541.7391697,377.7772124,240.4036806,434.2776166,600.4552761,656.9556803,1318.342765,1375.95102,1213.096914,1038.056446,1324.989871,1860.081935,1527.726616,1719.38485,1485.628275,1139.978744,1495.598935,1463.471254,1354.90185,1513.324552,3525.182082,4069.136954,2653.303296,3299.180465,3059.884636,3265.944933,3743.428741,4399.276571,5934.758144,4839.093443,3719.056018,5409.63674,1947.602169,1782.53236,2272.20253,2587.940083,2929.15821,3997.126635,2916.971849,3454.279614,3231.60155,3469.789529,2338.673594,2658.842551,2410.683913,2613.420657,2262.23187,1557.638594,1286.215084,950.5362119,1038.056446,869.6630843,1121.145276,943.8891056,1060.213467,1053.566361,1227.498978,994.8502545,1867.836892,1256.303105,1723.816254,1599.736935,651.416425,1311.695658,2888.167721,2651.087593,1415.833658,1153.272956,2002.994722,1559.854297,2808.402444,2600.126445,3530.721337,2727.529317,2210.16287,2575.753721,2870.442104,3310.258976,2423.978126,2337.565743,4112.343145,4555.48357,3682.496933,4166.627847,3289.209806,2972.364402,3074.286699,3076.502402,4420.325741,4061.381996,4542.189358,4123.421656,2158.09387,2388.526892,1714.953445,2420.654572,536.1999144,768.8486376,223.7859147,364.4829997,2377.448381,1679.502211,3044.374721,3056.561082
18,1,1,2427.306533,2794.005969,2579.082433,1921.017585,2109.352642,2437.277213,1711.633315,1641.838559,2350.864657,2304.334819,2534.768301,3472.012175,3815.446691,3260.412199,3268.167172,3028.870864,2410.688734,1632.975733,2333.139005,3035.517983,2795.113822,2520.366209,2777.388169,2264.452101,1761.486713,1556.533856,2601.239498,3344.609048,1114.500398,1045.813495,1133.333904,904.0082753,1020.33287,1227.501433,1115.608252,1152.16741,1953.14533,2178.039546,1064.647001,927.2731942,2269.991368,3302.510623,1467.905594,1286.217656,3287.000678,4336.137732,2638.90651,3268.167172,3176.21535,2919.193389,1760.37886,1534.376791,2571.32746,1536.592497,1915.478319,2632.25939,1739.329647,1590.877308,699.0554188,1225.285726,1554.31815,1312.806135,2620.073004,2107.136936,1103.421865,1326.100374,1795.830165,2263.344248,1716.064729,1806.908697,1532.161084,1210.883633,2797.329528,2363.051043,1906.615492,1958.684597,1352.688853,2002.998728,2067.254218,931.7046073,1385.924451,2269.991368,2020.72438,2867.124285,1782.535925,2417.335854,2495.993437,4009.321015,784.3601212,401.0428868,894.0375958,584.9465311,1199.805101,1135.549611,1252.982058,1336.071054,1334.963201,1057.999881,1620.789347,1228.609286,1936.527531,2276.638487,2980.125319,3565.07185,3513.002746,3237.14728,3953.928351,3813.230985,360.0523155,393.2879139,468.6219368,642.5549016,537.3088401,484.1318827,501.8575352,409.9057131,196.0900303,395.5036204,483.0240295,624.8292491,1245.227085,1112.284692,1069.078414,881.8512097,1307.266869,1733.790381,1669.534891,1618.57364,1305.051162,1024.764283,1346.041733,1392.571571,1126.686784,1358.22812,3437.668723,3641.513727,2363.051043,3224.960894,3057.675049,3107.528446,3406.648832,3952.820498,4793.681136,4144.479115,3631.543047,4196.548219,1995.243755,1721.603995,2103.813376,2340.893978,3003.390238,3756.730468,3033.302277,3417.727364,2687.652054,2797.329528,2194.657345,2114.891909,2220.13797,2250.050009,2060.607098,1443.532822,1165.461649,933.9203138,812.0564532,726.7517507,1091.235479,879.6355032,851.9391712,970.479472,1008.146483,918.4103679,1490.06266,1121.147518,1600.847988,1524.406111,530.6617204,973.8030319,2561.35678,2072.793484,1258.521324,1136.657464,1689.47625,1257.413471,2441.708626,2110.460496,2850.506486,2024.04794,1950.929624,2231.216503,2867.124285,2823.918007,2325.384032,2152.55892,2930.271922,3736.789109,3287.000678,3419.943071,3026.655157,2626.720123,2725.319065,2599.023792,4008.213162,3720.171309,4064.713679,3501.924214,2489.346317,2212.382997,2119.323322,2240.079329,427.6313655,600.456477,166.1779918,340.1109565,1990.812342,1726.035408,2428.414387,2909.22271
19,1,1,2519.108428,3251.355865,2637.641674,2284.25751,2180.1255,2760.60607,1871.05283,1916.472111,2568.958859,2598.869117,2767.252794,4024.591433,4688.156054,4160.849277,3829.62086,3667.883907,2965.546729,2028.358633,2962.223367,3852.884394,3579.260919,3262.433738,3131.714831,2624.348226,2267.6407,2144.676305,3509.470317,4062.256203,1309.404645,1338.207116,1407.997719,1071.230365,1221.889444,1489.973982,1289.464472,1304.973495,1900.963088,2166.832052,1209.703783,1106.67956,2962.223367,3818.542987,1709.315877,1536.501051,3797.495027,4924.114759,2971.085666,3405.338306,3734.351148,3171.595176,1885.454065,1718.178176,3203.721009,1756.950733,2598.869117,3245.816928,2472.581359,2085.963575,821.9782118,1577.489183,1658.357659,1376.979673,3123.96032,2655.366272,1295.003409,1657.249872,2042.759869,2665.336358,2048.298805,2006.202886,1539.824413,1156.529991,2880.247103,2525.755152,2070.454552,1936.412283,1581.920332,2166.832052,2308.628832,1039.104532,1709.315877,2510.246129,2464.826848,3109.559084,1990.693863,2588.899031,2927.881959,4708.096227,1076.769302,426.4981288,1131.050882,748.8642469,1422.398954,1215.24272,1419.075592,1388.057546,1651.710935,1188.655824,2149.107454,1482.219471,2401.682969,2628.779375,3726.596637,3872.824567,4422.287091,4113.214421,5057.049241,4802.258151,541.7080129,384.4022096,514.0133292,625.8998513,605.959679,523.9834153,588.2350815,361.1386753,268.0845381,415.4202553,546.1391623,667.9957705,1353.716139,1396.919845,1225.212806,905.0622628,1624.016251,2317.491131,1980.723777,2123.628345,1889.885215,1464.494873,1773.567543,1840.034784,1604.076079,1904.28645,4037.884881,4402.346919,3313.391956,4156.418127,4158.633702,3934.860658,4280.49031,4486.538757,6036.333256,4784.533553,3928.213934,4602.856428,2408.329693,2160.185327,2531.294089,2993.241413,3587.015431,4402.346919,3496.176868,4324.801804,3799.710602,3626.895775,2390.605096,2340.754665,3179.349687,2803.809776,2493.629319,1828.956911,1228.536168,936.0803086,889.55324,829.7327232,988.1463139,816.439275,989.2541012,1150.991054,1144.34433,937.1880959,1585.243694,1157.637778,1946.382369,1801.262227,804.2536142,1411.321081,3507.254742,3026.475033,1399.13542,1204.164847,2266.532913,1777.998693,3109.559084,2746.204834,4164.172639,2858.091356,2166.832052,2609.946991,3202.613221,3357.70345,2461.503486,2264.317338,3886.118015,4444.442838,3855.099969,4106.567697,3178.2419,3345.517789,3241.385779,3254.679227,4123.184507,3557.105173,4592.886342,4160.849277,2504.707192,2728.480237,1912.040962,2933.420896,500.719881,749.9720342,200.5095099,383.2944222,2447.10225,2002.879524,2992.133625,3342.194427
21,1,1,2780.548096,3270.19043,3104.022217,2198.959351,2403.900146,2812.67395,2337.432861,1999.557495,2969.979858,2720.727539,2861.416626,3865.072632,4524.206543,3916.030884,4345.852661,3602.526855,3121.746826,2296.444702,3049.740601,3584.802246,4052.288818,3394.262695,3674.533081,2984.381104,2287.582397,2061.593628,3466.268921,4281.600952,1452.310181,1525.424194,1574.16687,1162.069702,1293.896484,1627.340698,1532.070923,1507.699585,2266.534424,2438.241577,1390.274048,1291.680908,2987.704468,4083.306885,2028.359985,1681.622314,4471.032715,5563.311768,3435.250854,3889.44397,4723.608398,4055.612183,2311.953735,1833.389282,3352.166748,1955.245972,2665.338135,3409.771729,2539.050293,2188.989258,989.2547607,1502.160645,2015.066528,1678.29895,3327.79541,3000.997925,1527.639771,1782.43103,2284.259033,2811.566162,2320.81604,2061.593628,1823.419189,1535.394287,3372.106934,2871.386719,2163.510132,2526.864624,1834.49707,2195.635986,2333.001709,1093.386841,1843.359375,2704.110718,2444.888306,2995.458984,2370.666504,3281.268311,2800.488281,4848.788452,1056.829834,430.9295654,1272.848511,852.9968262,1520.993042,1301.651001,1441.2323,1437.908936,1858.868408,1373.657227,2087.072754,1573.059082,2417.193604,2623.242188,3865.072632,4210.702515,5203.28064,4348.068237,5706.216431,5300.765991,447.5463867,414.3127441,579.3731689,651.3793945,692.3675537,598.2055664,589.3432617,395.4803467,225.9887695,414.3127441,641.4093018,783.2061768,1326.022339,1604.077148,1290.57312,1219.674683,1683.837891,2316.384888,1881.02417,2033.898926,1964.108276,1373.657227,2021.713257,1982.940674,1549.795532,1785.754395,3978.067017,4907.501221,3242.495728,4304.864502,3901.629639,4163.067627,4537.5,5197.741699,7027.807617,5939.959717,4743.548584,5937.744141,2349.61853,2111.444092,2856.985474,3191.537476,3547.137451,4571.841431,3582.58667,4214.025879,3505.041504,3695.581055,3016.506958,2812.67395,2881.356812,2895.758057,2884.680176,1977.401733,1454.525757,1157.63855,1012.518311,835.2722168,1187.548828,835.2722168,1042.428589,1098.925781,1340.423584,1104.464722,1856.652832,1204.165649,2035.006714,1835.604858,716.7388916,1436.801147,3616.928101,2752.853394,1585.244751,1426.831055,2309.738159,1641.741943,3122.854614,2665.338135,4558.547974,2864.73999,2484.768677,2992.13562,3423.065186,3745.431519,2640.966797,2666.445923,4523.098755,5043.759155,4240.612793,4513.128662,3373.214722,3582.58667,3668.994141,3443.005371,4630.554199,4580.703735,5407.113647,4794.506836,2401.68457,2691.925049,2072.671509,2679.73938,555.0018311,837.487793,214.9108887,356.7077637,2452.642822,2025.036621,3130.609131,3616.928101
22,1,1,2556.918548,3155.157724,2942.450461,2308.760076,2282.171668,2880.410843,2197.975043,1716.060152,2623.389568,2454.996319,2890.381496,3942.839304,4393.734386,3661.445322,4161.085818,3842.024925,3202.795288,2174.710187,2700.939091,4019.280977,3713.514287,3719.053539,3682.494478,3094.225956,2612.311065,1989.699182,3007.81363,4410.352141,1310.586934,1517.754944,1373.734402,1238.576663,1198.694051,1702.765948,1321.665437,1538.8041,1959.787224,2645.546574,1223.066758,1244.115914,2677.674234,3608.268506,1882.237701,1673.96184,4402.597189,5415.172385,2965.715318,3443.198808,3908.495944,3439.875257,2068.356555,1805.796029,3398.884795,1839.031538,3246.00145,3346.81583,3120.814364,2366.368293,1033.624353,1373.734402,1701.658098,1680.608942,3108.62801,2805.077021,1387.028606,1723.815105,2281.063818,2633.360221,2252.259709,2185.78869,1720.491554,1404.754211,3107.52016,2949.097563,2380.770347,2227.887002,1857.864994,2433.947162,2369.691844,1156.595739,1763.697716,2951.313264,2502.633883,3268.158457,2224.563451,3160.696975,2952.421114,5180.308116,1107.850324,434.2773271,1116.713127,747.7989689,1485.627285,1235.253112,1482.303734,1464.578129,1710.520901,1384.812905,2077.219358,1475.656632,2340.887735,2646.654425,3942.839304,4208.723382,4956.522351,3890.770339,5414.064535,4907.776937,457.5421839,471.9442381,591.5920732,747.7989689,746.6911186,611.533379,623.7197326,433.1694768,231.5407178,464.1892859,645.8767391,730.0733637,1525.509897,1505.568591,1413.617014,1214.203955,1789.178274,2366.368293,2113.778419,2201.298594,2101.592065,1577.578862,2210.161397,2083.86646,1852.325742,2091.621412,4325.047666,5488.290507,3568.385895,4610.87305,4529.999976,4572.098288,5265.612591,6460.983091,6838.760052,6415.561228,4503.411568,5889.332324,2345.319137,2103.807766,2688.752737,2993.411576,3920.682298,4721.658082,3462.032263,4310.645612,3825.40717,4000.447521,2570.212752,2685.429186,3643.719717,3223.844444,3380.051339,1949.816571,1485.627285,1082.369767,939.457075,787.6815806,1075.722665,929.4864221,1023.6537,1151.056487,1301.724131,1026.977251,1718.275853,1282.890676,2069.464406,1892.208354,769.9559754,1477.872333,3672.523825,2798.429919,1597.520168,1454.607476,2302.112974,1712.736601,2988.980175,2679.889934,4496.764466,2741.929553,2258.906811,2685.429186,3659.229621,3845.348476,2636.683772,2690.968438,4430.293447,4693.961824,4485.685963,4524.460724,3649.258968,3982.721916,3459.816563,3724.59279,4521.137173,4512.274371,5158.15111,4419.214944,2862.685238,3290.315463,2481.584726,3185.069682,570.542917,827.5641922,206.0601603,418.7674226,2791.782817,2247.828308,3484.18927,3532.934684
23,1,1,2545.850229,2986.776421,2708.704878,2108.2476,2147.022517,2606.78224,2014.079946,1772.567609,2694.302766,2510.398876,2659.959268,3785.5397,4174.396719,3703.558448,3803.265376,3421.055486,2789.578275,2063.93341,2631.155045,3467.585385,3387.819843,3169.572456,3021.119919,2595.703693,2245.62159,1984.167867,2888.177348,3788.863265,1312.807886,1450.181875,1351.582802,1143.306108,1289.542936,1586.44801,1350.474947,1525.515999,1883.353085,2511.506731,1299.513628,1208.669538,2522.585279,3654.812839,1723.822,1758.165497,3753.411912,4963.189306,2664.390687,3146.307506,3942.855076,3608.282939,1926.55942,1939.853677,3151.84678,1769.244045,2565.791614,3172.89602,2182.473869,1949.82437,775.498329,1307.268612,1730.469128,1492.280356,3061.00269,2731.969828,1301.729338,1604.173686,2075.011957,2631.155045,2081.659086,1953.147934,1730.469128,1539.91811,2831.676756,2796.225403,2022.942784,2070.580538,1572.045898,2129.29684,2135.943969,1071.295549,1605.281541,2294.367199,2257.807992,2807.303951,2066.149119,2630.04719,2715.352006,4479.056777,981.5593136,401.0434216,1084.589806,720.1055912,1354.906366,1107.854756,1303.945047,1248.55231,1734.900547,1153.276801,1926.55942,1311.700031,2084.98265,2204.630964,3478.663933,3658.136403,4146.700351,4062.503389,4700.627728,4564.361594,443.1419023,389.964874,514.0446066,558.3587969,629.2615012,505.1817686,553.9273779,372.2391979,221.5709511,437.6026285,547.2802493,695.7327866,1361.553495,1370.416333,1256.307293,939.4608328,1529.947418,2046.207734,1780.322592,1883.353085,1688.370648,1183.188879,1914.373018,1621.899362,1596.418703,1739.331966,3780.000426,4268.564374,3069.865528,3896.325176,3559.53733,3572.831587,4202.093088,4846.864556,5760.84473,5011.934915,4438.066151,5548.136617,2163.640338,1956.471499,2495.996765,2904.795169,3097.561897,4346.114207,3394.466971,4212.063781,3217.210211,3107.53259,2674.36138,2666.606397,2501.536038,2476.055379,2422.878351,1737.116257,1318.347159,1046.922744,879.636676,817.5968097,925.058721,861.9109999,960.5100732,1073.511258,1147.737527,1003.716409,1556.535932,1169.894622,2046.207734,1857.872425,696.8406413,1387.034154,3233.828032,2692.087056,1277.356533,1203.130265,2261.131556,1606.389396,2923.6287,2677.684945,4004.894942,2796.225403,2156.993209,2543.634519,2950.217214,3260.416546,2191.336707,2234.543042,3654.812839,4263.0251,3929.560818,3996.032104,2866.020253,3216.102356,2764.097615,3066.541964,3789.971119,3986.061411,4428.095459,4442.49757,2051.747008,2523.693133,1831.283911,2682.116364,546.1723946,814.2732454,209.3845488,396.6120025,2398.505546,1933.206549,2945.785795,3105.31688
