"ROI","BN_ID","Shirer_network","bmap","NMDA"
65,65,"vDMN",0.683469555315708,6.30235917892844
103,103,"vDMN",0.604061667691447,6.58174008271942
104,104,"vDMN",0.619040578107467,6.2953035275284
111,111,"vDMN",0.629429283620283,4.74771635242502
112,112,"vDMN",0.619304462607801,5.18542420319724
113,113,"vDMN",0.686974999309354,6.31424114804879
114,114,"vDMN",0.638935560236274,6.43793952572459
119,119,"vDMN",0.631644672408644,5.6935121527663
125,125,"vDMN",0.532520724153305,6.3750345262307
126,126,"vDMN",0.549129453006482,6.02337161592563
127,127,"vDMN",0.539912188269545,6.21501103233389
135,135,"vDMN",0.485048775029583,5.78238764755897
136,136,"vDMN",0.488066062023964,5.69539348405776
147,147,"vDMN",0.638672345247785,6.38226881506139
148,148,"vDMN",0.623085899931003,6.55698457866386
149,149,"vDMN",0.691797946360829,6.85594796162516
150,150,"vDMN",0.726240066078751,6.48102767689376
181,181,"vDMN",0.642933586092331,6.05285507068789
182,182,"vDMN",0.64371448553934,6.05458171630837
