"ROI","BN_ID","Shirer_network","bmap","NMDA"
4,4,"RECN",0.551916360356705,6.40966066512317
16,16,"RECN",0.487375570893014,6.60930031875471
18,18,"RECN",0.552532500392574,6.45987542780764
22,22,"RECN",0.535757803303889,6.2168892217859
24,24,"RECN",0.539099153737633,5.92578397777598
26,26,"RECN",0.537498949632669,6.44371939620481
28,28,"RECN",0.538028206594296,5.36427862854123
32,32,"RECN",0.534687365523321,6.36167015994687
34,34,"RECN",0.6191601057532,5.48057871881068
44,44,"RECN",0.549946004400995,6.18540936062179
52,52,"RECN",0.599766561552555,6.60019601688545
138,138,"RECN",0.449992331361391,6.25167742622979
142,142,"RECN",0.486161381634129,5.3498575484844
