"ROI","BN_ID","Shirer_network","bmap","NMDA"
25,25,"Visuospatial",0.53433918914286,6.5356464672857
29,29,"Visuospatial",0.576255969641838,6.7955886316221
30,30,"Visuospatial",0.575418587243686,6.86138871867372
31,31,"Visuospatial",0.522235286424813,6.43960701741268
40,40,"Visuospatial",0.648201140019651,6.4280632770542
63,63,"Visuospatial",0.617545564026825,6.50180320857678
64,64,"Visuospatial",0.620151466995625,6.40597198070481
91,91,"Visuospatial",0.484754823594963,6.30743010654652
92,92,"Visuospatial",0.446706844787025,5.34196452247571
97,97,"Visuospatial",0.477628513874594,6.31432068967732
98,98,"Visuospatial",0.491449383390931,6.16293812303266
107,107,"Visuospatial",0.569504583289061,6.78016966234663
108,108,"Visuospatial",0.576126971092474,6.6326384995715
128,128,"Visuospatial",0.524399837261525,5.9083394311765
129,129,"Visuospatial",0.506508615707608,6.46143435332536
130,130,"Visuospatial",0.555122544615684,6.11859769900602
133,133,"Visuospatial",0.53545192655894,6.57276598743075
134,134,"Visuospatial",0.547101805249101,6.33143653114921
139,139,"Visuospatial",0.465002601707415,6.3750306670115
140,140,"Visuospatial",0.49966369625594,6.39253368977396
159,159,"Visuospatial",0.527677123784161,6.17497035714132
160,160,"Visuospatial",0.612249005776475,5.97882076340086
209,209,"Visuospatial",0.516874309620644,6.73162611366936
210,210,"Visuospatial",0.487723051991224,6.52583311742698
