"brain","beh"
-1.12854060211985,-1.33398142425534
-1.17388954095148,-0.520262344396363
0.513180291308448,-1.74811307927445
-1.07957155130102,-0.0258332492025779
0.264596134408665,-0.706043170190065
1.32028176098957,0.803714041028983
-0.473027323334982,0.714896942962373
1.15445624925585,0.549688765448878
-0.158063569579855,0.58019415892557
-0.324946296255295,0.615995005600363
-0.506965771740615,0.172712021015962
-1.18841603886106,0.739465737902159
-0.201163917231506,1.85811850709667
1.02850207342111,0.818563640373557
0.768097904115632,0.631402675898098
1.24177681948449,0.928488959130821
-0.688888221889526,0.962376152182595
0.479842989000275,0.349718205246857
1.04896770821535,-1.20017188275976
0.15960125034164,-0.632222582034374
0.235310481659014,1.04916810999474
2.15914539962927,0.563037120163843
0.904717085141949,0.791303562320181
-1.43316461254918,-1.33177700672535
0.807523965964563,-1.2264868907418
-0.203470356955268,-1.04003038069393
0.976223486947821,-1.85606300593709
-0.895894126701895,-0.812258623474312
-2.42255063439544,-0.465778419289248
1.21156817623049,-1.20399441879471
-0.112971888512515,-0.104756194246727
-0.0507646819080181,-0.734941108774178
0.747795225398935,1.44546964726158
0.958101104010401,-2.73540489567224
-0.29324801557953,0.310659871626025
-1.0851051713155,1.96118125268173
0.618398525565791,0.590225379811266
1.97295595182602,0.644222902316419
-1.46147768912325,-1.52959200627898
-0.455796138742242,0.85893660691153
0.617388794433746,-0.917863694591117
-0.17807887821549,0.417759348837755
0.127975850762105,-0.655277347152715
0.594447392600333,1.77686332999151
-2.18626677523871,0.129785023401574
0.622618088369118,0.366317076057966
-3.28974153822826,-1.00754389911337
2.05768919461534,-0.181505955199748
1.74436455969918,1.55494684146545
-0.138269280808169,-0.610431569002298
0.107648515207865,-0.881194020981793
-1.06289905456474,-1.46371748528782
2.27852159428113,1.13709558632064
0.0755241281720465,-0.289758538484377
-0.421738442463682,0.605792466426762
-0.738961978496327,-1.74943342041894
-0.518914414738217,0.456797658062846
0.825522453333216,2.72856036359208
-1.15893972348724,-1.15652978957233
2.41685859886018,1.61577843652195
-0.894274135298799,-1.26592863799804
0.809418815065184,-0.102561340012866
-1.32329504655228,1.19371471638125
-1.16923809862044,-1.30338604233409
0.407249370548983,1.75228199694554
-0.451399289629905,-0.981440113677413
-0.792549812620491,0.283115534537518
-1.51830827970321,-0.750246156089556
0.032119015844827,0.227022216000619
-1.32396320038093,-0.918606006827233
-1.9103902429249,0.864200835925897
-0.302749339772294,0.228723558945974
-0.380514530837465,-0.145449930226453
