ROI_ID,Original_xloading_m2,Sign_oriented_value_used_for_NIfTI
1,-0.585068850280572,0.585068850280572
2,-0.62304008436535,0.62304008436535
3,-0.57129776124816,0.57129776124816
4,-0.572221669687261,0.572221669687261
5,-0.597444069868475,0.597444069868475
6,-0.58182176515006,0.58182176515006
7,-0.589227873748611,0.589227873748611
8,-0.593084125414765,0.593084125414765
9,-0.646632273058607,0.646632273058607
10,-0.645944641599698,0.645944641599698
11,-0.544119211893288,0.544119211893288
12,-0.551255956803747,0.551255956803747
13,-0.546284460362722,0.546284460362722
14,-0.553715101965607,0.553715101965607
15,-0.494948563131193,0.494948563131193
16,-0.504386159781975,0.504386159781975
17,-0.575408571349677,0.575408571349677
18,-0.570713223149209,0.570713223149209
19,-0.507779157559452,0.507779157559452
20,-0.52165227584003,0.52165227584003
21,-0.539914531933471,0.539914531933471
22,-0.56124656793685,0.56124656793685
23,-0.529588081467722,0.529588081467722
24,-0.559950627040256,0.559950627040256
25,-0.558601000030542,0.558601000030542
26,-0.568113104908872,0.568113104908872
27,-0.567584653850045,0.567584653850045
28,-0.6012575605485,0.6012575605485
29,-0.591693005274488,0.591693005274488
30,-0.593359282539283,0.593359282539283
31,-0.544244636024726,0.544244636024726
32,-0.555174709721866,0.555174709721866
33,-0.588560072881558,0.588560072881558
34,-0.627931157281026,0.627931157281026
35,-0.51970787196583,0.51970787196583
36,-0.562461939887528,0.562461939887528
37,-0.640402135080579,0.640402135080579
38,-0.664832245185628,0.664832245185628
39,-0.651463750245067,0.651463750245067
40,-0.662970692324254,0.662970692324254
41,-0.672547529093533,0.672547529093533
42,-0.719436611021009,0.719436611021009
43,-0.5756666415271,0.5756666415271
44,-0.575245838191862,0.575245838191862
45,-0.605706907050345,0.605706907050345
46,-0.660614849656366,0.660614849656366
47,-0.612993887253167,0.612993887253167
48,-0.628238746620281,0.628238746620281
49,-0.686300426077431,0.686300426077431
50,-0.670482109414236,0.670482109414236
51,-0.598536556508013,0.598536556508013
52,-0.618021221772024,0.618021221772024
53,-0.663038211355554,0.663038211355554
54,-0.69460645444599,0.69460645444599
55,-0.574766454603828,0.574766454603828
56,-0.616560192891229,0.616560192891229
57,-0.637637889344237,0.637637889344237
58,-0.63566867984749,0.63566867984749
59,-0.514438593522573,0.514438593522573
60,-0.613989134150728,0.613989134150728
61,-0.714106854494313,0.714106854494313
62,-0.712757915254482,0.712757915254482
63,-0.646378720431108,0.646378720431108
64,-0.652216614025763,0.652216614025763
65,-0.696344983112773,0.696344983112773
66,-0.768543519699903,0.768543519699903
67,-0.678239619026962,0.678239619026962
68,-0.695967540122219,0.695967540122219
69,-0.473657730002476,0.473657730002476
70,-0.502602392405297,0.502602392405297
71,-0.679204845685292,0.679204845685292
