ROI_ID,Original_xloading_m2,Sign_oriented_value_used_for_NIfTI
1,-0.572368478631407,0.572368478631407
2,-0.607003414521521,0.607003414521521
3,-0.547698186114104,0.547698186114104
4,-0.551916360356705,0.551916360356705
5,-0.57369093183777,0.57369093183777
6,-0.563224244563409,0.563224244563409
7,-0.567922422553093,0.567922422553093
8,-0.569711142953847,0.569711142953847
9,-0.628161362021234,0.628161362021234
10,-0.624967250047677,0.624967250047677
11,-0.545587725553614,0.545587725553614
12,-0.551922887140386,0.551922887140386
13,-0.536122581083113,0.536122581083113
14,-0.538173992861265,0.538173992861265
15,-0.468423510146478,0.468423510146478
16,-0.487375570893014,0.487375570893014
17,-0.558124785406278,0.558124785406278
18,-0.552532500392574,0.552532500392574
19,-0.475529210705613,0.475529210705613
20,-0.491557443059024,0.491557443059024
21,-0.512121458417655,0.512121458417655
22,-0.535757803303889,0.535757803303889
23,-0.50305516902307,0.50305516902307
24,-0.539099153737633,0.539099153737633
25,-0.53433918914286,0.53433918914286
26,-0.537498949632669,0.537498949632669
27,-0.508760647315292,0.508760647315292
28,-0.538028206594296,0.538028206594296
29,-0.576255969641838,0.576255969641838
30,-0.575418587243686,0.575418587243686
31,-0.522235286424813,0.522235286424813
32,-0.534687365523321,0.534687365523321
33,-0.581436936419565,0.581436936419565
34,-0.6191601057532,0.6191601057532
35,-0.49868089241903,0.49868089241903
36,-0.54078546533783,0.54078546533783
37,-0.628365688316251,0.628365688316251
38,-0.655152075750112,0.655152075750112
39,-0.6437826980293,0.6437826980293
40,-0.648201140019651,0.648201140019651
41,-0.645934773738324,0.645934773738324
42,-0.704821739079909,0.704821739079909
43,-0.55857931174905,0.55857931174905
44,-0.549946004400995,0.549946004400995
45,-0.596821782814678,0.596821782814678
46,-0.649953704598416,0.649953704598416
47,-0.588623346388129,0.588623346388129
48,-0.585359190758619,0.585359190758619
49,-0.705385050828621,0.705385050828621
50,-0.687245245173905,0.687245245173905
51,-0.581647970070339,0.581647970070339
52,-0.599766561552555,0.599766561552555
53,-0.627577124792696,0.627577124792696
54,-0.66834821898233,0.66834821898233
55,-0.54460159795009,0.54460159795009
56,-0.586970149689372,0.586970149689372
57,-0.609714647421148,0.609714647421148
58,-0.608837665415686,0.608837665415686
59,-0.49467801003473,0.49467801003473
60,-0.602074697064484,0.602074697064484
61,-0.699078358786561,0.699078358786561
62,-0.694073802255662,0.694073802255662
63,-0.617545564026825,0.617545564026825
64,-0.620151466995625,0.620151466995625
65,-0.683469555315708,0.683469555315708
66,-0.752690051825641,0.752690051825641
67,-0.65990404223023,0.65990404223023
68,-0.680502062528867,0.680502062528867
69,-0.425303018559841,0.425303018559841
70,-0.449483537472547,0.449483537472547
71,-0.663877310814655,0.663877310814655
72,-0.702005521728525,0.702005521728525
73,-0.721097462675146,0.721097462675146
74,-0.723330530959739,0.723330530959739
75,-0.589275012176256,0.589275012176256
76,-0.650513668820054,0.650513668820054
77,-0.493471210795371,0.493471210795371
78,-0.531565268917625,0.531565268917625
79,-0.537385477211089,0.537385477211089
80,-0.645820152030659,0.645820152030659
81,-0.528092965905547,0.528092965905547
82,-0.595452710920984,0.595452710920984
83,-0.434967665202389,0.434967665202389
84,-0.459500117741058,0.459500117741058
85,-0.455637465001956,0.455637465001956
86,-0.51727296507199,0.51727296507199
87,-0.527126590242509,0.527126590242509
88,-0.618607956217179,0.618607956217179
89,-0.583523125647505,0.583523125647505
90,-0.522115630396019,0.522115630396019
91,-0.484754823594963,0.484754823594963
92,-0.446706844787025,0.446706844787025
93,-0.41030084107574,0.41030084107574
94,-0.436107759587769,0.436107759587769
95,-0.451097357882096,0.451097357882096
96,-0.484154435462472,0.484154435462472
97,-0.477628513874594,0.477628513874594
98,-0.491449383390931,0.491449383390931
99,-0.513420439419175,0.513420439419175
100,-0.5425809785963,0.5425809785963
101,-0.533566186008043,0.533566186008043
102,-0.603076449247505,0.603076449247505
103,-0.604061667691447,0.604061667691447
104,-0.619040578107467,0.619040578107467
105,-0.624324241605312,0.624324241605312
106,-0.576944503241579,0.576944503241579
107,-0.569504583289061,0.569504583289061
108,-0.576126971092474,0.576126971092474
109,-0.517040382166511,0.517040382166511
110,-0.543344253029199,0.543344253029199
111,-0.629429283620283,0.629429283620283
112,-0.619304462607801,0.619304462607801
113,-0.686974999309354,0.686974999309354
114,-0.638935560236274,0.638935560236274
115,-0.569053619713228,0.569053619713228
116,-0.518675851207828,0.518675851207828
117,-0.461021287155657,0.461021287155657
118,-0.48371442162095,0.48371442162095
119,-0.631644672408644,0.631644672408644
120,-0.65749220977976,0.65749220977976
121,-0.523527121229425,0.523527121229425
122,-0.553359081091953,0.553359081091953
123,-0.477163557996984,0.477163557996984
124,-0.563402554264474,0.563402554264474
125,-0.532520724153305,0.532520724153305
126,-0.549129453006482,0.549129453006482
127,-0.539912188269545,0.539912188269545
128,-0.524399837261525,0.524399837261525
129,-0.506508615707608,0.506508615707608
130,-0.555122544615684,0.555122544615684
131,-0.565668662063489,0.565668662063489
132,-0.600271032203906,0.600271032203906
133,-0.53545192655894,0.53545192655894
134,-0.547101805249101,0.547101805249101
135,-0.485048775029583,0.485048775029583
136,-0.488066062023964,0.488066062023964
137,-0.404863377749078,0.404863377749078
138,-0.449992331361391,0.449992331361391
139,-0.465002601707415,0.465002601707415
140,-0.49966369625594,0.49966369625594
141,-0.43958029999963,0.43958029999963
142,-0.486161381634129,0.486161381634129
143,-0.451145256534695,0.451145256534695
144,-0.490049643993407,0.490049643993407
145,-0.671644807978807,0.671644807978807
146,-0.667106094508542,0.667106094508542
147,-0.638672345247785,0.638672345247785
148,-0.623085899931003,0.623085899931003
149,-0.691797946360829,0.691797946360829
150,-0.726240066078751,0.726240066078751
151,-0.687809438858168,0.687809438858168
152,-0.707928782278473,0.707928782278473
153,-0.724151497297737,0.724151497297737
154,-0.724436175553746,0.724436175553746
155,-0.61191953306098,0.61191953306098
156,-0.637328699530764,0.637328699530764
157,-0.737420998968237,0.737420998968237
158,-0.742062588150165,0.742062588150165
159,-0.527677123784161,0.527677123784161
160,-0.612249005776475,0.612249005776475
161,-0.592162358771097,0.592162358771097
162,-0.611238721254412,0.611238721254412
163,-0.740304614482304,0.740304614482304
164,-0.729796562176888,0.729796562176888
165,-0.675944703343638,0.675944703343638
166,-0.656103052129322,0.656103052129322
167,-0.632794076975136,0.632794076975136
168,-0.668729420194402,0.668729420194402
169,-0.68018924917093,0.68018924917093
170,-0.673227908702153,0.673227908702153
171,-0.737835910388962,0.737835910388962
172,-0.740811097870579,0.740811097870579
173,-0.706622159438221,0.706622159438221
174,-0.703548337565444,0.703548337565444
175,-0.712332280604703,0.712332280604703
176,-0.713585277208212,0.713585277208212
177,-0.639204774983876,0.639204774983876
178,-0.702923244596298,0.702923244596298
179,-0.666670758574179,0.666670758574179
180,-0.665625548758572,0.665625548758572
181,-0.642933586092331,0.642933586092331
182,-0.64371448553934,0.64371448553934
183,-0.663541505001727,0.663541505001727
184,-0.67541629110889,0.67541629110889
185,-0.698842100442428,0.698842100442428
186,-0.717304263671736,0.717304263671736
187,-0.728560899137164,0.728560899137164
188,-0.694325905483303,0.694325905483303
189,-0.562415849757948,0.562415849757948
190,-0.353559921349051,0.353559921349051
191,-0.582259670262788,0.582259670262788
192,-0.581804200131377,0.581804200131377
193,-0.474511280898059,0.474511280898059
194,-0.417764847875261,0.417764847875261
195,-0.658676204187967,0.658676204187967
196,-0.611232415343571,0.611232415343571
197,-0.657804081468079,0.657804081468079
198,-0.680779566979005,0.680779566979005
199,-0.473347419144172,0.473347419144172
200,-0.344013682714874,0.344013682714874
201,-0.495090448733545,0.495090448733545
202,-0.460293112790753,0.460293112790753
