"brain","fitted_beh","ci_lower","ci_upper"
-2.94177361179292,-1.08669723232621,-1.46507294577145,-0.70832151888097
-2.91030257199161,-1.07507176539245,-1.44981928785231,-0.700324242932599
-2.87883153219031,-1.06344629845869,-1.43456975476834,-0.692322842149046
-2.84736049238901,-1.05182083152493,-1.41932446854837,-0.684317194501495
-2.81588945258771,-1.04019536459118,-1.40408355593092,-0.676307173251432
-2.7844184127864,-1.02856989765742,-1.38884714858562,-0.668292646729216
-2.7529473729851,-1.01694443072366,-1.37361538334676,-0.660273478100557
-2.7214763331838,-1.0053189637899,-1.35838840245965,-0.652249525120144
-2.6900052933825,-0.99369349685614,-1.34316635384062,-0.644220639871655
-2.65853425358119,-0.982068029922381,-1.32794939135147,-0.636186668493294
-2.62706321377989,-0.970442562988622,-1.31273767508927,-0.628147450887974
-2.59559217397859,-0.958817096054863,-1.29753137169256,-0.620102820417166
-2.56412113417729,-0.947191629121104,-1.28233065466477,-0.612052603577434
-2.53265009437599,-0.935566162187345,-1.26713570471616,-0.603996619658528
-2.50117905457468,-0.923940695253586,-1.25194671012526,-0.595934680381915
-2.46970801477338,-0.912315228319827,-1.23676386712116,-0.587866589518495
-2.43823697497208,-0.900689761386068,-1.22158738028795,-0.579792142484187
-2.40676593517078,-0.889064294452309,-1.20641746299262,-0.571711125912
-2.37529489536947,-0.87743882751855,-1.19125433783802,-0.563623317199083
-2.34382385556817,-0.865813360584791,-1.17609823714241,-0.555528484027169
-2.31235281576687,-0.854187893651032,-1.16094940344733,-0.54742638385473
-2.28088177596557,-0.842562426717273,-1.14580809005552,-0.539316763379028
-2.24941073616426,-0.830936959783514,-1.13067456160086,-0.531199357966167
-2.21793969636296,-0.819311492849755,-1.11554909465242,-0.52307389104709
-2.18646865656166,-0.807686025915996,-1.10043197835461,-0.514940073477383
-2.15499761676036,-0.796060558982237,-1.08532351510591,-0.506797602858567
-2.12352657695906,-0.784435092048478,-1.07022402127849,-0.498646162818468
-2.09205553715775,-0.772809625114719,-1.05513382798136,-0.49048542224808
-2.06058449735645,-0.76118415818096,-1.04005328186974,-0.482315034492179
-2.02911345755515,-0.749558691247201,-1.02498274600355,-0.474134636490848
-1.99764241775385,-0.737933224313442,-1.00992260075806,-0.465943847868828
-1.96617137795254,-0.726307757379683,-0.994873244789824,-0.457742269969542
-1.93470033815124,-0.714682290445924,-0.979835096061441,-0.449529484830407
-1.90322929834994,-0.703056823512165,-0.964808592928402,-0.441305054095928
-1.87175825854864,-0.691431356578406,-0.949794195291907,-0.433068517864905
-1.84028721874733,-0.679805889644647,-0.934792385821373,-0.42481939346792
-1.80881617894603,-0.668180422710888,-0.919803671250616,-0.41655717417116
-1.77734513914473,-0.656554955777129,-0.904828583751799,-0.408281327802459
-1.74587409934343,-0.64492948884337,-0.889867682391337,-0.399991295295403
-1.71440305954213,-0.633304021909611,-0.874921554672022,-0.3916864891472
-1.68293201974082,-0.621678554975852,-0.859990818165696,-0.383366291786008
-1.65146097993952,-0.610053088042093,-0.845076122240771,-0.375030053843415
-1.61998994013822,-0.598427621108334,-0.830178149888869,-0.366677092327798
-1.58851890033692,-0.586802154174575,-0.815297619654701,-0.358306688694448
