"","xcoef_std_m1","xcoef_std_m2","xcoef_std_m3","xcoef_std_m4","xcoef_std_m5","xloading_m1","xloading_m2","xloading_m3","xloading_m4","xloading_m5"
"SFG_L_7_6",-0.167342485471628,0.0517486216203188,0.0557774299779416,0.0307925375606155,-0.0947858832029516,-0.80676669486259,-0.310551808163924,0.0620160371150518,-0.0737680488090762,-0.149945962323106
"SFG_R_7_6",-0.211238098342915,0.0413931692451486,0.0748248894742563,0.0313214793888781,-0.14312321994804,-0.788428560970543,-0.351157941519471,0.0603068072400202,-0.077619077600921,-0.164523079879577
"SFG_L_7_7",-0.205020420720805,0.0696463392926805,0.191963249742792,-0.0382448192977836,-0.182295401023714,-0.737292458355477,-0.306454212663758,0.161747384843567,-0.125909210957565,-0.184359911985187
"SFG_R_7_7",-0.181431102222906,0.082054341803185,0.207511318220384,-0.03625132534309,-0.143636595815039,-0.708883038933761,-0.264725128228147,0.198341661846902,-0.111154670021876,-0.184981797552306
"MFG_L_7_1",-0.0806349239827315,-0.107116639703322,-0.0397352397696039,-0.176783269155587,-0.0858277000900069,-0.648046856188097,-0.53710672353214,-0.0445234551163804,-0.240247729621768,-0.068080374332058
"MFG_R_7_1",-0.111914810709539,-0.0653138919733192,-0.0289697654714092,-0.103133326467648,-0.0356667932444964,-0.691828783907471,-0.499827331640334,-0.0436758974082704,-0.198437569997399,-0.0388312916895876
"MFG_L_7_2",-0.082109035410574,-0.0680910334145671,-0.0667000940102494,-0.0455384111704063,0.0399318210902329,-0.656581674858534,-0.53790150443901,-0.109350055328041,-0.150887487625062,0.0338560993027286
"MFG_R_7_2",-0.067831497283398,-0.0506970688372033,-0.0165850130998461,-0.0178531654182736,0.0326857044149249,-0.665372871687548,-0.52574233420479,-0.0586231024552521,-0.132478560511462,0.0404252298469608
"MFG_L_7_3",-0.0138993940263217,-0.10956046083211,0.0150683673876846,-0.159479246608762,-0.0667227502153962,-0.588813962063628,-0.57374918223685,0.00707500648767498,-0.252167781167462,-0.0713961530125775
"MFG_R_7_3",-0.0767015930401492,-0.079751083684387,-0.0087466832877283,-0.0835043845539767,-0.0335130353490794,-0.656487406736456,-0.524979865076172,-0.0293432182735546,-0.16419257479617,-0.039763925841828
"MFG_L_7_4",-0.00776519653100834,-0.155860538990832,-0.092253339869741,-0.141824164065368,-0.0136395572868731,-0.567981561928559,-0.61064849506075,-0.113292058198487,-0.210267628794022,-0.0188289503091347
"MFG_R_7_4",-0.0412241165095386,-0.111984977963687,-0.115069505628617,-0.049606291379185,0.0595201129481892,-0.597827922026801,-0.57952888706994,-0.151603596905065,-0.136267610198082,0.037292716699278
"MFG_L_7_5",-0.093493812219573,-0.0330916287445798,-0.0512043679866378,-0.070961163811855,-0.00947906133917457,-0.675062270668296,-0.479546999520208,-0.0845150922957374,-0.174769849798297,-0.0332261907599671
"MFG_R_7_5",-0.0698988151616612,-0.049646599764104,-0.0469491354363887,-0.0946643617358285,0.0132335438940677,-0.662002325136986,-0.50220205219676,-0.0771499902901358,-0.20758493731889,-0.00221023242921659
"MFG_L_7_6",-0.0690798385832737,-0.0253394874132841,0.0133337477857668,-0.00359309814623786,0.0565260663711164,-0.669537276758378,-0.486704663652382,-0.0181970982632272,-0.110907285791968,0.0652871695786335
"MFG_R_7_6",-0.069046912171939,-0.0346130328386779,0.0155063573723441,-0.00552803060296288,0.00467368606940457,-0.685056420388606,-0.498839224937546,-0.00105141775490237,-0.121021469996957,0.00331296976012278
"MFG_L_7_7",0.00395466868961641,-0.0916330649230855,0.117028781813244,-0.171177312149223,0.0103902872117654,-0.542156192900931,-0.537998772537702,0.0929959048743578,-0.241512712007475,-0.0263616752841478
"MFG_R_7_7",-0.0557082084861845,-0.071857257995284,0.145493827549423,-0.0582192481483391,0.0589977410200223,-0.598696596490267,-0.505604290707132,0.0822503099409918,-0.124213491715812,-0.00320621105846448
"IFG_L_6_1",-0.0296699181525231,-0.0427301838155983,-0.0147632940243356,-0.0218514591739469,0.0178248556204658,-0.623436506867644,-0.571406662521617,-0.0755206277429951,-0.150568567423487,0.0385173914357171
"IFG_R_6_1",-0.0470648978808694,-0.0527516992768213,-0.00738094752290863,0.00218300952278706,0.0336850659973827,-0.645724317065176,-0.568728351126276,-0.058658990663438,-0.10886711435454,0.0621156822795015
"IFG_L_6_2",-0.010639939075281,-0.0631412015098831,-0.0412887026187142,-0.0291764093843197,-0.00169076380380293,-0.567089482657881,-0.599353912774055,-0.128664801652719,-0.155834372154429,-0.0120085684704663
"IFG_R_6_2",-0.023949992579464,-0.0542180286783336,-0.0445959075845299,-0.0135187793762739,0.0194833473532087,-0.595591696342566,-0.595469698631854,-0.158363911415831,-0.139670698313005,0.0319154488960651
"IFG_L_6_3",-0.0144229840119347,-0.0490618294756353,-0.0324459506041779,0.000996150732536143,-0.00536914894401705,-0.548367813233088,-0.577392550877081,-0.132393835347047,-0.0881464175178117,-0.0378565697994818
"IFG_R_6_3",-0.0335417328852091,-0.0550426587571734,-0.0600616074729227,0.0103115704463699,0.0171055171651096,-0.596648651035068,-0.578857210487119,-0.189352092286139,-0.0733464383363523,0.00147089233349562
"IFG_L_6_4",-0.0132796560318685,-0.0774938867620612,-0.0390177466145852,-0.0276555311172029,0.0182178302369116,-0.562544384781173,-0.624100507529658,-0.123660454462322,-0.153806803681453,0.012430079225988
"IFG_R_6_4",-0.0376928455981844,-0.0662033344392972,-0.0676230203487036,0.00546125186545703,0.0152822385975092,-0.596833774122923,-0.592015206792165,-0.183813184608283,-0.0872919563441191,0.00363519797417456
"IFG_L_6_5",-0.0240049091014038,-0.0633365892435383,-0.0377541287641783,-0.00900010792567668,-0.00783155627245009,-0.585899520775442,-0.562625495932264,-0.127007881203014,-0.121230410819779,-0.0390301008864762
"IFG_R_6_5",-0.0587380101205876,-0.0529083298232847,-0.0556509615911784,0.0367657095934833,0.00813650568943641,-0.626068233889459,-0.527732292661518,-0.147065039741009,-0.0430234046939706,-0.0119538543950979
"IFG_L_6_6",-0.0187933567383634,-0.0546069499577996,-0.0209119115383442,0.0263167659236861,-0.0141462415492003,-0.562926239675745,-0.612128306382665,-0.124514321318913,-0.0312429175180685,-0.0637618785469643
"IFG_R_6_6",-0.0255299993278467,-0.0332323719012761,-0.0288686982852716,0.0277517122152087,0.0108406974042934,-0.592129341536464,-0.56213116388365,-0.155590503665986,-0.0133028822434818,0.00641030418632091
"OrG_L_6_1",-0.0169912398935541,-0.0184947243246697,0.0965670694465166,0.0125901912952313,-0.00447526219190186,-0.479304525314986,-0.431792799051262,0.108108839908047,-0.0296067130119106,-0.0977515681271856
